query	rank	left	top	width	height
河北科技大学	2	15	133	121	121
河北科技大学	3	15	299	75	75
河北科技大学	4	25	550	121	91
河北科技大学	6	15	1016	259	194
河北科技大学	7	15	1343	121	75
河北科技大学	9	15	1605	52	52
火影忍者下载+迅雷下载	3	15	261	121	75
火影忍者下载+迅雷下载	6	15	602	121	75
火影忍者下载+迅雷下载	7	15	725	121	75
火影忍者下载+迅雷下载	8	15	848	121	75
火影忍者下载+迅雷下载	9	15	971	121	75
北京丰台建都医院	2	15	137	121	75
北京丰台建都医院	4	15	359	259	289
北京丰台建都医院	5	15	691	121	75
北京丰台建都医院	7	15	893	121	75
邱县贴吧最新消息	1	15	36	75	75
邱县贴吧最新消息	2	15	277	121	75
邱县贴吧最新消息	5	15	718	121	75
邱县贴吧最新消息	6	15	881	121	91
邱县贴吧最新消息	7	15	1015	121	75
邱县贴吧最新消息	9	15	1241	121	75
邱县贴吧最新消息	10	15	1364	121	75
思量qq亮钻大师	1	15	34	121	75
思量qq亮钻大师	2	15	157	121	75
思量qq亮钻大师	4	15	404	121	75
思量qq亮钻大师	5	15	527	121	91
思量qq亮钻大师	10	15	1144	121	75
nba2015全明星赛	5	15	456	121	75
nba2015全明星赛	6	15	574	121	75
nba2015全明星赛	7	15	698	121	91
nba2015全明星赛	8	15	922	121	75
nba2015全明星赛	9	15	1040	121	75
nba2015全明星赛	10	15	1164	121	75
基督教儿歌大全100首	1	15	34	121	75
基督教儿歌大全100首	3	15	256	121	83
基督教儿歌大全100首	4	15	382	121	91
基督教儿歌大全100首	5	15	516	121	75
基督教儿歌大全100首	9	15	959	121	75
基督教儿歌大全100首	10	15	1082	121	75
致我们终将逝去的青春电影完整版	1	15	34	121	161
致我们终将逝去的青春电影完整版	2	15	257	121	91
致我们终将逝去的青春电影完整版	4	15	490	121	140
致我们终将逝去的青春电影完整版	6	15	772	121	75
致我们终将逝去的青春电影完整版	9	15	1177	121	75
学驾照科目一模拟考试	1	15	34	121	75
学驾照科目一模拟考试	2	15	193	111	91
学驾照科目一模拟考试	2	126	193	65	91
学驾照科目一模拟考试	2	191	193	89	91
学驾照科目一模拟考试	2	280	193	51	91
学驾照科目一模拟考试	2	331	193	214	91
学驾照科目一模拟考试	4	15	457	121	75
学驾照科目一模拟考试	6	15	679	121	75
学驾照科目一模拟考试	8	15	901	121	75
学驾照科目一模拟考试	9	15	1024	121	75
学驾照科目一模拟考试	10	15	1147	121	75
最近10天电影	1	15	34	121	91
最近10天电影	1	153	34	121	91
最近10天电影	1	291	34	121	91
最近10天电影	1	429	34	121	91
最近10天电影	3	15	357	121	75
比亚迪唐最新消息	1	25	55	121	81
比亚迪唐最新消息	2	15	265	121	91
比亚迪唐最新消息	2	136	265	121	91
比亚迪唐最新消息	2	257	265	121	91
比亚迪唐最新消息	2	378	265	169	91
比亚迪唐最新消息	3	15	430	121	75
比亚迪唐最新消息	4	15	553	121	75
比亚迪唐最新消息	5	15	676	121	75
比亚迪唐最新消息	6	15	801	75	75
比亚迪唐最新消息	8	15	1141	121	75
比亚迪唐最新消息	9	15	1259	121	75
比亚迪唐最新消息	10	15	1422	121	75
怎样邀请好友加入群	1	25	44	121	92
怎样邀请好友加入群	1	157	44	121	92
怎样邀请好友加入群	1	289	44	121	92
怎样邀请好友加入群	1	421	44	121	92
怎样邀请好友加入群	3	15	410	121	75
怎样邀请好友加入群	4	15	528	121	75
怎样邀请好友加入群	5	15	651	121	75
怎样邀请好友加入群	6	15	774	121	75
怎样邀请好友加入群	7	15	897	121	75
怎样邀请好友加入群	9	15	1159	121	75
怎样邀请好友加入群	10	15	1282	121	75
肝火旺的症状	2	15	159	121	91
肝火旺的症状	4	15	481	121	75
肝火旺的症状	5	15	640	108	91
肝火旺的症状	5	123	640	106	91
肝火旺的症状	5	229	640	105	91
肝火旺的症状	5	334	640	106	91
肝火旺的症状	5	440	640	106	91
用电饭锅怎么做蛋糕	1	25	44	121	92
用电饭锅怎么做蛋糕	1	157	44	121	92
用电饭锅怎么做蛋糕	1	289	44	121	92
用电饭锅怎么做蛋糕	1	421	44	121	92
用电饭锅怎么做蛋糕	2	15	332	105	91
用电饭锅怎么做蛋糕	2	120	332	106	91
用电饭锅怎么做蛋糕	2	226	332	106	91
用电饭锅怎么做蛋糕	2	332	332	106	91
用电饭锅怎么做蛋糕	2	438	332	106	91
用电饭锅怎么做蛋糕	3	15	497	75	75
用电饭锅怎么做蛋糕	3	15	618	75	75
用电饭锅怎么做蛋糕	4	15	761	121	91
用电饭锅怎么做蛋糕	4	153	761	121	91
用电饭锅怎么做蛋糕	4	291	761	121	91
用电饭锅怎么做蛋糕	4	429	761	121	91
用电饭锅怎么做蛋糕	5	15	985	121	75
用电饭锅怎么做蛋糕	6	15	1103	121	91
用电饭锅怎么做蛋糕	7	15	1237	121	91
用电饭锅怎么做蛋糕	9	15	1494	121	75
用电饭锅怎么做蛋糕	10	15	1617	121	75
小学美术教案+简笔画	1	11	34	142	101
小学美术教案+简笔画	1	143	34	150	101
小学美术教案+简笔画	1	283	34	143	101
小学美术教案+简笔画	1	416	34	142	101
小学美术教案+简笔画	3	15	377	121	75
小学美术教案+简笔画	10	15	1117	121	91
刘老根大舞台	1	15	34	121	75
刘老根大舞台	2	15	157	121	91
刘老根大舞台	3	15	300	121	91
刘老根大舞台	3	153	300	121	91
刘老根大舞台	3	291	300	121	91
刘老根大舞台	3	429	300	121	91
刘老根大舞台	4	15	524	259	194
刘老根大舞台	7	15	968	121	75
刘老根大舞台	8	15	1091	121	75
刘老根大舞台	9	10	1214	137	102
刘老根大舞台	9	137	1214	151	102
刘老根大舞台	9	278	1214	137	102
刘老根大舞台	9	405	1214	153	102
刘老根大舞台	10	15	1379	121	91
睿德二元期权可靠吗	6	15	619	121	75
新农村	1	11	34	138	92
新农村	1	140	34	134	92
新农村	1	265	34	138	92
新农村	1	393	34	165	92
新农村	3	25	393	121	81
新农村	5	15	703	75	75
新农村	6	15	944	259	194
新农村	8	15	1394	121	75
新农村	9	15	1517	121	75
卫生间装修效果图小户型	1	15	34	218	220
卫生间装修效果图小户型	1	228	34	82	105
卫生间装修效果图小户型	1	301	34	138	105
卫生间装修效果图小户型	1	430	34	127	105
卫生间装修效果图小户型	1	232	139	105	105
卫生间装修效果图小户型	1	333	139	147	105
卫生间装修效果图小户型	1	476	139	79	105
卫生间装修效果图小户型	2	15	348	91	91
卫生间装修效果图小户型	2	106	348	106	91
卫生间装修效果图小户型	2	212	348	54	91
卫生间装修效果图小户型	2	266	348	38	91
卫生间装修效果图小户型	2	304	348	116	91
卫生间装修效果图小户型	2	420	348	125	91
卫生间装修效果图小户型	3	15	513	121	75
卫生间装修效果图小户型	4	15	636	121	75
卫生间装修效果图小户型	5	15	759	121	75
卫生间装修效果图小户型	6	15	882	121	75
卫生间装修效果图小户型	7	15	1005	121	75
卫生间装修效果图小户型	9	15	1227	121	75
卫生间装修效果图小户型	10	15	1350	121	75
qq音乐2015年度盛典	1	15	34	121	75
qq音乐2015年度盛典	3	15	281	121	91
qq音乐2015年度盛典	5	15	515	121	75
qq音乐2015年度盛典	6	15	638	121	91
qq音乐2015年度盛典	6	153	638	121	91
qq音乐2015年度盛典	6	291	638	121	91
qq音乐2015年度盛典	6	429	638	121	91
qq音乐2015年度盛典	7	15	862	121	91
qq音乐2015年度盛典	9	15	1095	121	75
自己怎样盘发简单好看	1	15	34	121	75
自己怎样盘发简单好看	2	25	167	121	92
自己怎样盘发简单好看	2	157	167	121	92
自己怎样盘发简单好看	2	289	167	121	92
自己怎样盘发简单好看	2	421	167	121	92
自己怎样盘发简单好看	3	15	414	121	91
自己怎样盘发简单好看	4	15	548	121	91
自己怎样盘发简单好看	5	15	682	121	91
自己怎样盘发简单好看	6	15	816	121	75
自己怎样盘发简单好看	8	15	1038	121	75
自己怎样盘发简单好看	9	15	1161	121	75
自己怎样盘发简单好看	10	15	1284	121	75
365新年快乐	4	15	316	121	75
365新年快乐	6	15	618	121	75
三国志刘备传修改器	1	15	34	121	75
三国志刘备传修改器	2	15	237	121	75
三国志刘备传修改器	3	15	365	121	91
三国志刘备传修改器	4	15	499	121	91
三国志刘备传修改器	5	15	633	121	75
三国志刘备传修改器	6	15	756	121	91
三国志刘备传修改器	7	15	890	121	91
三国志刘备传修改器	8	15	1024	121	75
努比亚（nubia）小牛4+Z9mini	1	15	34	121	75
努比亚（nubia）小牛4+Z9mini	4	15	498	132	91
努比亚（nubia）小牛4+Z9mini	4	147	498	133	91
努比亚（nubia）小牛4+Z9mini	4	280	498	133	91
努比亚（nubia）小牛4+Z9mini	4	413	498	133	91
努比亚（nubia）小牛4+Z9mini	5	15	663	121	75
努比亚（nubia）小牛4+Z9mini	6	15	786	121	75
努比亚（nubia）小牛4+Z9mini	7	15	909	121	75
努比亚（nubia）小牛4+Z9mini	9	15	1153	121	75
努比亚（nubia）小牛4+Z9mini	10	15	1276	121	75
菏泽公墓	1	15	34	259	174
菏泽公墓	2	15	251	121	75
通用pe工具箱	1	15	34	121	75
通用pe工具箱	2	36	190	56	56
通用pe工具箱	3	15	399	121	75
通用pe工具箱	4	15	523	121	91
通用pe工具箱	6	15	785	121	91
通用pe工具箱	8	15	1058	121	91
通用pe工具箱	9	15	1201	121	91
通用pe工具箱	10	15	1364	121	91
抛釉砖的缺点	1	15	34	121	75
抛釉砖的缺点	3	15	276	121	91
抛釉砖的缺点	4	15	490	121	91
抛釉砖的缺点	5	15	633	121	75
抛釉砖的缺点	6	15	751	121	75
抛釉砖的缺点	7	15	915	132	91
抛釉砖的缺点	7	147	915	133	91
抛釉砖的缺点	7	280	915	133	91
抛釉砖的缺点	7	413	915	133	91
抛釉砖的缺点	9	15	1179	121	75
抛釉砖的缺点	10	15	1302	121	75
pdf打印机破解版+win7	1	15	34	121	75
pdf打印机破解版+win7	3	15	296	121	91
pdf打印机破解版+win7	4	15	430	121	75
pdf打印机破解版+win7	5	15	558	121	75
pdf打印机破解版+win7	6	15	686	121	75
pdf打印机破解版+win7	7	15	809	121	75
pdf打印机破解版+win7	8	15	932	121	75
pdf打印机破解版+win7	9	15	1055	121	75
dmi指标详解	1	15	34	121	91
dmi指标详解	2	15	177	121	75
dmi指标详解	6	15	726	121	75
地震中的父与子小练笔	5	15	658	121	75
电脑壁纸高清	1	23	107	176	110
电脑壁纸高清	1	197	93	173	138
电脑壁纸高清	1	365	107	181	110
电脑壁纸高清	1	23	217	176	110
电脑壁纸高清	1	193	217	180	110
电脑壁纸高清	1	367	217	176	110
电脑壁纸高清	1	23	327	176	110
电脑壁纸高清	1	195	327	176	110
电脑壁纸高清	1	367	327	176	110
电脑壁纸高清	2	15	540	121	75
电脑壁纸高清	4	15	757	121	75
电脑壁纸高清	5	15	875	121	75
电脑壁纸高清	6	15	993	121	75
电脑壁纸高清	7	15	1116	121	75
电脑壁纸高清	8	15	1239	121	75
电脑壁纸高清	9	15	1362	121	75
html文档的基本结构	9	15	1163	121	75
胎盘组织液的作用	7	25	762	121	121
幼儿园春季育儿知识	4	15	354	121	75
幼儿园春季育儿知识	5	15	477	121	75
winxp+ghost+下载	1	15	34	121	75
winxp+ghost+下载	3	15	257	121	75
winxp+ghost+下载	4	15	381	121	75
winxp+ghost+下载	5	15	504	121	75
winxp+ghost+下载	7	15	726	121	75
winxp+ghost+下载	8	15	844	121	75
winxp+ghost+下载	9	15	967	121	75
winxp+ghost+下载	10	15	1085	121	75
简单科学小发明小制作	1	15	34	121	75
简单科学小发明小制作	2	15	157	121	75
简单科学小发明小制作	4	15	479	121	75
简单科学小发明小制作	5	15	602	121	75
简单科学小发明小制作	6	15	725	121	75
简单科学小发明小制作	7	15	848	121	75
简单科学小发明小制作	8	15	971	121	75
花的种类大全图鉴图片	1	25	107	121	121
花的种类大全图鉴图片	1	157	107	121	121
花的种类大全图鉴图片	1	289	107	121	121
花的种类大全图鉴图片	1	421	107	121	121
花的种类大全图鉴图片	1	25	263	121	121
花的种类大全图鉴图片	1	157	263	121	121
花的种类大全图鉴图片	1	289	263	121	121
花的种类大全图鉴图片	1	421	263	121	121
花的种类大全图鉴图片	1	25	419	121	121
花的种类大全图鉴图片	1	157	419	121	121
花的种类大全图鉴图片	1	289	419	121	121
花的种类大全图鉴图片	1	421	419	121	121
花的种类大全图鉴图片	2	14	659	163	105
花的种类大全图鉴图片	2	174	659	140	105
花的种类大全图鉴图片	2	310	659	163	105
花的种类大全图鉴图片	2	469	659	86	105
花的种类大全图鉴图片	3	15	827	121	75
花的种类大全图鉴图片	5	15	1129	121	75
花的种类大全图鉴图片	7	15	1351	121	75
花的种类大全图鉴图片	8	15	1474	121	75
花的种类大全图鉴图片	9	15	1597	121	75
花的种类大全图鉴图片	10	15	1720	121	75
新疆舞蹈视频大全	1	15	34	121	91
新疆舞蹈视频大全	1	153	34	121	91
新疆舞蹈视频大全	1	291	34	121	91
新疆舞蹈视频大全	1	429	34	121	91
新疆舞蹈视频大全	2	15	258	121	91
新疆舞蹈视频大全	3	15	392	121	91
新疆舞蹈视频大全	4	15	526	121	91
新疆舞蹈视频大全	5	15	660	121	91
新疆舞蹈视频大全	6	15	794	121	91
新疆舞蹈视频大全	7	15	928	121	83
新疆舞蹈视频大全	9	15	1157	121	91
倾世皇妃	1	15	34	121	140
倾世皇妃	2	15	217	121	161
倾世皇妃	3	15	574	121	75
倾世皇妃	5	15	816	121	75
倾世皇妃	8	15	1226	121	75
倾世皇妃	9	15	1349	121	75
全国劳动模范先进事迹	6	15	818	121	75
qq空间电影	2	15	133	121	75
qq空间电影	3	15	258	121	91
qq空间电影	3	153	258	121	91
qq空间电影	3	291	258	121	91
qq空间电影	3	429	258	121	91
qq空间电影	4	15	482	121	75
qq空间电影	8	15	1095	121	75
我的纪录片	2	15	133	121	91
我的纪录片	3	15	276	121	75
我的纪录片	4	15	399	121	91
我的纪录片	4	153	399	121	91
我的纪录片	4	291	399	121	91
我的纪录片	4	429	399	121	91
我的纪录片	5	15	623	121	91
我的纪录片	7	15	946	121	75
我的纪录片	9	15	1163	121	91
我的纪录片	10	15	1297	121	91
ysl口红57号	2	15	174	132	91
ysl口红57号	2	147	174	133	91
ysl口红57号	2	280	174	133	91
ysl口红57号	2	413	174	133	91
ysl口红57号	4	15	478	121	75
ysl口红57号	5	15	601	121	75
ysl口红57号	6	15	724	121	75
ysl口红57号	7	15	847	121	91
ysl口红57号	8	15	981	121	75
ysl口红57号	9	15	1106	121	75
坐庄+迅雷高清	3	15	232	121	75
怎样看股票走势图	1	25	44	121	92
怎样看股票走势图	1	157	44	121	92
怎样看股票走势图	1	289	44	121	92
怎样看股票走势图	1	421	44	121	92
怎样看股票走势图	2	15	291	121	75
怎样看股票走势图	3	15	434	121	75
怎样看股票走势图	5	15	676	121	91
怎样看股票走势图	7	15	929	121	75
怎样看股票走势图	8	15	1052	121	75
怎样看股票走势图	9	15	1175	121	75
怎样看股票走势图	10	15	1298	121	91
吸鱼机	1	15	34	121	91
吸鱼机	1	153	34	121	91
吸鱼机	1	291	34	121	91
吸鱼机	1	429	34	121	91
吸鱼机	2	10	258	155	100
吸鱼机	2	155	258	141	100
吸鱼机	2	286	258	150	100
吸鱼机	2	426	258	132	100
吸鱼机	3	15	421	121	91
吸鱼机	4	15	555	121	75
吸鱼机	5	15	678	121	75
吸鱼机	6	15	801	121	75
吸鱼机	8	15	1123	121	75
吸鱼机	9	15	1246	121	75
吸鱼机	10	15	1369	121	91
粉宝乐园	1	15	34	121	161
粉宝乐园	2	15	390	121	140
粉宝乐园	3	11	573	145	98
粉宝乐园	3	147	573	139	98
粉宝乐园	3	277	573	161	98
粉宝乐园	3	428	573	130	98
粉宝乐园	4	15	734	121	75
粉宝乐园	6	15	956	121	75
冯辉轮滑视频	1	15	34	121	91
冯辉轮滑视频	1	153	34	121	91
冯辉轮滑视频	1	291	34	121	91
冯辉轮滑视频	1	429	34	121	91
冯辉轮滑视频	2	15	258	121	91
冯辉轮滑视频	3	15	392	121	91
冯辉轮滑视频	4	15	526	121	91
冯辉轮滑视频	5	15	669	121	91
冯辉轮滑视频	6	15	803	121	91
冯辉轮滑视频	7	15	937	121	91
死亡循环2txt下载	1	15	34	121	75
死亡循环2txt下载	4	15	436	121	75
黄遂柱	3	15	276	121	75
黄遂柱	4	15	399	121	75
折纸玫瑰视频	1	15	34	121	91
折纸玫瑰视频	1	153	34	121	91
折纸玫瑰视频	1	291	34	121	91
折纸玫瑰视频	1	429	34	121	91
折纸玫瑰视频	2	15	258	121	91
折纸玫瑰视频	3	15	401	121	91
折纸玫瑰视频	4	15	535	121	91
折纸玫瑰视频	5	15	678	121	91
折纸玫瑰视频	6	15	812	121	75
折纸玫瑰视频	7	15	935	121	91
折纸玫瑰视频	8	15	1069	121	91
折纸玫瑰视频	9	15	1203	121	91
莽荒纪txt免费下载	1	15	34	121	75
莽荒纪txt免费下载	2	15	157	121	91
莽荒纪txt免费下载	4	15	404	121	75
莽荒纪txt免费下载	6	15	627	121	75
莽荒纪txt免费下载	7	15	770	121	91
莽荒纪txt免费下载	10	15	1166	121	75
退伍日记下载	1	15	34	121	75
退伍日记下载	5	15	514	121	91
退伍日记下载	7	15	756	121	75
退伍日记下载	9	15	978	121	91
名师工作室代表发言稿	6	15	609	121	75
玫瑰酱的做法	1	15	34	75	75
玫瑰酱的做法	1	15	155	75	75
玫瑰酱的做法	1	15	245	75	75
玫瑰酱的做法	2	25	398	121	92
玫瑰酱的做法	2	157	398	121	92
玫瑰酱的做法	2	289	398	121	92
玫瑰酱的做法	2	421	398	121	92
玫瑰酱的做法	3	15	645	121	75
玫瑰酱的做法	4	15	763	121	75
玫瑰酱的做法	5	15	886	121	75
玫瑰酱的做法	6	15	1009	121	91
玫瑰酱的做法	7	15	1143	121	75
玫瑰酱的做法	9	15	1365	121	75
玫瑰酱的做法	10	15	1488	121	121
蛮荒囚徒	6	15	609	121	91
蛮荒囚徒	10	15	1049	121	75
单机破解游戏下载大全中文版下载	1	15	34	121	75
单机破解游戏下载大全中文版下载	3	15	256	121	75
单机破解游戏下载大全中文版下载	4	15	379	121	75
单机破解游戏下载大全中文版下载	5	15	497	121	75
单机破解游戏下载大全中文版下载	6	15	620	121	75
单机破解游戏下载大全中文版下载	9	15	941	121	75
单机破解游戏下载大全中文版下载	10	15	1064	121	75
360分区助手	1	15	34	121	75
360分区助手	2	15	217	121	91
360分区助手	4	25	489	121	92
360分区助手	4	157	489	121	92
360分区助手	4	289	489	121	92
360分区助手	4	421	489	121	92
360分区助手	5	15	736	121	75
360分区助手	7	15	987	121	75
360分区助手	8	15	1112	121	75
360分区助手	9	15	1235	121	91
生死狙击等待udp连接	1	15	34	121	75
生死狙击等待udp连接	3	15	296	121	75
生死狙击等待udp连接	5	15	558	121	75
生死狙击等待udp连接	8	15	921	121	75
英雄联盟阿卡利神秘商店2015	1	15	34	121	75
英雄联盟阿卡利神秘商店2015	2	15	157	121	75
英雄联盟阿卡利神秘商店2015	3	15	275	121	75
英雄联盟阿卡利神秘商店2015	5	15	517	121	75
英雄联盟阿卡利神秘商店2015	6	15	640	121	75
英雄联盟阿卡利神秘商店2015	7	15	763	121	75
英雄联盟阿卡利神秘商店2015	9	15	986	121	75
英雄联盟阿卡利神秘商店2015	10	15	1109	121	75
小学形声字儿歌	5	15	430	121	91
牌九游戏大厅	2	15	133	121	75
生化危机5免费高清	1	15	34	121	75
生化危机5免费高清	3	15	296	121	91
生化危机5免费高清	5	15	538	121	75
生化危机5免费高清	8	15	883	121	75
生化危机5免费高清	9	15	1006	121	161
雨霖铃	1	15	34	121	91
雨霖铃	4	15	375	121	91
雨霖铃	5	14	536	143	143
雨霖铃	7	15	849	121	75
践行社会主义核心价值观心得体会	1	15	34	121	75
践行社会主义核心价值观心得体会	9	15	970	121	75
cf老玩家回归礼包	3	15	232	121	75
cf老玩家回归礼包	5	15	475	121	75
cf老玩家回归礼包	8	15	857	121	75
cf老玩家回归礼包	9	15	975	121	75
cf老玩家回归礼包	10	25	1114	121	81
数学诗歌	8	15	972	121	75
营销词	6	15	754	121	75
营销词	7	15	897	121	140
营销词	8	15	1080	121	75
营销词	9	15	1205	121	75
取名字打分	1	15	34	121	75
取名字打分	2	15	157	121	75
取名字打分	4	15	378	121	75
取名字打分	5	15	501	121	75
取名字打分	9	15	1021	121	75
取名字打分	10	15	1144	121	75
东风小康K17	1	15	32	121	91
东风小康K17	2	15	353	121	75
东风小康K17	3	9	501	150	100
东风小康K17	3	148	501	133	100
东风小康K17	3	270	501	150	100
东风小康K17	3	408	501	150	100
东风小康K17	4	15	710	105	91
东风小康K17	4	120	710	106	91
东风小康K17	4	226	710	106	91
东风小康K17	4	332	710	106	91
东风小康K17	4	438	710	106	91
东风小康K17	8	15	1316	121	75
东风小康K17	10	15	1539	121	75
高尔基的童年	1	15	34	121	140
高尔基的童年	2	15	217	121	91
高贵的母亲	4	11	331	94	94
高贵的母亲	4	96	331	65	94
高贵的母亲	4	152	331	94	94
高贵的母亲	4	237	331	121	94
高贵的母亲	4	349	331	94	94
高贵的母亲	4	433	331	125	94
高贵的母亲	10	15	1045	121	75
深圳地铁线路图	1	15	34	121	121
深圳地铁线路图	2	11	198	99	99
深圳地铁线路图	2	101	198	136	99
深圳地铁线路图	2	227	198	155	99
深圳地铁线路图	2	372	198	186	99
深圳地铁线路图	3	15	360	121	75
深圳地铁线路图	4	15	478	121	75
深圳地铁线路图	5	15	601	121	75
深圳地铁线路图	6	15	724	121	91
深圳地铁线路图	7	15	899	107	91
深圳地铁线路图	7	122	899	91	91
深圳地铁线路图	7	213	899	157	91
深圳地铁线路图	7	370	899	176	91
深圳地铁线路图	8	15	1064	121	75
深圳地铁线路图	9	15	1187	121	75
mp3转换器	1	36	72	56	56
mp3转换器	2	15	281	121	75
mp3转换器	3	15	405	121	91
mp3转换器	4	15	540	121	75
mp3转换器	6	15	806	121	75
mp3转换器	7	15	934	121	91
mp3转换器	8	15	1068	121	75
mp3转换器	9	15	1186	121	91
路路通编织方法	1	15	75	133	91
路路通编织方法	1	148	75	133	91
路路通编织方法	1	281	75	133	91
路路通编织方法	1	414	75	132	91
路路通编织方法	2	25	250	121	92
路路通编织方法	2	157	250	121	92
路路通编织方法	2	289	250	121	92
路路通编织方法	2	421	250	121	92
路路通编织方法	3	11	497	97	97
路路通编织方法	3	98	497	132	97
路路通编织方法	3	220	497	135	97
路路通编织方法	3	345	497	213	97
路路通编织方法	4	15	657	121	75
路路通编织方法	5	15	782	121	75
路路通编织方法	8	15	1125	121	75
路路通编织方法	9	15	1248	121	75
路路通编织方法	10	15	1373	121	75
七原罪漫画120	2	15	133	121	75
七原罪漫画120	3	15	256	121	75
七原罪漫画120	4	15	379	121	75
七原罪漫画120	5	15	497	121	75
索纳塔	1	15	32	121	91
索纳塔	2	15	386	121	140
索纳塔	3	15	569	121	75
索纳塔	5	-3	893	196	100
索纳塔	5	163	893	133	100
索纳塔	5	270	893	150	100
索纳塔	5	391	893	178	100
索纳塔	6	25	1082	121	81
索纳塔	8	15	1390	121	75
索纳塔	9	15	1513	121	75
索纳塔	10	15	1636	121	75
迦南诗选打包下载	2	15	155	121	75
迦南诗选打包下载	3	15	278	121	75
迦南诗选打包下载	4	15	401	121	75
迦南诗选打包下载	6	15	618	121	75
迦南诗选打包下载	9	15	940	121	75
忧伤的图片	1	15	34	202	220
忧伤的图片	1	212	34	108	86
忧伤的图片	1	310	34	129	86
忧伤的图片	1	429	34	129	86
忧伤的图片	1	212	120	123	82
忧伤的图片	1	326	120	123	82
忧伤的图片	1	440	120	117	82
忧伤的图片	3	15	405	139	91
忧伤的图片	3	154	405	138	91
忧伤的图片	3	292	405	125	91
忧伤的图片	3	417	405	130	91
忧伤的图片	4	15	570	121	75
忧伤的图片	5	15	688	121	75
忧伤的图片	6	15	811	121	75
忧伤的图片	8	15	1029	121	75
忧伤的图片	9	15	1152	121	75
忧伤的图片	10	15	1276	121	75
西门剑姬	2	15	133	121	91
西门剑姬	2	153	133	121	91
西门剑姬	2	291	133	121	91
西门剑姬	2	429	133	121	91
西门剑姬	4	15	556	121	121
西门剑姬	5	15	720	121	75
西门剑姬	7	15	982	121	75
西门剑姬	8	15	1105	121	75
西门剑姬	9	15	1228	121	75
魔兽显血改键工具	1	15	34	121	91
魔兽显血改键工具	2	15	168	121	75
魔兽显血改键工具	3	15	296	121	91
魔兽显血改键工具	4	15	430	121	75
魔兽显血改键工具	6	15	657	121	91
魔兽显血改键工具	8	15	923	121	91
魔兽显血改键工具	10	15	1194	121	91
众泰t600运动版	1	25	55	121	81
众泰t600运动版	2	11	264	122	87
众泰t600运动版	2	124	264	92	87
众泰t600运动版	2	207	264	119	87
众泰t600运动版	2	316	264	123	87
众泰t600运动版	3	15	414	121	75
众泰t600运动版	4	15	537	121	75
众泰t600运动版	6	15	759	121	75
众泰t600运动版	7	15	882	121	75
众泰t600运动版	8	15	1005	121	75
众泰t600运动版	9	15	1123	121	75
难忘的泼水节ppt	2	15	193	121	75
难忘的泼水节ppt	7	15	737	121	75
难忘的泼水节ppt	8	15	902	105	91
难忘的泼水节ppt	8	120	902	106	91
难忘的泼水节ppt	8	226	902	106	91
难忘的泼水节ppt	8	332	902	106	91
难忘的泼水节ppt	8	438	902	106	91
难忘的泼水节ppt	10	15	1167	121	75
好听的微信公众号名字	1	15	34	121	75
好听的微信公众号名字	3	15	356	121	75
好听的微信公众号名字	4	15	479	121	75
好听的微信公众号名字	5	15	602	121	75
好听的微信公众号名字	9	15	1064	121	75
好听的微信公众号名字	10	15	1187	121	75
张籽沐qq号	4	15	411	121	75
张籽沐qq号	6	15	634	121	75
张籽沐qq号	8	15	857	121	75
一般将来时	1	15	34	121	91
一般将来时	6	15	593	121	75
租店面	3	15	312	121	75
租店面	5	13	577	140	105
租店面	5	148	577	140	105
租店面	5	282	577	140	105
租店面	5	416	577	140	105
钟馗伏魔+雪妖魔灵mp4	1	15	34	121	91
钟馗伏魔+雪妖魔灵mp4	1	153	34	121	91
钟馗伏魔+雪妖魔灵mp4	1	291	34	121	91
钟馗伏魔+雪妖魔灵mp4	1	429	34	121	91
钟馗伏魔+雪妖魔灵mp4	2	15	258	121	75
钟馗伏魔+雪妖魔灵mp4	4	15	480	121	75
钟馗伏魔+雪妖魔灵mp4	10	15	1171	121	75
敢达OL尊贵礼包	1	15	34	121	75
敢达OL尊贵礼包	3	15	258	121	75
敢达OL尊贵礼包	4	15	381	121	75
敢达OL尊贵礼包	5	15	504	121	75
敢达OL尊贵礼包	6	15	629	121	75
敢达OL尊贵礼包	7	15	752	121	75
敢达OL尊贵礼包	8	15	875	121	75
敢达OL尊贵礼包	10	15	1097	121	75
深圳驾驶证考生自主预约	1	15	34	121	75
深圳驾驶证考生自主预约	4	15	355	121	75
深圳驾驶证考生自主预约	8	15	795	121	75
传奇墨舞碧歌最新章节	7	15	718	121	140
桃花圣手	5	15	528	121	140
桃花圣手	9	15	1008	121	75
桃花圣手	10	15	1131	121	75
结对帮扶+义诊	2	15	133	121	75
结对帮扶+义诊	4	15	355	121	75
结对帮扶+义诊	6	15	577	121	75
罗汉说鸽	1	15	34	121	91
罗汉说鸽	1	153	34	121	91
罗汉说鸽	1	291	34	121	91
罗汉说鸽	1	429	34	121	91
罗汉说鸽	4	15	480	121	75
罗汉说鸽	5	15	603	121	75
罗汉说鸽	6	15	726	121	75
罗汉说鸽	7	15	849	121	75
罗汉说鸽	9	15	1071	121	75
gta4秘籍	2	15	373	121	75
gta4秘籍	5	15	815	132	91
gta4秘籍	5	147	815	133	91
gta4秘籍	5	280	815	133	91
gta4秘籍	5	413	815	133	91
gta4秘籍	6	15	980	121	75
gta4秘籍	8	15	1203	121	75
王宗岳太极拳论解释	2	15	155	121	140
星座屋	1	15	34	121	75
