query	rank	left	top	width	height
战狼免费观看	1	319	292	41	15
战狼免费观看	1	360	292	41	15
战狼免费观看	1	401	292	57	15
战狼免费观看	1	458	292	41	15
民间风水口诀	6	15	610	122	82
王祖贤	1	35	55	122	122
王祖贤	2	35	281	92	122
王祖贤	2	164	281	92	122
王祖贤	2	293	281	92	122
王祖贤	2	422	281	92	122
王祖贤	2	551	281	92	122
王祖贤	8	15	1245	122	82
王祖贤	10	0	0	100	103
澳门风云2国语	2	15	507	55	15
澳门风云2国语	2	70	507	42	15
澳门风云2国语	2	112	507	42	15
澳门风云2国语	2	154	507	55	15
澳门风云2国语	2	209	507	42	15
澳门风云2国语	8	15	1293	122	82
红警4大国崛起	1	15	5	550	26
红警4大国崛起	1	459	78	95	99
红警4大国崛起	6	15	713	122	82
sd卡修复工具	1	15	5	550	26
sd卡修复工具	6	15	743	122	82
赏樱花有感	5	15	510	122	82
战狼吴京高清完整版	2	15	507	42	15
战狼吴京高清完整版	2	57	507	55	15
战狼吴京高清完整版	2	112	507	42	15
战狼吴京高清完整版	5	15	797	122	82
冬日十七天	1	16	37	120	160
冬日十七天	6	15	699	122	82
会计的工作内容	6	15	684	122	82
张全蛋	3	15	261	122	92
张全蛋	3	157	261	122	92
张全蛋	3	299	261	122	92
张全蛋	3	441	261	122	92
张全蛋	8	15	1143	122	82
好看的qq头像	8	15	1065	122	82
陕北说书	1	0	0	122	92
陕北说书	5	15	533	122	82
陕北说书	9	15	1222	122	92
陕北说书	9	157	1222	122	92
陕北说书	9	299	1222	122	92
陕北说书	9	441	1222	122	92
手工制作动物大全	7	15	742	122	82
特码资料	2	0	0	122	92
特码资料	5	15	504	122	82
酷屏5下载	3	15	237	550	26
进口拉杆箱	1	15	189	4	15
进口拉杆箱	1	15	235	4	15
进口拉杆箱	1	15	296	4	15
进口拉杆箱	1	15	357	4	15
进口拉杆箱	7	15	1017	122	82
我的世界光影	6	15	779	122	82
lol大嘴	1	15	35	90	90
lol大嘴	1	60	177	55	50
lol大嘴	1	125	177	55	50
lol大嘴	1	244	177	55	50
lol大嘴	1	309	177	55	50
lol大嘴	1	374	177	55	50
lol大嘴	1	60	243	55	50
lol大嘴	1	125	243	55	50
lol大嘴	1	190	243	55	50
lol大嘴	1	255	243	55	50
lol大嘴	1	320	243	55	50
lol大嘴	1	385	243	55	50
lol大嘴	2	15	401	122	92
lol大嘴	2	157	401	122	92
lol大嘴	2	299	401	122	92
lol大嘴	2	441	401	122	92
lol大嘴	5	15	823	122	82
exo综艺节目	1	15	36	122	92
exo综艺节目	1	157	36	122	92
exo综艺节目	1	299	36	122	92
exo综艺节目	1	441	36	122	92
exo综艺节目	10	15	1211	122	82
封神演义	3	15	631	42	15
封神演义	3	57	631	42	15
封神演义	3	99	631	42	15
封神演义	4	15	681	550	24
封神演义	4	15	790	75	15
封神演义	7	15	1120	122	82
封神演义	9	15	1587	44	15
封神演义	9	15	1587	134	15
封神演义	9	15	1710	117	15
封神演义	9	15	1833	117	15
封神演义	9	15	1956	117	15
封神演义	9	15	2079	117	15
桂林电子科技大学	4	35	687	220	15
桂林电子科技大学	7	15	1120	122	82
蒲公英的岁月	5	15	592	122	82
御捷马	6	15	609	122	82
姚峰+三十	9	15	930	122	82
血压低怎么办	5	15	646	122	82
血压低怎么办	6	15	902	550	42
麦当劳宅急送	4	15	340	89	150
麦当劳宅急送	5	15	534	122	82
tfboys易烊千玺	2	15	482	120	15
tfboys易烊千玺	2	15	600	41	15
tfboys易烊千玺	2	15	730	197	15
tfboys易烊千玺	2	15	823	184	15
tfboys易烊千玺	2	15	916	184	15
tfboys易烊千玺	2	15	1009	184	15
tfboys易烊千玺	7	15	1706	122	82
澳门风云1电影	2	15	476	42	15
澳门风云1电影	2	57	476	55	15
澳门风云1电影	2	112	476	42	15
澳门风云1电影	2	154	476	42	15
澳门风云1电影	2	196	476	42	15
澳门风云1电影	2	238	476	42	15
澳门风云1电影	8	15	1263	122	82
ehshig蒙古音乐盒	7	15	646	122	82
东山飘雨西关晴电视剧	1	26	168	120	15
东山飘雨西关晴电视剧	1	26	292	54	15
东山飘雨西关晴电视剧	7	15	1296	122	82
加入亚投行的国家名单	5	15	514	122	82
杂粮的种类	5	15	629	122	82
四平天气预报15天	1	99	72	120	120
四平天气预报15天	1	366	39	63	93
四平天气预报15天	1	366	132	63	93
四平天气预报15天	1	366	225	63	93
四平天气预报15天	6	15	1076	122	82
济宁房价	6	15	540	122	82
英语ppt下载	2	17	136	100	4
时政新闻2015	8	15	876	122	82
武汉大学	4	35	709	220	15
武汉大学	7	15	1169	72	15
武汉大学	9	15	1557	122	82
发型设计男	5	15	747	122	82
发型设计男	6	15	1043	4	15
发型设计男	6	15	1104	4	15
发型设计男	6	15	1165	4	15
发型设计男	6	15	1226	4	15
芜湖港股票	8	15	1106	550	26
芜湖港股票	8	232	1110	41	19
芜湖港股票	9	15	1208	550	26
芜湖港股票	9	412	1212	41	19
丽水信息港	1	15	5	550	26
丽水信息港	3	15	264	67	67
微信公众平台使用方法	4	15	432	122	82
旅游合同案例分析	7	15	798	122	82
小学生身高体重标准表	8	15	956	122	82
北京地铁7号线东延	1	0	0	122	92
北京地铁7号线东延	3	15	348	122	82
神堂峪自然风景区	2	15	387	220	15
神堂峪自然风景区	4	15	875	122	92
神堂峪自然风景区	4	157	875	122	92
神堂峪自然风景区	4	299	875	122	92
神堂峪自然风景区	4	441	875	122	92
神堂峪自然风景区	4	15	994	122	92
神堂峪自然风景区	4	157	994	122	92
神堂峪自然风景区	4	299	994	122	92
神堂峪自然风景区	4	441	994	122	92
神堂峪自然风景区	5	15	1262	122	82
神堂峪自然风景区	5	15	1365	122	82
神堂峪自然风景区	5	15	1468	122	82
神堂峪自然风景区	5	15	1571	122	82
神堂峪自然风景区	9	15	2080	122	82
南京曙光硅烷化工有限公司	3	15	371	220	15
广告合同范本	6	15	607	122	82
逆战怎么刷死神镰刀	6	15	730	122	92
逆战怎么刷死神镰刀	6	157	730	122	92
逆战怎么刷死神镰刀	6	299	730	122	92
逆战怎么刷死神镰刀	6	441	730	122	92
龙口最新招聘信息	8	15	748	122	82
民间非营利组织会计制度	7	15	631	122	82
海咪咪小姐吉他谱	9	15	844	122	82
大海啊故乡简谱	5	15	654	122	82
音乐下载	2	26	409	120	15
音乐下载	2	26	563	120	15
音乐下载	2	26	717	120	15
音乐下载	2	26	871	120	15
音乐下载	3	26	1032	90	15
音乐下载	3	26	1140	90	15
音乐下载	3	26	1248	90	15
音乐下载	3	26	1356	90	15
音乐下载	3	26	1464	90	15
音乐下载	5	45	1578	42	15
音乐下载	5	45	1623	42	15
音乐下载	5	45	1668	42	15
音乐下载	5	45	1713	42	15
音乐下载	5	45	1758	42	15
我的世界末地传送门	2	15	138	122	92
我的世界末地传送门	2	157	138	122	92
我的世界末地传送门	2	299	138	122	92
我的世界末地传送门	2	441	138	122	92
我的世界末地传送门	8	15	937	122	82
阿甘正传电影免费	4	15	680	42	15
阿甘正传电影免费	4	57	680	55	15
阿甘正传电影免费	4	112	680	42	15
阿甘正传电影免费	4	154	680	42	15
阿甘正传电影免费	4	196	680	55	15
阿甘正传电影免费	4	251	680	42	15
脚扭伤了怎么办	6	15	610	122	82
酷屏5	2	15	85	550	26
迪斯科音乐	5	15	528	122	92
迪斯科音乐	5	157	528	122	92
迪斯科音乐	5	299	528	122	92
迪斯科音乐	5	441	528	122	92
迪斯科音乐	6	15	746	122	82
清明节PPT	5	17	554	100	4
清明节PPT	6	15	695	122	82
清明节PPT	10	17	1307	100	4
荷包豆	3	15	403	4	15
荷包豆	3	15	449	4	15
荷包豆	3	15	495	4	15
荷包豆	3	15	541	4	15
荷包豆	6	15	917	122	82
琥珀核桃仁的做法	2	15	166	92	92
琥珀核桃仁的做法	3	15	365	122	92
琥珀核桃仁的做法	3	157	365	122	92
琥珀核桃仁的做法	3	299	365	122	92
琥珀核桃仁的做法	3	441	365	122	92
琥珀核桃仁的做法	6	15	877	122	82
美拍视频	2	15	136	122	92
美拍视频	2	157	136	122	92
美拍视频	2	299	136	122	92
美拍视频	2	441	136	122	92
美拍视频	6	15	676	67	67
美拍视频	7	15	863	122	82
每天一碗美容养生粥	6	15	660	122	82
亚索视频	3	15	242	122	92
亚索视频	3	157	248	122	92
亚索视频	3	299	248	122	92
亚索视频	3	441	248	122	92
亚索视频	6	15	678	122	82
亚索视频	8	15	1027	90	90
亚索视频	8	60	1169	55	50
亚索视频	8	125	1169	55	50
亚索视频	8	244	1169	55	50
亚索视频	8	309	1169	55	50
亚索视频	8	374	1169	55	50
亚索视频	8	439	1169	55	50
亚索视频	8	60	1235	55	50
亚索视频	8	125	1235	55	50
亚索视频	8	190	1235	55	50
亚索视频	8	255	1235	55	50
亚索视频	8	320	1235	55	50
亚索视频	8	385	1235	55	50
包粽子视频	1	15	36	122	92
包粽子视频	1	157	36	122	92
包粽子视频	1	299	36	122	92
包粽子视频	1	441	36	122	92
包粽子视频	6	15	726	122	82
烫发发型图片	8	15	1054	122	82
中央12台普法栏目剧	8	15	910	122	82
秋葵图片	4	17	685	100	4
秋葵图片	5	15	826	122	82
本田pilot	6	15	690	122	82
刘翔的评价	7	15	1024	122	82
湖北国税	6	15	858	220	15
湖北国税	7	15	935	122	82
QQ浏览器联营活动	8	15	748	122	82
怎样做微商	2	0	0	122	92
怎样做微商	5	15	747	67	67
作文教学反思	6	15	584	122	82
修罗老鬼终结6	4	15	342	122	92
修罗老鬼终结6	4	157	342	122	92
修罗老鬼终结6	4	299	342	122	92
修罗老鬼终结6	4	441	342	122	92
战狼电视剧全集吴京	2	15	182	122	92
战狼电视剧全集吴京	2	157	182	122	92
战狼电视剧全集吴京	2	299	182	122	92
战狼电视剧全集吴京	2	441	182	122	92
战狼电视剧全集吴京	7	15	1031	122	82
奥迪q7报价及图片	1	15	334	154	15
奥迪q7报价及图片	1	15	456	124	15
奥迪q7报价及图片	1	152	456	124	15
奥迪q7报价及图片	1	289	456	124	15
奥迪q7报价及图片	1	426	456	124	15
游子阾	3	15	306	92	92
婴幼儿毛衣编织	6	15	880	122	82
婴幼儿毛衣编织	10	15	1426	122	92
婴幼儿毛衣编织	10	157	1426	122	92
婴幼儿毛衣编织	10	299	1426	122	92
婴幼儿毛衣编织	10	441	1426	122	92
未来的家乡作文	6	15	678	122	82
2013年广东高考历史卷	6	15	788	122	82
海苔亿万富翁	2	15	461	42	15
海苔亿万富翁	7	15	1114	122	82
苹果手机7代图片	5	15	844	122	82
新加坡大学排名	7	15	889	122	82
泰国电视剧排行榜	5	15	444	122	82
最新退休年龄新规定	3	15	328	122	82
2015奶粉品牌排行榜	6	15	564	122	82
计算机论文	6	15	585	122	82
巧虎乐智小天地学习版	1	15	36	122	92
巧虎乐智小天地学习版	1	157	36	122	92
巧虎乐智小天地学习版	1	299	36	122	92
巧虎乐智小天地学习版	1	441	36	122	92
巧虎乐智小天地学习版	10	15	1074	122	82
win7摄像头	1	15	5	550	26
win7摄像头	6	15	811	122	82
7原罪动漫	1	15	31	140	107
7原罪动漫	7	15	845	122	82
20以内退位减法	6	15	772	122	82
十一套健身球	6	15	583	122	82
华南科技大学是985	5	15	490	122	82
dnf剑豪加点	7	15	736	122	82
三亚最新招聘信息	5	15	446	122	82
QQ在线登陆	1	15	5	550	26
QQ在线登陆	8	15	726	122	82
描写花的作文	6	15	950	122	82
三字经	1	15	64	21	19
三字经	1	15	83	21	19
三字经	1	15	102	21	19
三字经	1	15	121	21	19
三字经	1	15	140	21	19
三字经	1	0	0	218	39
三字经	2	15	213	122	162
三字经	6	15	772	122	82
三字经	9	15	1309	122	92
牛仔裤怎么卷裤脚好看	10	15	1066	122	82
win10序列号	9	15	1033	122	82
电压锅蛋糕的制作方法	2	15	188	92	92
电压锅蛋糕的制作方法	4	15	489	122	82
吹风造型视频	1	15	36	122	92
吹风造型视频	1	157	36	122	92
吹风造型视频	1	299	36	122	92
吹风造型视频	1	441	36	122	92
吹风造型视频	8	15	888	122	82
自制酸奶	2	15	166	92	92
自制酸奶	9	15	1372	67	67
骄蛮甜心	9	15	1026	122	82
复方血栓通软胶囊	1	0	0	160	123
复方血栓通软胶囊	7	15	833	122	82
复方血栓通软胶囊	10	15	1293	550	42
短息群发	7	15	663	122	82
路虎发现神行者	5	15	808	122	82
怎么素描	7	15	901	122	82
西游记的故事动画片	1	15	10	122	162
西游记的故事动画片	6	15	746	122	82
s5赛季奖励	5	15	440	122	82
赠予效应	5	15	530	122	82
mp3歌曲免费下载大全	2	26	409	120	15
mp3歌曲免费下载大全	2	26	563	120	15
mp3歌曲免费下载大全	2	26	717	120	15
mp3歌曲免费下载大全	2	26	871	120	15
mp3歌曲免费下载大全	3	26	1032	90	15
mp3歌曲免费下载大全	3	26	1140	90	15
mp3歌曲免费下载大全	3	26	1248	90	15
mp3歌曲免费下载大全	3	26	1356	90	15
mp3歌曲免费下载大全	3	26	1464	90	15
mp3歌曲免费下载大全	9	15	1997	122	82
像小强一样活着	2	15	476	42	15
像小强一样活着	2	57	476	58	15
像小强一样活着	8	15	1282	122	82
像小强一样活着	9	15	1522	67	67
嘎鱼炖豆腐	6	15	685	122	82
学历证明	6	15	976	122	82
2015属羊起名	5	15	492	122	82
淘宝兼职吧	6	15	630	122	82
卡片斗士翔国语版	1	15	10	122	162
大型公益节目《等着我》	1	15	36	122	92
大型公益节目《等着我》	1	157	36	122	92
大型公益节目《等着我》	1	299	36	122	92
大型公益节目《等着我》	1	441	36	122	92
大型公益节目《等着我》	4	15	494	122	82
榛子的功效与作用	4	15	414	122	82
思南龙灯	5	15	470	122	82
河南小调	1	15	36	122	92
河南小调	1	157	36	122	92
河南小调	1	299	36	122	92
河南小调	1	441	36	122	92
河南小调	6	15	704	122	82
盛天小世界	1	26	42	77	15
盛天小世界	5	15	542	122	82
盛天小世界	6	0	0	122	92
民间借贷司法解释	5	15	508	122	82
巧克力转印	1	15	64	4	15
巧克力转印	1	15	110	4	15
巧克力转印	1	15	156	4	15
巧克力转印	1	15	202	4	15
巧克力转印	10	15	1219	122	82
3地图库	6	15	553	550	26
3地图库	6	459	626	95	99
3地图库	9	15	1051	122	82
小鸡炖土豆	7	15	736	122	82
虎跳峡	2	15	130	550	26
虎跳峡	2	15	232	112	15
虎跳峡	3	15	442	122	82
虎跳峡	3	15	545	122	82
虎跳峡	3	15	648	122	82
虎跳峡	3	15	751	122	82
虎跳峡	4	15	1037	32	32
虎跳峡	4	15	1090	32	32
虎跳峡	4	15	1143	32	32
虎跳峡	4	15	1196	32	32
虎跳峡	4	15	1249	32	32
保证函范本	5	15	528	122	82
济南轻轨最新规划图	5	15	799	122	82
重庆医疗调价被叫停	4	15	362	122	82
重庆医疗调价被叫停	6	15	702	122	92
重庆医疗调价被叫停	6	157	702	122	92
重庆医疗调价被叫停	6	299	702	122	92
重庆医疗调价被叫停	6	441	702	122	92
南京晓庄学院	2	35	474	220	15
南京晓庄学院	8	15	1264	122	82
瑞文视频s5	1	15	36	122	92
瑞文视频s5	1	157	36	122	92
瑞文视频s5	1	299	36	122	92
瑞文视频s5	1	441	36	122	92
驯龙骑士国语版	2	15	507	42	15
驯龙骑士国语版	2	57	507	42	15
驯龙骑士国语版	2	99	507	42	15
驯龙骑士国语版	7	15	1071	122	82
公司组织结构	7	15	747	122	82
毛泽东的故事	2	15	461	55	15
毛泽东的故事	7	15	1090	122	82
凤凰军机处	1	15	36	122	92
凤凰军机处	1	157	36	122	92
凤凰军机处	1	299	36	122	92
凤凰军机处	1	441	36	122	92
凤凰军机处	6	15	665	122	82
高中生物必修一	3	15	326	122	92
高中生物必修一	3	157	326	122	92
高中生物必修一	3	299	326	122	92
高中生物必修一	3	441	326	122	92
高中生物必修一	10	15	1343	122	82
广告词大全幽默	6	15	538	122	82
我的二哥二艘电视剧	1	26	198	120	15
我的二哥二艘电视剧	1	26	322	41	15
我的二哥二艘电视剧	1	67	322	67	15
我的二哥二艘电视剧	1	134	322	41	15
我的二哥二艘电视剧	1	175	322	54	15
我的二哥二艘电视剧	1	229	322	41	15
我的二哥二艘电视剧	1	270	322	41	15
我的二哥二艘电视剧	1	311	322	41	15
我的二哥二艘电视剧	1	352	322	49	15
我的二哥二艘电视剧	1	401	322	41	15
我的二哥二艘电视剧	1	442	322	41	15
我的二哥二艘电视剧	1	483	322	57	15
公司理念大全	6	15	584	122	82
公司理念大全	7	0	0	122	92
端午节作文	6	15	784	122	82
都市征伐	1	15	36	122	92
都市征伐	1	157	36	122	92
都市征伐	1	299	36	122	92
都市征伐	1	441	36	122	92
都市征伐	7	15	1050	122	82
辽宁装备制造职业技术学院	5	35	703	220	15
辽宁装备制造职业技术学院	7	15	1024	122	82
牛奶鸡蛋羹	1	15	64	92	92
牛奶鸡蛋羹	6	15	738	122	82
无上圣尊	7	15	817	122	82
九年庆典新手包	7	15	732	122	82
十一维空间	8	15	947	122	82
贷款利息计算公式	6	15	846	122	82
春天的作文	6	15	828	122	82
最新的新闻	5	15	590	122	82
2015年深圳房价走势	4	15	518	122	82
lol视频站	7	15	692	122	82
地板砖价格	1	15	235	4	15
地板砖价格	1	15	281	4	15
地板砖价格	1	15	342	4	15
地板砖价格	1	15	403	4	15
地板砖价格	2	15	569	127	127
地板砖价格	2	156	569	127	127
地板砖价格	2	297	569	127	127
地板砖价格	2	15	761	127	127
地板砖价格	6	15	1594	122	82
萌娘守护者	1	16	145	90	15
萌娘守护者	3	15	614	550	24
萌娘守护者	3	15	723	75	15
萌娘守护者	3	97	641	468	77
群发器2015免费版	7	15	674	122	82
幼儿园大班数学教案	7	15	682	122	82
忍者棒球	1	15	5	550	26
忍者棒球	6	15	799	122	82
数码宝贝游戏	5	15	461	550	26
数码宝贝游戏	7	15	860	122	82
户外游戏活动方案	8	15	876	122	82
终结者3免费在线看	4	15	800	42	15
终结者3免费在线看	4	57	800	55	15
终结者3免费在线看	4	112	800	42	15
终结者3免费在线看	4	154	800	42	15
苹果id	5	15	541	122	82
包头日报	3	15	238	67	67
变形计11季	4	15	362	122	92
变形计11季	4	157	362	122	92
变形计11季	4	299	362	122	92
变形计11季	4	441	362	122	92
变形计11季	6	15	690	122	82
描写春天的古诗	8	15	922	122	82
房祖名	2	15	579	75	15
房祖名	3	0	0	122	92
房祖名	4	15	951	92	122
房祖名	4	129	951	92	122
房祖名	4	243	951	92	122
房祖名	4	357	951	92	122
房祖名	4	471	951	92	122
房祖名	5	15	1201	122	82
雅漾喷雾使用方法	5	15	666	122	82
yy语音	1	15	5	550	26
yy语音	2	15	150	550	26
yy语音	7	15	964	122	82
2015变形记	2	15	516	120	15
2015变形记	2	15	679	57	15
2015变形记	2	15	809	197	15
2015变形记	2	15	902	184	15
2015变形记	2	15	995	184	15
2015变形记	2	15	1088	184	15
2015变形记	6	15	1663	122	82
司法改革	3	0	0	122	92
司法改革	6	15	819	122	82
司法改革	8	15	1159	67	67
司法改革	10	15	1424	122	92
司法改革	10	157	1424	122	92
司法改革	10	299	1424	122	92
司法改革	10	441	1424	122	92
电缆载流量计算公式	4	15	488	550	26
电缆载流量计算公式	4	267	492	41	19
电缆载流量计算公式	7	15	844	122	82
幼儿园读书日活动方案	5	15	724	122	82
港股通股票名单	7	15	632	550	26
港股通股票名单	7	168	636	41	19
港股通股票名单	8	15	764	122	82
港股通股票名单	10	15	1076	550	26
港股通股票名单	10	312	1080	41	19
班组建设方案	6	15	718	122	82
胃热的症状及治疗	3	15	400	550	42
胃热的症状及治疗	4	15	524	550	42
领取头像lol	6	15	635	122	82
离开地球表面	6	15	825	122	82
离开地球表面	8	15	1195	122	92
离开地球表面	8	157	1195	122	92
离开地球表面	8	299	1195	122	92
离开地球表面	8	441	1195	122	92
20以内加减法口算题	6	15	626	122	82
母仪天下	1	26	168	120	15
母仪天下	1	26	292	42	15
母仪天下	8	15	1416	122	82
母仪天下	9	15	1838	550	24
母仪天下	9	15	1947	75	15
母仪天下	9	97	1865	468	77
宜居木门	2	15	164	4	15
宜居木门	2	15	210	4	15
宜居木门	2	15	256	4	15
宜居木门	2	15	302	4	15
宜居木门	8	15	878	122	82
cf视频	1	15	139	160	15
cf视频	1	15	381	215	15
cf视频	1	15	510	215	15
cf视频	1	15	639	222	15
cf视频	5	15	1075	122	92
cf视频	5	157	1075	122	92
cf视频	5	299	1075	122	92
cf视频	5	441	1075	122	92
cf视频	6	15	1276	122	82
cf视频	9	26	1832	202	152
特殊工种有哪些	6	15	700	122	82
河北梆子名段欣赏	1	15	36	122	92
河北梆子名段欣赏	1	157	36	122	92
河北梆子名段欣赏	1	299	36	122	92
河北梆子名段欣赏	1	441	36	122	92
玛瑙的功效与作用	6	15	778	122	82
南京话搞笑视频	1	15	36	122	92
南京话搞笑视频	1	157	36	122	92
南京话搞笑视频	1	299	36	122	92
南京话搞笑视频	1	441	36	122	92
南京话搞笑视频	10	15	1095	122	82
幼儿园小班教育笔记	6	15	608	122	82
卖家评价语	5	15	596	122	82
簸箕炊的做法	9	15	1080	122	82
日照渔家乐	2	15	291	220	15
日照渔家乐	5	15	568	67	67
日照渔家乐	9	15	1057	122	82
文特沃斯·厄尔·米勒三世	1	35	55	122	122
形而上学	6	15	666	122	82
美猴王	1	15	10	122	162
美猴王	5	15	833	122	82
美猴王	7	0	0	122	92
廊坊旅行社	3	15	529	220	15
廊坊旅行社	6	15	848	122	82
近年来高校大学生创新训练项目	2	15	196	550	26
近年来高校大学生创新训练项目	2	458	200	41	19
近年来高校大学生创新训练项目	3	15	328	122	82
走廊吊顶效果图	4	15	666	122	82
我是歌手中奖信息是真的吗	8	15	836	122	82
手编手链	4	15	586	4	15
手编手链	4	15	632	4	15
手编手链	4	15	693	4	15
手编手链	4	15	754	4	15
手编手链	7	15	1192	122	82
手编手链	8	17	1432	100	4
move+free维骨力	5	15	440	122	82
3194错误的解决方法	7	15	905	122	82
赛轮金宇股票	6	15	939	122	82
黄一鸣	5	15	1384	92	92
黄一鸣	6	15	1532	122	82
小小新娘花歌曲	6	15	687	122	82
小小新娘花歌曲	10	15	1419	120	15
小小新娘花歌曲	10	15	1543	120	15
小小新娘花歌曲	10	15	1667	120	15
小小新娘花歌曲	10	15	1791	120	15
小小新娘花歌曲	10	15	1915	120	15
小小新娘花歌曲	10	15	2039	120	15
小小新娘花歌曲	10	15	2163	120	15
小小新娘花歌曲	10	15	2287	120	15
小小新娘花歌曲	10	15	2411	120	15
小小新娘花歌曲	10	15	2535	120	15
小小新娘花歌曲	10	15	2659	120	15
小小新娘花歌曲	10	15	2783	120	15
丽东化工	6	15	652	122	82
芋头糕	2	15	388	92	92
芋头糕	5	15	814	122	82
腌黄瓜	3	15	290	92	92
腌黄瓜	6	15	716	122	82
河北省公务员考试真题	6	15	568	122	82
奥里与迷失森林攻略	7	15	684	122	82
川崎玫瑰折法视频	1	15	36	122	92
川崎玫瑰折法视频	1	157	36	122	92
川崎玫瑰折法视频	1	299	36	122	92
川崎玫瑰折法视频	1	441	36	122	92
川崎玫瑰折法视频	7	15	844	122	82
隋唐英雄传5薛刚反唐	1	26	168	120	15
隋唐英雄传5薛刚反唐	1	26	292	41	15
隋唐英雄传5薛刚反唐	1	67	292	54	15
隋唐英雄传5薛刚反唐	1	121	292	41	15
隋唐英雄传5薛刚反唐	1	162	292	41	15
隋唐英雄传5薛刚反唐	1	203	292	41	15
隋唐英雄传5薛刚反唐	1	244	292	49	15
隋唐英雄传5薛刚反唐	1	293	292	41	15
隋唐英雄传5薛刚反唐	1	334	292	41	15
隋唐英雄传5薛刚反唐	1	375	292	41	15
隋唐英雄传5薛刚反唐	1	416	292	57	15
泰国免税店购物攻略	7	15	882	122	82
兰舍硅藻泥缺点与优点	6	15	540	122	82
精神文明建设工作计划	6	15	538	122	82
第二次印巴战争	8	15	970	122	82
奇异果和猕猴桃的区别	7	15	850	122	82
炉石传说新手攻略	9	15	1064	122	82
恶虎村	1	16	37	120	160
恶虎村	6	15	1069	122	82
尼尔·伍德	5	15	785	122	82
我的世界奇怪君	1	15	36	162	122
我的世界奇怪君	1	15	168	50	32
我的世界奇怪君	1	15	210	122	92
我的世界奇怪君	1	157	210	122	92
我的世界奇怪君	1	299	210	122	92
我的世界奇怪君	1	441	210	122	92
我的世界奇怪君	6	15	884	122	82
西游降魔篇电影	2	15	507	42	15
西游降魔篇电影	7	15	1173	122	82
饥饿游戏	1	15	36	92	122
饥饿游戏	1	118	36	92	122
饥饿游戏	1	221	36	92	122
饥饿游戏	1	324	36	92	122
饥饿游戏	8	15	1607	122	82
菊李商隐	8	15	949	122	82
金锁固精丸的功效与作用	7	15	907	122	82
奶油蛋糕的做法	1	15	64	92	92
奶油蛋糕的做法	5	15	591	122	92
奶油蛋糕的做法	5	157	591	122	92
奶油蛋糕的做法	5	299	591	122	92
奶油蛋糕的做法	5	441	591	122	92
奶油蛋糕的做法	6	15	809	122	82
岳阳楼	2	15	247	32	32
岳阳楼	2	15	300	32	32
岳阳楼	2	15	353	32	32
岳阳楼	2	15	406	32	32
岳阳楼	2	15	459	32	32
岳阳楼	3	15	709	202	15
岳阳楼	6	15	893	122	82
岳阳楼	7	15	1200	122	82
岳阳楼	7	15	1303	122	82
岳阳楼	7	15	1406	122	82
岳阳楼	7	15	1509	122	82
北医六院	4	15	574	220	15
北医六院	5	15	651	122	82
八极拳	1	15	124	120	15
八极拳	1	15	248	120	15
八极拳	1	15	372	120	15
八极拳	1	15	496	120	15
八极拳	1	15	620	120	15
八极拳	1	15	744	120	15
八极拳	1	15	868	120	15
八极拳	1	15	992	120	15
八极拳	4	15	1481	122	92
八极拳	4	157	1481	122	92
八极拳	4	299	1481	122	92
八极拳	4	441	1481	122	92
八极拳	9	15	2352	122	82
重阳节的来历和习俗	1	26	79	75	15
重阳节的来历和习俗	5	15	763	122	82
win7耳机没声音怎么设置	6	15	686	122	82
春天在哪里教案	6	15	626	122	82
学汉字视频	1	15	36	122	92
学汉字视频	1	157	36	122	92
学汉字视频	1	299	36	122	92
学汉字视频	1	441	36	122	92
学汉字视频	6	15	648	122	82
黄河颂朗诵	1	15	36	122	92
黄河颂朗诵	1	157	36	122	92
黄河颂朗诵	1	299	36	122	92
黄河颂朗诵	1	441	36	122	92
黄河颂朗诵	6	15	698	122	82
三一重工	1	15	5	550	26
三一重工	3	0	0	122	92
三一重工	6	15	941	79	93
三一重工	7	15	1078	122	82
剑极天下最新章节	1	15	6	550	24
剑极天下最新章节	1	15	115	75	15
剑极天下最新章节	1	97	33	468	77
剑极天下最新章节	2	16	309	90	15
杜威十进分类法	5	15	641	122	82
红石坊国语版	1	15	147	94	15
大时代粤语	1	26	168	120	15
大时代粤语	1	26	292	54	15
大时代粤语	1	80	292	41	15
大时代粤语	1	121	292	41	15
惠州婚庆	2	15	192	4	15
惠州婚庆	2	15	238	4	15
惠州婚庆	2	15	284	4	15
惠州婚庆	2	15	330	4	15
惠州婚庆	6	15	681	122	82
威海职业学院单招	7	15	800	122	82
组织机构代码证年检	10	15	1150	122	82
冒险岛主教	10	15	1221	122	92
冒险岛主教	10	157	1221	122	92
冒险岛主教	10	299	1221	122	92
冒险岛主教	10	441	1221	122	92
学习日志	6	15	609	122	82
我的世界电梯怎么做	6	15	636	122	82
我的世界电梯怎么做	8	15	986	122	92
我的世界电梯怎么做	8	157	986	122	92
我的世界电梯怎么做	8	299	986	122	92
我的世界电梯怎么做	8	441	986	122	92
等着我寻亲2015最新	1	15	36	92	122
等着我寻亲2015最新	1	15	168	51	32
等着我寻亲2015最新	1	66	168	48	32
等着我寻亲2015最新	1	15	210	122	92
等着我寻亲2015最新	1	157	210	122	92
等着我寻亲2015最新	1	299	210	122	92
等着我寻亲2015最新	1	441	210	122	92
支付宝提现多久到账	1	56	128	142	107
支付宝提现多久到账	1	203	128	142	107
