@relation output_weak

@attribute char_length numeric
@attribute word_length numeric
@attribute baidu_vertical_types_number numeric
@attribute baidu_vertical_results_number numeric
@attribute baidu_vertical_results_area_fraction numeric
@attribute baidu_total_images_number numeric
@attribute baidu_total_images_area_fraction numeric
@attribute sogou_vertical_types_number numeric
@attribute sogou_vertical_results_number numeric
@attribute sogou_vertical_results_area_fraction numeric
@attribute sogou_total_images_number numeric
@attribute sogou_total_images_area_fraction numeric
@attribute delta_vertical_types_number numeric
@attribute delta_vertical_results_number numeric
@attribute delta_vertical_results_area_fraction numeric
@attribute delta_total_images_number numeric
@attribute delta_total_images_area_fraction numeric
@attribute preference {different,tie}

@data
21,4,2,4,0.459746,3,0.053606,3,6,0.635602,0,0,-1,-2,-0.175856,3,0.053606,tie
15,3,2,5,0.577535,4,0.06707,2,8,0.848564,0,0,0,-3,-0.271029,4,0.06707,tie
21,4,3,7,0.791361,6,0.091283,4,8,0.834128,3,0.05179,-1,-1,-0.042767,3,0.039493,tie
30,4,3,4,0.509615,1,0.016219,1,1,0.185224,0,0,2,3,0.324392,1,0.016219,tie
21,4,3,4,0.490509,2,0.033702,3,4,0.572131,1,0.014909,0,0,-0.081622,1,0.018793,different
21,3,2,8,0.847807,3,0.045304,3,5,0.620311,1,0.016641,-1,3,0.227496,2,0.028662,different
18,3,4,10,1,13,0.166905,4,9,0.939751,9,0.118942,0,1,0.060249,4,0.047963,tie
54,9,1,1,0.177419,0,0,2,3,0.384226,0,0,-1,-2,-0.206807,0,0,tie
12,2,4,5,0.549395,4,0.071644,4,7,0.803759,5,0.075051,0,-2,-0.254364,-1,-0.003407,tie
11,2,3,6,0.682969,11,0.184801,3,7,0.763801,0,0,0,-1,-0.080831,11,0.184801,tie
26,5,3,9,0.928027,13,0.175887,3,10,1,7,0.122645,0,-1,-0.071973,6,0.053243,tie
17,5,4,9,0.911862,10,0.151544,5,8,0.84153,1,0.016566,-1,1,0.070332,9,0.134978,tie
12,2,4,6,0.676497,1,0.015074,5,7,0.795133,1,0.014277,-1,-1,-0.118637,0,0.000797,different
9,1,4,6,0.706137,7,0.121897,5,7,0.868976,3,0.08954,-1,-1,-0.162839,4,0.032357,tie
39,8,1,3,0.404404,0,0,2,5,0.581328,0,0,-1,-2,-0.176924,0,0,tie
12,2,3,5,0.597919,3,0.05128,3,4,0.640496,1,0.012527,0,1,-0.042577,2,0.038753,tie
12,2,5,10,1,23,0.226987,6,10,1,7,0.101318,-1,0,0,16,0.125668,tie
24,3,2,4,0.504373,8,0.136134,3,6,0.678076,4,0.110228,-1,-2,-0.173703,4,0.025906,tie
17,3,1,1,0.124571,1,0.019278,4,7,0.739261,0,0,-3,-6,-0.614689,1,0.019278,different
24,3,3,5,0.609016,7,0.121868,4,6,0.621739,0,0,-1,-1,-0.012723,7,0.121868,tie
17,4,3,4,0.46943,4,0.073648,3,9,0.918539,0,0,0,-5,-0.449109,4,0.073648,tie
11,3,5,9,0.935213,10,0.140567,4,8,0.864275,5,0.077861,1,1,0.070939,5,0.062706,different
18,4,2,5,0.540123,0,0,4,7,0.770044,0,0,-2,-2,-0.229921,0,0,different
28,4,2,4,0.522472,3,0.047382,4,5,0.620087,1,0.015886,-2,-1,-0.097615,2,0.031496,tie
13,2,6,10,1,7,0.091212,4,10,1,4,0.054589,2,0,0,3,0.036623,different
30,4,2,3,0.39899,0,0,2,3,0.384226,0,0,0,0,0.014763,0,0,different
12,2,1,10,1,13,0.200652,3,10,1,1,0.015586,-2,0,0,12,0.185066,different
32,6,4,7,0.790887,9,0.135969,4,8,0.847902,0,0,0,-1,-0.057015,9,0.135969,different
24,6,4,7,0.785354,8,0.126463,5,10,1,1,0.016211,-1,-3,-0.214646,7,0.110252,tie
40,6,2,2,0.286911,1,0.017663,2,4,0.461856,0,0,0,-2,-0.174945,1,0.017663,tie
24,5,3,3,0.404404,1,0.016885,5,9,0.92944,1,0.014752,-2,-6,-0.525036,0,0.002133,tie
27,3,4,8,0.844749,4,0.068191,2,5,0.559915,0,0,2,3,0.284834,4,0.068191,different
21,5,5,6,0.715719,7,0.125993,4,9,0.933486,2,0.040595,1,-3,-0.217767,5,0.085398,tie
15,2,3,9,0.934966,16,0.252737,6,7,0.795934,9,0.160017,-3,2,0.139031,7,0.09272,different
24,4,3,7,0.779602,9,0.14443,3,4,0.500956,4,0.078039,0,3,0.278646,5,0.066391,different
36,6,3,7,0.783347,9,0.147327,3,5,0.724928,0,0,0,2,0.058419,9,0.147327,tie
24,4,3,7,0.770609,6,0.097137,2,6,0.683924,1,0.027601,1,1,0.086686,5,0.069536,tie
21,2,3,3,0.455627,1,0.015433,3,4,0.538869,1,0.016068,0,-1,-0.083243,0,-0.000635,different
15,3,4,10,1,8,0.152007,4,5,0.651442,3,0.076243,0,5,0.348558,5,0.075764,different
27,4,3,8,0.852045,10,0.156202,2,4,0.542507,4,0.071542,1,4,0.309539,6,0.08466,tie
26,5,3,5,0.556859,3,0.045672,3,8,0.853288,4,0.083397,0,-3,-0.296429,-1,-0.037726,tie
27,4,2,5,0.538545,2,0.03663,5,8,0.858537,1,0.014788,-3,-3,-0.319992,1,0.021842,different
16,3,3,7,0.754098,7,0.113863,2,8,0.853612,0,0,1,-1,-0.099514,7,0.113863,tie
15,2,4,10,1,12,0.190826,6,9,0.940206,8,0.145561,-2,1,0.059794,4,0.045265,different
15,2,6,9,0.946574,9,0.178956,5,9,0.966603,25,0.156899,1,0,-0.020028,-16,0.022057,tie
28,6,5,10,1,9,0.126013,4,8,0.820619,1,0.018752,1,2,0.179381,8,0.107261,tie
10,3,5,8,0.855422,8,0.123462,5,7,0.791534,1,0.014528,0,1,0.063888,7,0.108934,different
29,6,4,10,1,11,0.162512,5,10,1,13,0.154904,-1,0,0,-2,0.007608,tie
14,4,5,8,0.85962,8,0.138361,4,9,0.933077,7,0.114151,1,-1,-0.073457,1,0.02421,different
28,5,3,4,0.45629,2,0.035966,2,3,0.411594,0,0,1,1,0.044696,2,0.035966,tie
9,1,6,7,0.771224,4,0.072758,5,9,0.934488,2,0.046076,1,-2,-0.163264,2,0.026682,tie
36,5,2,7,0.775923,9,0.1587,5,8,0.876701,5,0.079918,-3,-1,-0.100779,4,0.078781,different
21,2,4,10,1,8,0.109231,4,9,0.93488,5,0.069554,0,1,0.06512,3,0.039678,tie
15,3,3,9,0.937865,2,0.027291,5,9,0.936681,3,0.075829,-2,0,0.001184,-1,-0.048538,tie
9,1,4,6,0.677998,5,0.076819,6,8,0.87373,4,0.093019,-2,-2,-0.195732,1,-0.0162,tie
39,6,4,5,0.645242,1,0.01408,2,4,0.538314,0,0,2,1,0.106928,1,0.01408,different
12,2,5,10,1,9,0.128191,6,9,0.931658,5,0.088101,-1,1,0.068342,4,0.04009,tie
12,2,2,4,0.485887,7,0.127348,2,3,0.340195,0,0,0,1,0.145692,7,0.127348,different
15,2,4,7,0.793522,6,0.145007,5,5,0.654616,3,0.090883,-1,2,0.138906,3,0.054124,different
12,2,6,8,0.890675,3,0.113481,6,7,0.816842,2,0.061045,0,1,0.073833,1,0.052436,different
13,2,3,7,0.785201,5,0.066323,3,9,0.94358,5,0.064733,0,-2,-0.158379,0,0.00159,tie
9,1,6,7,0.808559,10,0.132288,5,7,0.844735,15,0.184366,1,0,-0.036177,-5,-0.052077,different
12,2,5,8,0.878658,16,0.223537,7,9,0.940124,12,0.184993,-2,-1,-0.061466,4,0.038544,tie
24,3,3,6,0.668293,3,0.04937,5,6,0.696335,0,0,-2,0,-0.028042,3,0.04937,tie
30,6,2,2,0.393399,1,0.004484,2,3,0.405651,0,0,0,-1,-0.012252,1,0.004484,tie
29,6,4,8,0.878311,7,0.098928,2,7,0.740814,4,0.081062,2,1,0.137496,3,0.017866,tie
15,2,7,10,1,18,0.232381,6,10,1,3,0.038403,1,0,0,15,0.193978,different
21,4,1,2,0.268817,0,0,3,8,0.846831,0,0,-2,-6,-0.578014,0,0,tie
43,7,2,5,0.610449,8,0.14018,3,7,0.858326,0,0,-1,-2,-0.247877,8,0.14018,tie
36,9,3,3,0.434411,1,0.016034,1,5,0.57561,0,0,2,-2,-0.141199,1,0.016034,different
24,2,5,10,1,11,0.134972,4,8,0.873147,5,0.082223,1,2,0.126853,6,0.052749,different
24,3,3,4,0.493558,3,0.053719,4,5,0.552929,0,0,-1,-1,-0.059371,3,0.053719,tie
26,3,3,7,0.767123,6,0.095714,4,8,0.851789,1,0.015493,-1,-1,-0.084665,5,0.080221,different
12,2,4,10,1,17,0.200088,6,10,1,8,0.115468,-2,0,0,9,0.08462,tie
33,5,3,8,0.8737,20,0.213213,5,10,1,6,0.121017,-2,-2,-0.1263,14,0.092197,different
27,4,5,10,1,13,0.183416,5,10,1,2,0.030476,0,0,0,11,0.15294,different
27,4,3,6,0.761236,11,0.238964,2,5,0.531755,0,0,1,1,0.229481,11,0.238964,tie
24,4,4,8,0.850746,2,0.042454,3,7,0.767172,0,0,1,1,0.083574,2,0.042454,different
12,2,4,7,0.754867,5,0.133839,5,5,0.659624,1,0.014232,-1,2,0.095243,4,0.119606,different
12,2,3,5,0.587638,3,0.046683,2,6,0.69844,0,0,1,-1,-0.110802,3,0.046683,tie
24,4,4,7,0.772118,4,0.169555,4,5,0.634563,3,0.091223,0,2,0.137555,1,0.078332,different
28,5,2,4,0.506292,0,0,3,4,0.488235,1,0.017832,-1,0,0.018057,-1,-0.017832,tie
18,3,6,8,0.871698,8,0.185161,4,5,0.728761,5,0.159875,2,3,0.142937,3,0.025286,different
26,5,4,4,0.488465,1,0.016919,3,4,0.556122,1,0.015467,1,0,-0.067657,0,0.001452,tie
15,2,4,10,1,5,0.076813,6,7,0.871302,4,0.088133,-2,3,0.128698,1,-0.011321,tie
27,5,4,10,1,2,0.031965,5,8,0.858652,4,0.101216,-1,2,0.141348,-2,-0.069251,tie
15,2,3,5,0.623894,1,0.018112,3,8,0.893382,5,0.068756,0,-3,-0.269489,-4,-0.050644,tie
15,3,5,8,0.877786,9,0.125387,5,9,0.943762,1,0.011758,0,-1,-0.065976,8,0.113629,different
18,3,4,10,1,13,0.211515,3,7,0.777494,9,0.185238,1,3,0.222506,4,0.026278,different
30,6,4,9,0.949071,20,0.291737,3,8,0.819876,1,0.018829,1,1,0.129196,19,0.272908,different
21,5,2,5,0.553333,4,0.064259,5,8,0.858456,0,0,-3,-3,-0.305123,4,0.064259,tie
18,4,3,7,0.755732,2,0.032923,3,8,0.830409,0,0,0,-1,-0.074677,2,0.032923,different
21,3,3,7,0.774136,5,0.074703,2,9,0.91922,0,0,1,-2,-0.145084,5,0.074703,tie
21,4,3,8,0.851269,8,0.138234,2,4,0.508475,0,0,1,4,0.342794,8,0.138234,tie
27,6,1,1,0.139821,0,0,1,2,0.21028,0,0,0,-1,-0.070459,0,0,tie
15,2,5,8,0.866457,9,0.140456,5,10,1,1,0.01517,0,-2,-0.133543,8,0.125286,tie
18,4,4,9,0.932486,8,0.120311,5,6,0.523923,2,0.030883,-1,3,0.408563,6,0.089428,different
30,6,5,9,0.935849,16,0.207397,5,8,0.868778,1,0.013717,0,1,0.067071,15,0.19368,tie
9,1,6,10,1,16,0.184939,4,9,0.953526,17,0.181482,2,1,0.046474,-1,0.003457,different
21,4,1,1,0.159341,0,0,3,5,0.60274,1,0.016611,-2,-4,-0.443399,-1,-0.016611,tie
24,3,4,5,0.614687,3,0.055258,5,9,0.92602,2,0.030934,-1,-4,-0.311333,1,0.024324,tie
18,3,6,9,0.943029,7,0.090217,4,8,0.874368,3,0.041851,2,1,0.068661,4,0.048366,different
15,3,2,4,0.475848,0,0,4,6,0.737557,1,0.013717,-2,-2,-0.261709,-1,-0.013717,tie
12,3,3,5,0.622222,3,0.061175,2,4,0.48419,0,0,1,1,0.138032,3,0.061175,tie
27,5,2,3,0.351891,0,0,2,2,0.282474,1,0.018752,0,1,0.069417,-1,-0.018752,tie
27,4,4,9,0.92981,9,0.13799,4,9,0.926952,1,0.015272,0,0,0.002858,8,0.122718,tie
24,4,2,6,0.655522,5,0.085451,4,5,0.616064,1,0.016054,-2,1,0.039458,4,0.069397,tie
12,2,6,8,0.888084,11,0.119513,5,8,0.905332,37,0.069629,1,0,-0.017248,-26,0.049884,different
21,3,4,8,0.876722,8,0.127703,4,7,0.80681,4,0.076902,0,1,0.069912,4,0.050801,different
27,4,4,9,0.922445,8,0.129691,3,8,0.83617,0,0,1,1,0.086275,8,0.129691,tie
29,5,2,4,0.514286,0,0,2,2,0.325581,0,0,0,2,0.188704,0,0,tie
12,2,4,6,0.700176,8,0.123827,4,6,0.73065,1,0.014078,0,0,-0.030474,7,0.109749,tie
24,3,3,8,0.859038,9,0.131198,3,8,0.789091,0,0,0,0,0.069947,9,0.131198,different
15,5,3,8,0.865672,7,0.095404,3,9,0.922872,0,0,0,-1,-0.057201,7,0.095404,different
24,4,3,7,0.747275,6,0.100305,3,9,0.91336,0,0,0,-2,-0.166086,6,0.100305,different
27,3,3,4,0.542709,1,0.014554,3,4,0.527174,0,0,0,0,0.015535,1,0.014554,tie
20,4,4,7,0.765055,6,0.098814,3,5,0.554759,0,0,1,2,0.210296,6,0.098814,different
15,3,3,4,0.478528,2,0.034495,4,5,0.639602,1,0.01507,-1,-1,-0.161075,1,0.019425,tie
30,5,3,5,0.703833,4,0.132218,4,6,0.724247,2,0.06893,-1,-1,-0.020414,2,0.063288,tie
25,4,4,7,0.779029,5,0.092964,3,8,0.932401,0,0,1,-1,-0.153371,5,0.092964,different
18,3,2,2,0.261745,1,0.018868,3,3,0.431568,1,0.018171,-1,-1,-0.169823,0,0.000697,tie
25,4,2,5,0.559462,4,0.069775,4,10,1,1,0.015493,-2,-5,-0.440538,3,0.054281,tie
24,4,3,5,0.599434,2,0.031796,3,10,1,3,0.093162,0,-5,-0.400566,-1,-0.061366,tie
15,3,5,10,1,11,0.134239,5,9,1,0,0,0,1,0,11,0.134239,tie
30,4,2,2,0.344262,4,0.086611,2,2,0.294118,0,0,0,0,0.050145,4,0.086611,tie
15,4,3,5,0.632353,4,0.090858,4,6,0.709758,1,0.01517,-1,-1,-0.077405,3,0.075688,tie
24,4,2,7,0.785714,7,0.115477,2,8,0.819502,0,0,0,-1,-0.033788,7,0.115477,tie
9,2,5,10,1,13,0.203228,5,9,0.941689,12,0.212449,0,1,0.058311,1,-0.009221,different
21,3,2,4,0.460888,4,0.071324,3,7,0.826232,6,0.080044,-1,-3,-0.365344,-2,-0.00872,different
36,7,3,6,0.722222,0,0,4,6,0.680147,0,0,-1,0,0.042075,0,0,tie
30,5,3,5,0.565338,3,0.046899,2,8,0.863636,0,0,1,-3,-0.298298,3,0.046899,tie
9,1,4,8,0.862903,3,0.04081,4,10,1,5,0.050376,0,-2,-0.137097,-2,-0.009566,different
26,5,3,3,0.420593,5,0.086941,3,9,0.916104,0,0,0,-6,-0.495511,5,0.086941,tie
15,2,2,4,0.458599,3,0.05372,2,7,0.739261,0,0,0,-3,-0.280662,3,0.05372,different
9,1,5,6,0.746845,4,0.067856,5,5,0.609164,1,0.016342,0,1,0.13768,3,0.051513,tie
21,3,2,4,0.423729,1,0.023126,2,7,0.750239,0,0,0,-3,-0.32651,1,0.023126,tie
30,5,1,1,0.159341,0,0,1,3,0.370217,0,0,0,-2,-0.210877,0,0,tie
12,2,5,10,1,10,0.167032,6,10,1,6,0.1261,-1,0,0,4,0.040932,tie
18,4,3,10,1,15,0.174348,6,10,1,7,0.09295,-3,0,0,8,0.081398,tie
16,3,5,9,0.937911,9,0.117873,5,10,1,1,0.014188,0,-1,-0.062089,8,0.103685,tie
30,6,2,5,0.568116,0,0,4,9,0.920693,0,0,-2,-4,-0.352577,0,0,tie
21,3,3,7,0.744745,6,0.101309,6,7,0.800459,2,0.027812,-3,0,-0.055714,4,0.073497,tie
26,5,3,9,0.923285,8,0.125039,4,9,0.916905,0,0,-1,0,0.00638,8,0.125039,tie
22,4,3,9,0.933594,22,0.242927,3,10,1,8,0.11162,0,-1,-0.066406,14,0.131307,tie
16,3,3,5,0.573126,5,0.092794,4,7,0.78659,0,0,-1,-2,-0.213464,5,0.092794,tie
18,3,4,6,0.740854,17,0.23238,4,5,0.64891,4,0.064093,0,1,0.091943,13,0.168288,tie
27,4,1,1,0.137061,0,0,4,7,0.795133,1,0.014277,-3,-6,-0.658072,-1,-0.014277,tie
22,4,2,3,0.378914,2,0.035215,3,8,0.837383,0,0,-1,-5,-0.458469,2,0.035215,different
28,5,5,8,0.875458,5,0.086667,4,9,1,2,0.137832,1,-1,-0.124542,3,-0.051164,different
27,5,1,2,0.241071,0,0,3,7,0.760331,0,0,-2,-5,-0.519259,0,0,different
40,7,2,9,0.92115,6,0.093885,3,7,0.829746,17,0.163953,-1,2,0.091405,-11,-0.070068,tie
29,6,4,5,0.589317,5,0.090871,3,7,0.775635,0,0,1,-2,-0.186318,5,0.090871,tie
21,3,2,8,0.845173,7,0.107538,3,5,0.543547,0,0,-1,3,0.301626,7,0.107538,tie
15,2,4,7,0.790296,8,0.133169,4,7,0.795934,5,0.078044,0,0,-0.005638,3,0.055125,tie
25,5,1,2,0.240353,2,0.037195,2,4,0.48622,0,0,-1,-2,-0.245868,2,0.037195,tie
18,3,3,6,0.701073,13,0.200317,6,10,1,1,0.014575,-3,-4,-0.298927,12,0.185742,tie
18,2,3,6,0.642291,4,0.059447,3,9,0.933128,1,0.013981,0,-3,-0.290838,3,0.045466,tie
24,4,3,7,0.752907,6,0.101557,3,9,0.915779,0,0,0,-2,-0.162872,6,0.101557,tie
21,4,5,8,0.866667,4,0.052919,4,9,0.925577,1,0.01556,1,-1,-0.058911,3,0.03736,tie
12,2,4,6,0.675882,4,0.078257,5,9,0.918123,1,0.007168,-1,-3,-0.242241,3,0.071089,different
33,5,1,2,0.242762,2,0.037568,3,4,0.502857,2,0.034646,-2,-2,-0.260095,0,0.002922,tie
9,2,4,6,0.697509,6,0.087539,4,7,0.826369,1,0.013105,0,-1,-0.12886,5,0.074435,different
15,3,2,5,0.577114,3,0.050352,4,9,0.923885,0,0,-2,-4,-0.34677,3,0.050352,tie
22,5,1,4,0.450746,4,0.067136,4,8,0.864591,1,0.023649,-3,-4,-0.413845,3,0.043487,different
25,4,4,8,0.860656,11,0.167574,4,7,0.752607,3,0.048517,0,1,0.108049,8,0.119057,tie
33,5,4,9,0.931562,5,0.082393,4,8,0.893646,7,0.097122,0,1,0.037916,-2,-0.014729,different
12,2,3,5,0.606481,3,0.060392,3,5,0.547817,0,0,0,0,0.058664,3,0.060392,tie
24,5,7,10,1,11,0.141966,3,9,0.920693,1,0.016581,4,1,0.079307,10,0.125386,different
21,5,1,10,1,10,0.155037,2,3,0.393426,3,0.111527,-1,7,0.606574,7,0.04351,tie
12,2,5,6,0.707532,10,0.168822,4,9,0.925258,0,0,1,-3,-0.217726,10,0.168822,tie
12,1,5,10,1,17,0.224777,5,10,1,10,0.152318,0,0,0,7,0.072459,tie
15,3,3,8,0.862903,3,0.049516,3,7,0.755389,0,0,0,1,0.107514,3,0.049516,different
12,2,6,9,0.927101,11,0.186365,5,10,1,5,0.094385,1,-1,-0.072899,6,0.09198,different
9,1,6,9,0.933386,9,0.128732,6,9,0.946163,8,0.159179,0,0,-0.012778,1,-0.030447,tie
15,2,2,6,0.686347,7,0.132164,4,8,0.868976,6,0.090531,-2,-2,-0.182629,1,0.041633,tie
12,1,6,6,0.708065,6,0.150899,5,9,0.943026,11,0.172413,1,-3,-0.234961,-5,-0.021514,different
9,2,4,5,0.600564,3,0.04756,4,5,0.632291,2,0.030751,0,0,-0.031727,1,0.016809,tie
27,5,2,10,1,12,0.195074,4,8,0.864275,6,0.09378,-2,2,0.135725,6,0.101295,tie
12,2,4,9,0.934731,12,0.141139,4,10,1,7,0.075477,0,-1,-0.065269,5,0.065662,different
29,5,2,7,0.755981,7,0.119879,3,8,0.866319,1,0.015789,-1,-1,-0.110339,6,0.10409,tie
15,2,5,10,1,21,0.236655,7,10,1,5,0.105019,-2,0,0,16,0.131637,tie
15,3,6,10,1,11,0.149025,6,9,0.943835,10,0.127073,0,1,0.056165,1,0.021952,different
25,5,2,6,0.663699,5,0.083423,3,6,0.689286,2,0.032481,-1,0,-0.025586,3,0.050942,tie
16,3,3,10,1,7,0.08738,6,7,0.796281,3,0.034793,-3,3,0.203719,4,0.052587,different
12,1,5,9,0.939286,3,0.052532,5,8,0.934783,0,0,0,1,0.004503,3,0.052532,different
24,4,2,2,0.30123,0,0,4,4,0.567881,5,0.005342,-2,-2,-0.266651,-5,-0.005342,different
33,6,2,8,0.856072,1,0.015342,5,9,0.934141,5,0.113126,-3,-1,-0.078069,-4,-0.097784,different
9,2,7,10,1,14,0.167901,5,9,0.948763,14,0.163229,2,1,0.051237,0,0.004672,tie
18,4,3,7,0.77425,10,0.153577,2,9,0.913776,0,0,1,-2,-0.139526,10,0.153577,tie
32,7,2,3,0.427419,12,0.217485,4,9,0.934537,1,0.013686,-2,-6,-0.507118,11,0.203799,different
12,2,2,2,0.314516,2,0.101445,3,4,0.55,2,0.074991,-1,-2,-0.235484,0,0.026455,different
18,3,3,5,0.59369,4,0.071385,4,4,0.444681,0,0,-1,1,0.149009,4,0.071385,different
15,3,3,8,0.860408,14,0.21761,3,7,0.797674,10,0.177934,0,1,0.062734,4,0.039676,tie
9,2,3,8,0.841713,6,0.103868,5,9,0.936773,0,0,-2,-1,-0.09506,6,0.103868,tie
12,1,5,8,0.87131,7,0.101472,3,8,0.874277,4,0.065005,2,0,-0.002968,3,0.036467,tie
27,4,2,4,0.493042,4,0.081601,3,5,0.53276,0,0,-1,-1,-0.039719,4,0.081601,tie
24,4,1,5,0.611314,0,0,1,1,0.103093,0,0,0,4,0.508221,0,0,tie
21,4,3,4,0.457696,7,0.085945,4,6,0.72337,9,0.098748,-1,-2,-0.265674,-2,-0.012803,tie
12,2,3,5,0.580868,3,0.053454,4,8,0.858881,1,0.014752,-1,-3,-0.278013,2,0.038702,different
27,5,2,9,0.932,0,0,2,3,0.479042,0,0,0,6,0.452958,0,0,tie
27,5,4,5,0.569779,3,0.062775,3,4,0.527687,1,0.016709,1,1,0.042091,2,0.046066,tie
21,3,3,9,0.923146,11,0.172765,5,9,0.93617,10,0.173573,-2,0,-0.013024,1,-0.000808,different
