@relation output_weak

@attribute char_length numeric
@attribute word_length numeric
@attribute baidu_vertical_types_number numeric
@attribute baidu_vertical_results_number numeric
@attribute baidu_vertical_results_area_fraction numeric
@attribute baidu_total_images_number numeric
@attribute baidu_total_images_area_fraction numeric
@attribute sogou_vertical_types_number numeric
@attribute sogou_vertical_results_number numeric
@attribute sogou_vertical_results_area_fraction numeric
@attribute sogou_total_images_number numeric
@attribute sogou_total_images_area_fraction numeric
@attribute delta_vertical_types_number numeric
@attribute delta_vertical_results_number numeric
@attribute delta_vertical_results_area_fraction numeric
@attribute delta_total_images_number numeric
@attribute delta_total_images_area_fraction numeric
@attribute preference {different,tie}

@data
18,2,4,9,0.933229,7,0.099201,5,8,0.883534,5,0.085372,-1,1,0.049694,2,0.013829,different
9,2,6,9,0.94836,14,0.21241,6,8,0.920147,13,0.174732,0,1,0.028213,1,0.037677,tie
21,4,3,3,0.390993,0,0,3,5,0.606335,0,0,0,-2,-0.215342,0,0,tie
18,2,3,3,0.424008,0,0,4,6,0.7262,3,0.037338,-1,-3,-0.302192,-3,-0.037338,tie
37,7,2,9,0.918791,8,0.127426,2,7,0.741328,1,0.018027,0,2,0.177463,7,0.109399,tie
15,3,3,10,1,12,0.188199,5,10,1,5,0.074603,-2,0,0,7,0.113597,tie
14,4,4,9,0.928811,10,0.163001,3,10,1,4,0.091871,1,-1,-0.071189,6,0.07113,different
21,3,3,3,0.499579,2,0.0314,3,8,0.865031,0,0,0,-5,-0.365451,2,0.0314,different
17,5,4,8,0.839196,5,0.08985,5,9,0.927197,1,0.015221,-1,-1,-0.088001,4,0.074629,tie
25,4,3,9,0.940056,12,0.149147,4,7,0.817483,6,0.092587,-1,2,0.122574,6,0.05656,tie
21,4,2,6,0.650565,0,0,2,5,0.618215,0,0,0,1,0.03235,0,0,tie
12,2,5,7,0.797136,9,0.143855,3,5,0.581731,0,0,2,2,0.215405,9,0.143855,tie
21,3,4,7,0.792007,11,0.226613,5,10,1,11,0.177082,-1,-3,-0.207993,0,0.04953,tie
12,2,4,5,0.577105,6,0.125216,5,6,0.713344,4,0.098152,-1,-1,-0.136239,2,0.027064,different
33,6,2,2,0.304171,1,0.01716,3,7,0.73663,0,0,-1,-5,-0.432459,1,0.01716,tie
24,4,2,5,0.557426,4,0.066804,2,6,0.673956,1,0.018081,0,-1,-0.116531,3,0.048723,tie
15,2,3,9,0.945338,6,0.077235,5,10,1,6,0.091668,-2,-1,-0.054662,0,-0.014433,different
15,2,4,8,0.858215,8,0.131324,5,8,0.871681,1,0.013414,-1,0,-0.013466,7,0.11791,tie
24,2,3,9,0.934615,1,0.024221,4,7,0.787286,3,0.039908,-1,2,0.147329,-2,-0.015687,tie
27,4,2,8,0.857621,1,0.014127,5,7,0.791534,3,0.037904,-3,1,0.066088,-2,-0.023777,tie
30,6,3,5,0.623103,10,0.139742,4,6,0.708298,1,0.015247,-1,-1,-0.085196,9,0.124496,different
25,4,3,6,0.724473,10,0.14105,2,8,0.931007,0,0,1,-2,-0.206534,10,0.14105,tie
27,5,4,10,1,11,0.160545,5,8,0.863208,5,0.078473,-1,2,0.136792,6,0.082072,tie
30,6,3,10,1,12,0.191939,2,8,0.838889,1,0.016842,1,2,0.161111,11,0.175097,tie
30,6,1,2,0.252747,0,0,2,6,0.656904,0,0,-1,-4,-0.404157,0,0,different
21,4,5,10,1,9,0.101119,6,9,0.93821,7,0.096317,-1,1,0.06179,2,0.004802,different
27,4,2,6,0.661355,4,0.067203,2,5,0.573947,0,0,0,1,0.087407,4,0.067203,different
15,2,3,6,0.722675,6,0.110252,5,9,0.932767,5,0.077139,-2,-3,-0.210091,1,0.033113,tie
30,4,3,4,0.518414,6,0.09578,3,6,0.632287,0,0,0,-2,-0.113873,6,0.09578,different
30,5,2,7,0.7981,7,0.111652,3,8,0.866667,4,0.060634,-1,-1,-0.068567,3,0.051018,tie
26,8,3,6,0.702547,14,0.198207,2,8,0.823529,0,0,1,-2,-0.120982,14,0.198207,tie
24,5,4,7,0.763889,5,0.082466,4,9,0.926829,1,0.015298,0,-2,-0.16294,4,0.067168,tie
30,8,1,2,0.256674,0,0,3,4,0.627675,1,0.012974,-2,-2,-0.371001,-1,-0.012974,tie
30,6,1,2,0.252747,0,0,2,2,0.317172,0,0,-1,0,-0.064424,0,0,tie
24,5,2,5,0.545842,4,0.071932,4,6,0.680734,0,0,-2,-1,-0.134892,4,0.071932,tie
24,5,2,6,0.698582,9,0.148144,1,3,0.307167,0,0,1,3,0.391414,9,0.148144,tie
20,3,3,5,0.65838,7,0.106953,4,10,1,0,0,-1,-5,-0.34162,7,0.106953,tie
12,2,3,4,0.441176,0,0,4,5,0.695165,1,0.012746,-1,-1,-0.253988,-1,-0.012746,tie
26,6,5,8,0.865931,9,0.148296,3,8,0.840909,0,0,2,0,0.025022,9,0.148296,tie
37,8,6,9,0.946134,16,0.174283,5,10,1,11,0.156965,1,-1,-0.053866,5,0.017318,tie
21,6,2,5,0.543011,0,0,1,3,0.435589,0,0,1,2,0.107422,0,0,tie
24,4,4,4,0.571309,3,0.148039,5,7,0.816585,1,0.012782,-1,-3,-0.245276,2,0.135257,tie
30,5,4,8,0.837786,3,0.048286,4,9,0.925577,1,0.01556,0,-1,-0.087791,2,0.032727,different
27,5,3,10,1,7,0.120806,4,10,1,1,0.015362,-1,0,0,6,0.105444,different
29,7,3,6,0.676806,5,0.081454,5,9,0.926156,1,0.012553,-2,-3,-0.24935,4,0.068901,tie
30,7,1,4,0.474227,0,0,1,3,0.504878,0,0,0,1,-0.030651,0,0,tie
24,5,2,4,0.507722,0,0,5,5,0.652278,1,0.01454,-3,-1,-0.144556,-1,-0.01454,different
18,3,4,4,0.487969,1,0.016235,4,5,0.600551,1,0.016703,0,-1,-0.112582,0,-0.000468,tie
22,5,5,9,0.931962,10,0.162692,4,8,0.822991,0,0,1,1,0.108971,10,0.162692,tie
18,4,3,8,0.86077,9,0.133176,3,8,0.837383,3,0.050997,0,0,0.023387,6,0.082178,different
33,4,4,10,1,18,0.299451,4,9,0.932767,9,0.211505,0,1,0.067233,9,0.087946,different
12,1,4,4,0.538462,2,0.031752,3,7,0.770852,1,0.015969,1,-3,-0.23239,1,0.015782,tie
33,5,2,5,0.566327,2,0.034425,1,4,0.435955,0,0,1,1,0.130371,2,0.034425,different
30,4,3,4,0.510536,1,0.03016,3,4,0.586698,1,0.001943,0,0,-0.076162,0,0.028217,different
27,5,5,9,0.927164,10,0.168406,2,3,0.424929,0,0,3,6,0.502234,10,0.168406,tie
30,6,1,5,0.561856,5,0.086949,4,7,0.741328,0,0,-3,-2,-0.179472,5,0.086949,tie
24,5,2,8,0.884848,16,0.272615,3,6,0.637877,4,0.064054,-1,2,0.246971,12,0.20856,different
12,2,1,1,0.177419,0,0,5,7,0.78394,1,0.015057,-4,-6,-0.606521,-1,-0.015057,tie
12,2,3,9,0.935361,4,0.062256,4,7,0.796094,5,0.077983,-1,2,0.139267,-1,-0.015727,tie
9,1,4,5,0.671082,3,0.032518,4,10,1,9,0.133617,0,-5,-0.328918,-6,-0.101099,tie
12,2,6,10,1,14,0.151577,5,9,0.952224,8,0.136922,1,1,0.047776,6,0.014655,different
24,4,2,7,0.742164,6,0.102334,1,8,0.805369,0,0,1,-1,-0.063205,6,0.102334,different
17,3,4,9,0.925477,11,0.17404,4,8,0.824597,1,0.018336,0,1,0.10088,10,0.155704,different
27,5,2,6,0.66137,5,0.083754,3,4,0.508011,3,0.09246,-1,2,0.153359,2,-0.008706,tie
18,3,1,9,0.929285,10,0.170271,3,9,0.930233,5,0.080047,-2,0,-0.000948,5,0.090224,different
12,2,2,4,0.554974,2,0.059072,3,8,0.8833,1,0.001646,-1,-4,-0.328326,1,0.057426,different
15,3,1,10,1,13,0.203414,3,9,1,0,0,-2,1,0,13,0.203414,different
21,5,4,9,0.942645,12,0.171488,4,10,1,10,0.124185,0,-1,-0.057355,2,0.047302,tie
12,2,5,8,0.874446,7,0.086124,4,9,0.935888,6,0.070707,1,-1,-0.061442,1,0.015417,different
21,3,3,7,0.774336,9,0.147085,3,10,1,2,0.033738,0,-3,-0.225664,7,0.113347,tie
39,6,2,8,0.839925,8,0.130455,2,9,0.897767,0,0,0,-1,-0.057843,8,0.130455,tie
21,3,2,4,0.500978,3,0.049515,2,7,0.779374,0,0,0,-3,-0.278396,3,0.049515,different
9,2,4,4,0.494048,2,0.033468,3,6,0.741648,4,0.046138,1,-2,-0.2476,-2,-0.012669,tie
30,5,2,2,0.239374,1,0.018868,2,5,0.520397,0,0,0,-3,-0.281023,1,0.018868,different
18,3,2,5,0.659091,4,0.062853,3,5,0.660948,2,0.029721,-1,0,-0.001857,2,0.033132,different
30,4,4,10,1,11,0.134163,4,9,0.924282,0,0,0,1,0.075718,11,0.134163,tie
30,5,4,10,1,8,0.095137,5,9,0.945761,13,0.178098,-1,1,0.054239,-5,-0.082961,tie
24,4,3,5,0.619857,11,0.211221,3,6,0.664488,0,0,0,-1,-0.044631,11,0.211221,different
18,3,6,9,0.950437,6,0.101122,4,8,0.890566,2,0.062157,2,1,0.059871,4,0.038964,tie
22,4,3,5,0.619003,6,0.108751,3,5,0.612835,9,0.130601,0,0,0.006168,-3,-0.02185,different
21,4,2,9,0.918017,7,0.112561,4,8,0.846561,3,0.032817,-2,1,0.071456,4,0.079744,tie
30,4,5,10,1,14,0.19579,5,8,0.854515,4,0.066397,0,2,0.145485,10,0.129393,tie
15,2,3,5,0.597549,4,0.063593,4,6,0.700183,1,0.014067,-1,-1,-0.102633,3,0.049526,different
9,2,4,6,0.78141,12,0.060509,3,5,0.646916,2,0.031328,1,1,0.134495,10,0.029181,tie
21,3,3,6,0.738863,5,0.059063,3,10,1,7,0.030309,0,-4,-0.261137,-2,0.028753,different
12,2,3,6,0.737692,2,0.025951,3,3,0.498723,1,0.01548,0,3,0.238969,1,0.010471,tie
19,4,4,5,0.560038,3,0.047471,3,9,0.931978,4,0.107192,1,-4,-0.371941,-1,-0.059721,different
22,4,2,3,0.391437,2,0.034389,3,5,0.556575,1,0.018541,-1,-2,-0.165138,1,0.015848,tie
12,2,3,10,1,13,0.139272,6,10,1,2,0.025438,-3,0,0,11,0.113834,different
18,3,3,3,0.514286,1,0.01377,3,6,0.805224,2,0.027148,0,-3,-0.290938,-1,-0.013378,different
40,7,3,3,0.389117,1,0.017318,2,5,0.563758,1,0.017439,1,-2,-0.174641,0,-0.000121,different
14,3,4,6,0.755981,7,0.126766,3,5,0.62908,1,0.017991,1,1,0.126901,6,0.108775,tie
30,5,2,3,0.351852,2,0.03675,2,3,0.355556,0,0,0,0,-0.003704,2,0.03675,different
21,4,3,10,1,20,0.254653,5,10,1,5,0.088664,-2,0,0,15,0.165989,different
30,5,2,6,0.658291,0,0,3,8,0.8471,0,0,-1,-2,-0.188809,0,0,tie
22,4,1,9,0.9194,9,0.14228,1,2,0.186916,0,0,0,7,0.732484,9,0.14228,tie
29,6,2,5,0.525554,4,0.065065,2,7,0.756757,0,0,0,-2,-0.231202,4,0.065065,tie
27,5,2,5,0.575181,4,0.061116,2,10,1,0,0,0,-5,-0.424819,4,0.061116,different
18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tie
24,5,4,6,0.690909,7,0.121245,5,9,0.925193,0,0,-1,-3,-0.234284,7,0.121245,different
27,4,3,6,0.652489,8,0.135962,4,9,0.93374,1,0.013853,-1,-3,-0.281251,7,0.122109,different
19,2,3,7,0.769093,6,0.094166,5,9,0.938254,5,0.070843,-2,-2,-0.169162,1,0.023323,different
24,4,2,6,0.686906,4,0.049358,2,7,0.774806,0,0,0,-1,-0.0879,4,0.049358,tie
31,6,2,4,0.485944,1,0.016936,2,5,0.555669,0,0,0,-1,-0.069725,1,0.016936,tie
9,2,5,10,1,10,0.138612,5,10,1,1,0.0159,0,0,0,9,0.122713,tie
18,4,6,10,1,17,0.176693,5,10,1,4,0.053082,1,0,0,13,0.123611,tie
15,2,5,9,0.939502,12,0.145229,6,10,1,11,0.12927,-1,-1,-0.060498,1,0.015958,tie
12,2,6,10,1,6,0.093244,5,8,0.896445,4,0.092084,1,2,0.103555,2,0.001161,different
13,2,2,4,0.441402,0,0,4,5,0.650602,1,0.01461,-2,-1,-0.2092,-1,-0.01461,tie
9,1,6,9,0.947073,14,0.153393,4,10,1,4,0.04084,2,-1,-0.052927,10,0.112553,different
24,2,4,4,0.506292,3,0.053777,5,6,0.716381,1,0.014824,-1,-2,-0.210089,2,0.038953,tie
12,2,4,10,1,16,0.176196,5,9,0.95793,18,0.170632,-1,1,0.04207,-2,0.005564,different
24,7,3,4,0.521583,8,0.185113,3,7,0.730726,0,0,0,-3,-0.209144,8,0.185113,different
24,6,5,8,0.869532,5,0.085095,2,8,0.865067,2,0.04024,3,0,0.004464,3,0.044855,tie
18,3,2,2,0.287212,1,0.017681,2,3,0.411594,0,0,0,-1,-0.124382,1,0.017681,different
12,2,4,10,1,8,0.104825,4,9,0.947533,7,0.102139,0,1,0.052467,1,0.002687,tie
27,5,1,4,0.460888,4,0.071324,3,7,0.773241,0,0,-2,-3,-0.312353,4,0.071324,different
33,6,5,10,1,9,0.129139,5,9,0.931116,5,0.079033,0,1,0.068884,4,0.050106,different
21,2,4,7,0.799843,5,0.084208,2,8,0.941991,0,0,2,-1,-0.142148,5,0.084208,tie
21,3,5,7,0.818117,7,0.130298,5,8,0.926108,2,0.031796,0,-1,-0.107991,5,0.098503,different
15,3,5,9,0.942009,11,0.143729,5,10,1,7,0.071608,0,-1,-0.057991,4,0.072121,different
29,5,4,6,0.685134,2,0.031151,2,7,0.751192,0,0,2,-1,-0.066058,2,0.031151,tie
27,3,2,2,0.229418,1,0.018516,3,9,0.91907,0,0,-1,-7,-0.689652,1,0.018516,different
15,3,3,8,0.86703,11,0.157225,5,9,0.944015,9,0.115334,-2,-1,-0.076986,2,0.041891,tie
18,3,2,2,0.285714,0,0,4,6,0.695271,1,0.015927,-2,-4,-0.409557,-1,-0.015927,different
15,3,3,5,0.598299,1,0.015943,5,10,1,1,0.014692,-2,-5,-0.401701,0,0.001251,different
12,3,2,5,0.586408,4,0.065507,4,7,0.756303,0,0,-2,-2,-0.169895,4,0.065507,tie
20,5,2,8,0.837476,8,0.12901,2,7,0.674969,0,0,0,1,0.162507,8,0.12901,tie
21,4,3,5,0.611872,6,0.112127,2,7,0.736612,0,0,1,-2,-0.12474,6,0.112127,tie
24,4,3,7,0.810831,1,0.020188,4,6,0.710483,2,0.050906,-1,1,0.100348,-1,-0.030718,tie
21,4,5,10,1,18,0.247323,5,10,1,1,0.015735,0,0,0,17,0.231588,tie
30,2,4,9,0.912731,4,0.069273,5,9,0.928218,3,0.090915,-1,0,-0.015487,1,-0.021642,tie
18,3,6,9,0.929926,4,0.121679,4,8,0.867176,3,0.107699,2,1,0.06275,1,0.01398,tie
21,4,4,5,0.648861,8,0.123759,4,9,0.926209,1,0.015428,0,-4,-0.277348,7,0.108331,different
12,3,3,4,0.517045,3,0.061764,3,8,0.854879,0,0,0,-4,-0.337834,3,0.061764,different
15,3,6,8,0.860088,11,0.164709,5,7,0.785185,3,0.054952,1,1,0.074903,8,0.109756,tie
21,3,3,4,0.491542,2,0.033568,2,4,0.461856,0,0,1,0,0.029687,2,0.033568,tie
15,3,4,9,0.934312,10,0.147736,5,8,0.835849,1,0.01716,-1,1,0.098463,9,0.130577,different
9,1,4,10,1,13,0.19656,3,6,0.611607,0,0,1,4,0.388393,13,0.19656,different
18,3,4,10,1,18,0.193873,6,10,1,11,0.133308,-2,0,0,7,0.060565,tie
18,3,5,8,0.866667,8,0.118815,4,9,0.942574,6,0.068232,1,-1,-0.075908,2,0.050583,tie
33,5,3,5,0.580868,1,0.016635,2,7,0.750716,0,0,1,-2,-0.169848,1,0.016635,tie
12,2,3,6,0.702016,5,0.071451,4,9,1,1,0.006921,-1,-3,-0.297984,4,0.06453,tie
27,5,3,5,0.571704,2,0.03247,3,7,0.745366,0,0,0,-2,-0.173662,2,0.03247,different
27,5,2,7,0.723427,2,0.03659,3,7,0.744868,0,0,-1,0,-0.021441,2,0.03659,tie
24,5,3,9,0.939242,1,0.014629,5,9,0.934586,2,0.064662,-2,0,0.004656,-1,-0.050032,different
12,2,3,3,0.400806,3,0.069307,1,1,0.103093,0,0,2,2,0.297713,3,0.069307,tie
18,4,1,4,0.459173,4,0.07155,1,4,0.417633,0,0,0,0,0.041539,4,0.07155,tie
12,2,4,6,0.766804,4,0.060239,5,6,0.694315,0,0,-1,0,0.072489,4,0.060239,different
18,2,2,4,0.563248,3,0.046327,2,2,0.423364,1,0.01507,0,2,0.139884,2,0.031257,different
21,3,5,10,1,13,0.219066,4,7,0.816971,10,0.17733,1,3,0.183029,3,0.041735,different
18,2,5,7,0.858726,13,0.090012,5,6,0.76066,2,0.025019,0,1,0.098066,11,0.064993,different
18,3,4,8,0.87218,6,0.092499,3,9,0.924084,1,0.015872,1,-1,-0.051903,5,0.076628,tie
27,6,3,5,0.643825,0,0,3,6,0.709516,0,0,0,-1,-0.065691,0,0,different
12,2,5,8,0.863782,10,0.168292,6,10,1,8,0.144019,-1,-2,-0.136218,2,0.024273,different
21,4,5,9,0.931617,12,0.187679,3,8,0.83829,1,0.016904,2,1,0.093327,11,0.170774,tie
12,2,4,7,0.776903,6,0.101139,4,7,0.775966,1,0.015613,0,0,0.000937,5,0.085526,tie
19,4,2,2,0.256018,1,0.018455,3,5,0.593275,0,0,-1,-3,-0.337258,1,0.018455,tie
21,5,3,8,0.843029,6,0.096774,4,8,0.843806,2,0.019592,-1,0,-0.000777,4,0.077182,tie
12,2,5,7,0.779221,8,0.120037,5,8,0.938429,4,0.084329,0,-1,-0.159208,4,0.035709,tie
30,6,2,4,0.45666,3,0.053493,2,6,0.699655,0,0,0,-2,-0.242995,3,0.053493,tie
27,5,3,5,0.598444,5,0.077536,2,9,0.924017,0,0,1,-4,-0.325574,5,0.077536,different
18,3,2,4,0.486,4,0.082091,3,8,0.866667,5,0.078189,-1,-4,-0.380667,-1,0.003902,tie
31,5,4,10,1,4,0.060383,5,10,1,2,0.035992,-1,0,0,2,0.024391,different
21,3,5,10,1,7,0.094415,6,10,1,2,0.045938,-1,0,0,5,0.048477,tie
27,5,3,10,1,8,0.122822,2,8,0.822086,0,0,1,2,0.177914,8,0.122822,tie
27,5,3,3,0.314315,1,0.017498,4,8,0.867479,0,0,-1,-5,-0.553164,1,0.017498,different
15,3,3,3,0.379276,5,0.08271,3,5,0.61674,1,0.016026,0,-2,-0.237464,4,0.066684,tie
24,4,3,10,1,1,0.014836,4,6,0.71615,1,0.014836,-1,4,0.28385,0,-0.000001,different
21,4,4,8,0.844891,7,0.111017,4,8,0.862007,4,0.073144,0,0,-0.017117,3,0.037873,tie
24,4,4,10,1,7,0.088121,2,6,0.695538,1,0.023676,2,4,0.304462,6,0.064445,different
10,2,3,8,0.876703,14,0.200838,4,7,0.847769,6,0.09797,-1,1,0.028933,8,0.102868,tie
45,8,4,6,0.722449,5,0.09951,2,9,1,0,0,2,-3,-0.277551,5,0.09951,different
22,4,3,4,0.477551,2,0.034425,2,4,0.474849,0,0,1,0,0.002702,2,0.034425,tie
14,3,4,8,0.861451,10,0.13769,5,7,0.793676,3,0.024049,-1,1,0.067775,7,0.113642,different
15,2,4,9,0.929402,7,0.125156,3,7,0.784653,1,0.015008,1,2,0.144749,6,0.110148,tie
21,4,4,6,0.7474,11,0.122711,4,7,0.822449,6,0.081786,0,-1,-0.075049,5,0.040925,different
30,4,2,9,0.921442,8,0.124717,4,10,1,1,0.016476,-2,-1,-0.078558,7,0.108242,different
15,3,6,10,1,6,0.083304,5,9,0.930344,1,0.006535,1,1,0.069656,5,0.07677,different
29,9,2,3,0.402256,3,0.050942,1,2,0.205479,0,0,1,1,0.196776,3,0.050942,tie
24,4,2,9,0.922445,5,0.076953,4,8,0.858075,0,0,-2,1,0.06437,5,0.076953,tie
36,6,1,1,0.1,0,0,3,8,0.830739,0,0,-2,-7,-0.730739,0,0,different
19,4,4,9,0.932549,11,0.171635,4,9,0.933486,5,0.071043,0,0,-0.000937,6,0.100592,different
24,5,2,6,0.677419,1,0.016004,3,4,0.592506,1,0.014199,-1,2,0.084914,0,0.001805,tie
12,2,3,5,0.640386,5,0.133739,4,6,0.765024,6,0.07291,-1,-1,-0.124637,-1,0.060829,different
27,5,1,1,0.159341,0,0,3,6,0.681319,1,0.016657,-2,-5,-0.521978,-1,-0.016657,different
27,6,3,5,0.591739,2,0.032407,4,7,0.779374,1,0.015375,-1,-2,-0.187636,1,0.017032,tie
21,3,2,5,0.559917,4,0.069703,1,1,0.130966,1,0.020188,1,4,0.428952,3,0.049515,tie
36,8,1,5,0.587379,0,0,3,7,0.784119,1,0.015045,-2,-2,-0.19674,-1,-0.015045,different
27,6,3,6,0.666973,4,0.062072,2,6,0.674157,0,0,1,0,-0.007184,4,0.062072,tie
36,6,3,9,0.925504,9,0.152635,5,10,1,1,0.013594,-2,-1,-0.074496,8,0.13904,tie
18,3,2,2,0.298969,0,0,3,3,0.460585,1,0.016111,-1,-1,-0.161616,-1,-0.016111,tie
30,4,3,7,0.776793,12,0.178982,3,5,0.538706,0,0,0,2,0.238087,12,0.178982,tie
36,8,3,8,0.856419,1,0.014247,3,7,0.77245,2,0.031716,0,1,0.083969,-1,-0.017469,tie
12,3,5,10,1,12,0.145751,6,10,1,11,0.127747,-1,0,0,1,0.018004,different
24,5,1,2,0.246781,0,0,3,4,0.51756,0,0,-2,-2,-0.270779,0,0,different
40,8,1,1,0.140449,0,0,4,6,0.680147,0,0,-3,-5,-0.539698,0,0,different
21,3,4,9,0.914877,13,0.219081,5,8,0.878746,14,0.246989,-1,1,0.036131,-1,-0.027908,different
18,3,2,2,0.239374,1,0.018868,3,5,0.591133,1,0.015162,-1,-3,-0.351759,0,0.003706,tie
30,5,2,6,0.665025,6,0.103258,3,5,0.557477,0,0,-1,1,0.107548,6,0.103258,different
12,2,4,5,0.672825,8,0.11349,5,7,0.841463,4,0.056966,-1,-2,-0.168638,4,0.056524,tie
30,5,1,4,0.460485,4,0.071098,3,5,0.598338,0,0,-2,-1,-0.137853,4,0.071098,different
15,2,3,4,0.493042,5,0.088994,4,8,0.851155,2,0.031119,-1,-4,-0.358113,3,0.057875,different
42,5,2,2,0.241918,1,0.018805,3,5,0.623702,3,0.041052,-1,-3,-0.381785,-2,-0.022247,different
12,2,2,5,0.575848,3,0.050503,2,5,0.619256,0,0,0,0,-0.043408,3,0.050503,different
24,4,2,5,0.564103,4,0.069202,4,7,0.853165,0,0,-2,-2,-0.289062,4,0.069202,tie
24,4,2,5,0.570707,0,0,3,5,0.655582,0,0,-1,0,-0.084875,0,0,tie
28,4,2,6,0.666016,2,0.039974,4,8,0.832692,0,0,-2,-2,-0.166677,2,0.039974,tie
27,5,3,3,0.369035,7,0.129441,3,8,0.841241,0,0,0,-5,-0.472206,7,0.129441,different
12,2,3,6,0.732704,3,0.069311,2,4,0.432768,0,0,1,2,0.299936,3,0.069311,tie
27,6,2,8,0.885714,0,0,2,8,0.834601,0,0,0,0,0.051114,0,0,different
17,4,3,5,0.652209,4,0.079877,2,7,0.830619,2,0.031537,1,-2,-0.178409,2,0.04834,tie
24,4,4,5,0.613842,1,0.016919,4,9,0.923145,4,0.057991,0,-4,-0.309303,-3,-0.041072,tie
24,4,3,4,0.507692,4,0.083475,2,3,0.418338,0,0,1,1,0.089354,4,0.083475,tie
15,3,2,6,0.67803,6,0.095841,4,7,0.878746,4,0.083036,-2,-1,-0.200715,2,0.012805,tie
30,4,2,3,0.37631,1,0.017681,3,8,0.846831,0,0,-1,-5,-0.470521,1,0.017681,tie
21,3,3,5,0.555028,0,0,4,8,0.865948,1,0.014013,-1,-3,-0.310919,-1,-0.014013,tie
18,2,3,6,0.690909,6,0.153261,2,5,0.629787,6,0.071431,1,1,0.061122,0,0.081831,tie
12,2,4,10,1,12,0.182854,3,10,1,8,0.123782,1,0,0,4,0.059072,tie
25,6,4,9,0.945055,11,0.172055,4,7,0.761644,1,0.016611,0,2,0.183411,10,0.155444,tie
18,3,5,9,0.934666,17,0.250171,5,10,1,9,0.17355,0,-1,-0.065334,8,0.076621,tie
9,2,4,4,0.511029,3,0.065731,4,6,0.756473,2,0.023498,0,-2,-0.245444,1,0.042233,tie
27,5,2,2,0.279261,0,0,3,5,0.644317,1,0.014873,-1,-3,-0.365056,-1,-0.014873,tie
29,6,3,7,0.760563,3,0.047516,3,7,0.755847,0,0,0,0,0.004717,3,0.047516,tie
30,4,1,1,0.177419,0,0,4,8,0.840659,0,0,-3,-7,-0.66324,0,0,tie
11,2,4,9,0.937408,5,0.064467,3,8,0.931388,4,0.093972,1,1,0.00602,1,-0.029505,different
9,2,5,10,1,17,0.184361,5,8,0.874096,4,0.087731,0,2,0.125904,13,0.09663,tie
9,2,7,9,0.944984,7,0.130949,5,8,0.911224,10,0.179125,2,1,0.033759,-3,-0.048176,tie
24,2,2,2,0.306324,0,0,3,3,0.460585,1,0.016111,-1,-1,-0.15426,-1,-0.016111,tie
15,3,3,9,0.940434,7,0.088338,4,8,1,2,0.035137,-1,1,-0.059566,5,0.0532,tie
21,3,4,9,0.939242,16,0.198352,5,10,1,2,0.024227,-1,-1,-0.060758,14,0.174125,tie
46,10,2,7,0.780362,10,0.166985,2,6,0.669829,4,0.077447,0,1,0.110533,6,0.089538,tie
26,5,2,4,0.458599,3,0.05754,3,5,0.586895,2,0.034547,-1,-1,-0.128296,1,0.022993,different
24,4,6,9,0.939112,13,0.204054,5,9,0.94265,10,0.133062,1,0,-0.003538,3,0.070992,tie
30,6,4,9,0.933176,10,0.144634,3,10,1,2,0.035456,1,-1,-0.066824,8,0.109177,tie
24,4,3,6,0.691892,2,0.030393,3,6,0.69258,0,0,0,0,-0.000688,2,0.030393,tie
27,5,2,6,0.700371,9,0.15418,3,4,0.551546,6,0.101381,-1,2,0.148825,3,0.052799,different
27,5,4,6,0.671795,3,0.043251,3,10,1,0,0,1,-4,-0.328205,3,0.043251,different
28,5,3,7,0.794023,6,0.103188,2,9,1,0,0,1,-2,-0.205977,6,0.103188,different
45,7,1,7,0.748272,7,0.116561,2,9,0.913947,3,0.045665,-1,-2,-0.165674,4,0.070896,tie
24,4,3,8,0.853224,12,0.118985,3,7,0.792693,1,0.014447,0,1,0.060531,11,0.104537,tie
21,3,1,5,0.621886,8,0.145669,4,6,0.693931,5,0.087791,-3,-1,-0.072045,3,0.057879,different
12,2,3,9,0.931118,12,0.189913,5,9,0.941587,4,0.071167,-2,0,-0.010468,8,0.118746,tie
12,2,4,8,0.853322,9,0.143405,5,10,1,6,0.086177,-1,-2,-0.146678,3,0.057228,tie
30,5,2,7,0.765193,5,0.077661,3,5,0.546403,0,0,-1,2,0.218791,5,0.077661,tie
13,3,4,6,0.746458,5,0.068974,5,9,1,5,0.098067,-1,-3,-0.253542,0,-0.029093,tie
25,4,2,5,0.582515,2,0.03314,3,5,0.565435,1,0.018171,-1,0,0.01708,1,0.014969,tie
33,5,5,8,0.88219,6,0.128389,5,7,0.816591,4,0.086256,0,1,0.065599,2,0.042134,tie
18,3,3,6,0.721405,4,0.055124,4,7,0.828063,2,0.013779,-1,-1,-0.106658,2,0.041345,different
27,4,3,8,0.853322,11,0.175618,2,10,1,3,0.052677,1,-2,-0.146678,8,0.122941,tie
12,2,5,9,0.93416,6,0.11167,4,9,0.942193,6,0.102785,1,0,-0.008033,0,0.008885,tie
18,5,4,10,1,6,0.094785,3,8,0.834915,1,0.017257,1,2,0.165085,5,0.077528,tie
15,2,2,10,1,12,0.192119,4,10,1,14,0.067593,-2,0,0,-2,0.124526,different
