query	baidu_max_title_char_length_first_screen	baidu_max_title_word_length_first_screen	baidu_max_title_matches_fraction_with_query_first_screen	baidu_avg_title_char_length_first_screen	baidu_avg_title_word_length_first_screen	baidu_avg_title_matches_fraction_with_query_first_screen	baidu_max_snippet_char_length_first_screen	baidu_max_snippet_word_length_first_screen	baidu_max_snippet_matches_fraction_with_query_first_screen	baidu_avg_snippet_char_length_first_screen	baidu_avg_snippet_word_length_first_screen	baidu_avg_snippet_matches_fraction_with_query_first_screen	baidu_max_title_char_length_other_screens	baidu_max_title_word_length_other_screens	baidu_max_title_matches_fraction_with_query_other_screens	baidu_avg_title_char_length_other_screens	baidu_avg_title_word_length_other_screens	baidu_avg_title_matches_fraction_with_query_other_screens	baidu_max_snippet_char_length_other_screens	baidu_max_snippet_word_length_other_screens	baidu_max_snippet_matches_fraction_with_query_other_screens	baidu_avg_snippet_char_length_other_screens	baidu_avg_snippet_word_length_other_screens	baidu_avg_snippet_matches_fraction_with_query_other_screens	sogou_max_title_char_length_first_screen	sogou_max_title_word_length_first_screen	sogou_max_title_matches_fraction_with_query_first_screen	sogou_avg_title_char_length_first_screen	sogou_avg_title_word_length_first_screen	sogou_avg_title_matches_fraction_with_query_first_screen	sogou_max_snippet_char_length_first_screen	sogou_max_snippet_word_length_first_screen	sogou_max_snippet_matches_fraction_with_query_first_screen	sogou_avg_snippet_char_length_first_screen	sogou_avg_snippet_word_length_first_screen	sogou_avg_snippet_matches_fraction_with_query_first_screen	sogou_max_title_char_length_other_screens	sogou_max_title_word_length_other_screens	sogou_max_title_matches_fraction_with_query_other_screens	sogou_avg_title_char_length_other_screens	sogou_avg_title_word_length_other_screens	sogou_avg_title_matches_fraction_with_query_other_screens	sogou_max_snippet_char_length_other_screens	sogou_max_snippet_word_length_other_screens	sogou_max_snippet_matches_fraction_with_query_other_screens	sogou_avg_snippet_char_length_other_screens	sogou_avg_snippet_word_length_other_screens	sogou_avg_snippet_matches_fraction_with_query_other_screens	delta_max_title_char_length_first_screen	delta_max_title_word_length_first_screen	delta_max_title_matches_fraction_with_query_first_screen	delta_avg_title_char_length_first_screen	delta_avg_title_word_length_first_screen	delta_avg_title_matches_fraction_with_query_first_screen	delta_max_snippet_char_length_first_screen	delta_max_snippet_word_length_first_screen	delta_max_snippet_matches_fraction_with_query_first_screen	delta_avg_snippet_char_length_first_screen	delta_avg_snippet_word_length_first_screen	delta_avg_snippet_matches_fraction_with_query_first_screen	delta_max_title_char_length_other_screens	delta_max_title_word_length_other_screens	delta_max_title_matches_fraction_with_query_other_screens	delta_avg_title_char_length_other_screens	delta_avg_title_word_length_other_screens	delta_avg_title_matches_fraction_with_query_other_screens	delta_max_snippet_char_length_other_screens	delta_max_snippet_word_length_other_screens	delta_max_snippet_matches_fraction_with_query_other_screens	delta_avg_snippet_char_length_other_screens	delta_avg_snippet_word_length_other_screens	delta_avg_snippet_matches_fraction_with_query_other_screens	
河北科技大学	28	7	0.75	25.6666666667	5.33333333333	0.592857142857	381	67	0.153846153846	202.0	35.3333333333	0.0761576731726	53	10	0.6	37.7142857143	6.71428571429	0.47193877551	199	47	0.258064516129	132.571428571	27.2857142857	0.0975465056961	44	9	1.0	26.25	5.0	0.733333333333	618	100	0.04	154.5	25.0	0.01	50	10	0.75	30.5	5.66666666667	0.408928571429	267	55	0.218181818182	156.833333333	29.5	0.0602938165438	-16	-2	-0.25	-0.583333333333	0.333333333333	-0.140476190476	-237	-33	0.113846153846	47.5	10.3333333333	0.0661576731726	3	0	-0.15	7.21428571429	1.04761904762	0.0630102040816	-68	-8	0.0398826979472	-24.2619047619	-2.21428571429	0.0372526891523	
火影忍者下载+迅雷下载	82	21	0.545454545455	66.0	14.4	0.303692386045	218	43	0.241379310345	176.6	38.4	0.165102127459	91	17	0.7	72.6	13.0	0.510012340601	214	49	0.21875	178.2	38.6	0.100614664565	90	16	0.5625	67.4	13.0	0.444448051948	233	47	0.380952380952	136.8	26.2	0.138804457953	88	15	1.0	75.6	12.8	0.526666666667	0	0	0	0.0	0.0	0.0	-8	5	-0.0170454545455	-1.4	1.4	-0.140755665903	-15	-4	-0.139573070608	39.8	12.2	0.0262976695054	3	2	-0.3	-3.0	0.2	-0.0166543260661	214	49	0.21875	178.2	38.6	0.100614664565	
北京丰台建都医院	46	8	0.666666666667	36.25	6.75	0.60119047619	216	45	0.173913043478	88.0	17.0	0.0712560386473	92	19	1.0	53.3333333333	10.5	0.697594169247	230	48	0.25	147.333333333	29.6666666667	0.117546213476	46	8	1.0	22.0	3.75	0.625	286	58	0.275862068966	250.25	48.25	0.1585021883	95	17	0.705882352941	72.3333333333	14.0	0.509293538705	241	49	0.3	78.0	16.0	0.080612244898	0	0	-0.333333333333	14.25	3.0	-0.0238095238095	-70	-13	-0.101949025487	-162.25	-31.25	-0.0872461496524	-3	2	0.294117647059	-19.0	-3.5	0.188300630541	-11	-1	-0.05	69.3333333333	13.6666666667	0.0369339685785	
邱县贴吧最新消息	72	15	0.857142857143	47.6666666667	10.3333333333	0.567195767196	221	49	0.163265306122	142.666666667	30.6666666667	0.09318145863	87	22	0.666666666667	67.5714285714	16.7142857143	0.384115884116	320	79	0.354838709677	169.0	41.1428571429	0.159164777147	92	19	0.625	81.2	17.2	0.422543859649	240	47	0.30303030303	176.2	34.4	0.181697642475	63	16	0.8	49.0	11.6	0.630299145299	0	0	0	0.0	0.0	0.0	-20	-4	0.232142857143	-33.5333333333	-6.86666666667	0.144651907547	-19	2	-0.139764996908	-33.5333333333	-3.73333333333	-0.0885161838447	24	6	-0.133333333333	18.5714285714	5.11428571429	-0.246183261183	320	79	0.354838709677	169.0	41.1428571429	0.159164777147	
思量qq亮钻大师	74	20	0.5	53.4	12.6	0.390551948052	235	60	0.263157894737	182.6	42.2	0.160345864662	84	20	0.555555555556	66.4	15.6	0.443636363636	227	58	0.297872340426	214.4	50.4	0.188576763173	87	21	0.5	78.2	19.0	0.393333333333	0	0	0	0.0	0.0	0.0	87	23	0.5	65.6	16.6	0.360755896562	221	53	0.265306122449	128.2	30.8	0.11786528835	-13	-1	0.0	-24.8	-6.4	-0.00278138528139	235	60	0.263157894737	182.6	42.2	0.160345864662	-3	-3	0.0555555555556	0.8	-1.0	0.0828804670748	6	5	0.0325662179766	86.2	19.6	0.0707114748228	
nba2015全明星赛	61	13	0.25	45.1666666667	8.5	0.0696386946387	212	53	0.0975609756098	160.5	37.0	0.0225494707777	84	18	0.222222222222	58.5	12.25	0.0805555555556	223	51	0.184210526316	140.0	28.0	0.0460526315789	63	13	0.181818181818	56.25	11.0	0.0646853146853	226	43	0	56.5	10.75	0.0	84	16	0.333333333333	50.3333333333	9.33333333333	0.105429292929	604	113	0.070796460177	100.666666667	18.8333333333	0.0117994100295	-2	0	0.0681818181818	-11.0833333333	-2.5	0.00495337995338	-14	10	0.0975609756098	104.0	26.25	0.0225494707777	0	2	-0.111111111111	8.16666666667	2.91666666667	-0.0248737373737	-381	-62	0.113414066139	39.3333333333	9.16666666667	0.0342532215494	
基督教儿歌大全100首	86	18	0.533333333333	70.2	14.2	0.268585858586	208	44	0.186046511628	161.4	37.4	0.113538786795	89	17	0.428571428571	57.4	11.4	0.29090145149	245	56	0.208333333333	202.6	44.2	0.111332714904	92	19	0.571428571429	80.0	15.8333333333	0.36726825233	231	44	0.25	111.666666667	21.8333333333	0.0643939393939	89	19	0.357142857143	75.0	16.25	0.327694235589	221	51	0.181818181818	108.25	23.75	0.0503565062389	-6	-1	-0.0380952380952	-9.8	-1.63333333333	-0.0986823937443	-23	0	-0.0639534883721	49.7333333333	15.5666666667	0.0491448474007	0	-2	0.0714285714286	-17.6	-4.85	-0.0367927840993	24	5	0.0265151515152	94.35	20.45	0.0609762086653	
致我们终将逝去的青春电影完整版	75	16	0.75	63.5	13.25	0.552976190476	507	100	0.25	284.5	61.5	0.138793759513	94	20	0.75	84.6666666667	18.1666666667	0.52828759934	233	52	0.45652173913	188.833333333	40.0	0.215163379508	90	20	0.75	67.3333333333	14.6666666667	0.633333333333	0	0	0	0.0	0.0	0.0	96	20	0.65	75.1666666667	15.5	0.51858974359	0	0	0	0.0	0.0	0.0	-15	-4	0.0	-3.83333333333	-1.41666666667	-0.0803571428571	507	100	0.25	284.5	61.5	0.138793759513	-2	0	0.1	9.5	2.66666666667	0.00969785575049	233	52	0.45652173913	188.833333333	40.0	0.215163379508	
学驾照科目一模拟考试	93	20	0.529411764706	76.4	14.8	0.448263305322	232	43	0.46511627907	203.0	39.8	0.331182609001	88	19	0.473684210526	86.4	17.4	0.366564327485	228	49	0.459459459459	210.6	42.6	0.233736922587	92	19	0.466666666667	83.8	17.2	0.343187134503	0	0	0	0.0	0.0	0.0	87	17	0.529411764706	67.0	13.2	0.397899159664	230	42	0.214285714286	46.0	8.4	0.0428571428571	1	1	0.0627450980392	-7.4	-2.4	0.105076170819	232	43	0.46511627907	203.0	39.8	0.331182609001	1	2	-0.0557275541796	19.4	4.2	-0.0313348321785	-2	7	0.245173745174	164.6	34.2	0.19087977973	
最近10天电影	92	21	0.52380952381	77.0	16.8	0.329888558294	227	52	0.108695652174	170.8	37.8	0.0720367052004	89	21	0.666666666667	53.8	12.0	0.231904761905	210	58	0.214285714286	197.0	45.6	0.0979311773626	86	20	0.666666666667	56.5	13.5	0.272916666667	213	41	0.0731707317073	95.5	19.0	0.0325783972125	88	25	0.52380952381	54.0	13.6666666667	0.231127498233	729	159	0.302325581395	272.333333333	60.0	0.118460108923	6	1	-0.142857142857	20.5	3.3	0.0569718916275	14	11	0.0355249204666	75.3	18.8	0.0394583079879	1	-4	0.142857142857	-0.2	-1.66666666667	0.000777263672001	-519	-101	-0.0880398671096	-75.3333333333	-14.4	-0.0205289315603	
比亚迪唐最新消息	88	23	0.428571428571	66.0	14.75	0.204707656474	232	53	0.08	169.75	38.25	0.0538679245283	71	17	0.4	51.1666666667	11.5	0.232947281477	232	50	0.153846153846	160.166666667	37.1666666667	0.0924592074592	88	17	0.384615384615	71.25	14.25	0.220749838397	220	50	0.04	55.0	12.5	0.01	76	17	0.5	52.6666666667	10.1666666667	0.295814479638	618	131	0.18320610687	175.5	39.0	0.05308411179	0	6	0.043956043956	-5.25	0.5	-0.0160421819229	12	3	0.04	114.75	25.75	0.0438679245283	-5	0	-0.1	-1.5	1.33333333333	-0.0628671981613	-386	-81	-0.0293599530241	-15.3333333333	-1.83333333333	0.0393750956692	
怎样邀请好友加入群	90	20	0.5	53.25	12.0	0.4125	231	59	0.338983050847	144.5	39.25	0.157167671141	90	19	0.714285714286	57.1666666667	12.1666666667	0.391141533905	401	96	0.188679245283	262.666666667	63.5	0.110461950746	62	14	0.571428571429	44.25	9.75	0.457142857143	0	0	0	0.0	0.0	0.0	68	15	0.571428571429	43.1666666667	9.33333333333	0.372277722278	752	163	0.153374233129	199.833333333	44.3333333333	0.0740529382259	28	6	-0.0714285714286	9.0	2.25	-0.0446428571429	231	59	0.338983050847	144.5	39.25	0.157167671141	22	4	0.142857142857	14.0	2.83333333333	0.018863811627	-351	-67	0.0353050121542	62.8333333333	19.1666666667	0.0364090125199	
肝火旺的症状	59	14	0.5	49.0	11.25	0.316620879121	301	69	0.176470588235	174.25	40.0	0.0997335890878	41	9	0.571428571429	36.1666666667	7.5	0.380952380952	355	81	0.185185185185	131.833333333	31.0	0.0689628912899	37	11	0.5	28.0	7.33333333333	0.430735930736	0	0	0	0.0	0.0	0.0	59	13	0.666666666667	30.8571428571	6.57142857143	0.471742543171	727	154	0.314285714286	164.714285714	34.1428571429	0.114508348794	22	3	0.0	21.0	3.91666666667	-0.114115051615	301	69	0.176470588235	174.25	40.0	0.0997335890878	-18	-4	-0.0952380952381	5.30952380952	0.928571428571	-0.0907901622187	-372	-73	-0.129100529101	-32.880952381	-3.14285714286	-0.0455454575041	
用电饭锅怎么做蛋糕	82	18	0.5	54.6666666667	11.3333333333	0.342592592593	163	35	0.142857142857	54.3333333333	11.6666666667	0.047619047619	92	22	0.714285714286	64.7142857143	13.8571428571	0.377426249607	252	61	0.232142857143	152.142857143	36.4285714286	0.111095169468	63	14	0.6	41.25	8.75	0.489285714286	0	0	0	0.0	0.0	0.0	95	21	0.52380952381	73.3333333333	16.0	0.311507936508	648	145	0.234482758621	108.0	24.1666666667	0.0390804597701	19	4	-0.1	13.4166666667	2.58333333333	-0.146693121693	163	35	0.142857142857	54.3333333333	11.6666666667	0.047619047619	-3	1	0.190476190476	-8.61904761905	-2.14285714286	0.0659183130988	-396	-84	-0.00233990147783	44.1428571429	12.2619047619	0.0720147096974	
小学美术教案+简笔画	47	10	0.555555555556	43.25	8.25	0.425	236	54	0.185185185185	168.0	37.0	0.116250944822	90	21	0.5	60.1666666667	12.3333333333	0.315476190476	221	50	0.309523809524	190.5	42.5	0.162106609655	49	9	1.0	40.0	7.4	0.480555555556	235	52	0.122448979592	138.8	28.4	0.0681108090516	67	19	0.444444444444	50.4	10.6	0.375149996203	227	43	0.269230769231	68.8	13.8	0.0631484794275	-2	1	-0.444444444444	3.25	0.85	-0.0555555555556	1	2	0.0627362055933	29.2	8.6	0.0481401357708	23	2	0.0555555555556	9.76666666667	1.73333333333	-0.0596738057264	-6	7	0.040293040293	121.7	28.7	0.0989581302275	
刘老根大舞台	81	15	0.6	52.6666666667	10.0	0.433333333333	309	65	0.195652173913	172.666666667	37.0	0.0959866220736	89	22	0.5625	59.0	12.4285714286	0.402133580705	230	60	0.285714285714	123.0	26.5714285714	0.083428291225	91	16	0.428571428571	69.75	12.75	0.311710164835	215	46	0.195652173913	53.75	11.5	0.0489130434783	53	10	0.6	23.1666666667	4.33333333333	0.333333333333	357	74	0.576271186441	152.166666667	27.8333333333	0.147042623738	-10	-1	0.171428571429	-17.0833333333	-2.75	0.121623168498	94	19	0.0	118.916666667	25.5	0.0470735785953	36	12	-0.0375	35.8333333333	8.09523809524	0.0688002473717	-127	-14	-0.290556900726	-29.1666666667	-1.2619047619	-0.0636143325126	
睿德二元期权可靠吗	88	22	0.714285714286	71.6	16.6	0.321708817498	227	61	0.217391304348	178.6	42.2	0.107160480289	48	10	0.6	39.6	7.6	0.497777777778	225	50	0.18	172.0	36.8	0.116991452991	70	14	0.583333333333	60.6666666667	12.6666666667	0.424603174603	0	0	0	0.0	0.0	0.0	65	13	0.5	51.4285714286	10.7142857143	0.443256743257	228	46	0.142857142857	50.2857142857	10.5714285714	0.039041703638	18	8	0.130952380952	10.9333333333	3.93333333333	-0.102894357105	227	61	0.217391304348	178.6	42.2	0.107160480289	-17	-3	0.1	-11.8285714286	-3.11428571429	0.054521034521	-3	4	0.0371428571429	121.714285714	26.2285714286	0.0779497493535	
新农村	30	6	0.5	24.6666666667	5.33333333333	0.388888888889	0	0	0	0.0	0.0	0.0	84	14	0.5	37.0	7.14285714286	0.365986394558	230	49	0.183673469388	90.7142857143	17.8571428571	0.0582518721774	74	15	0.5	36.0	7.66666666667	0.4	390	68	0.367647058824	263.666666667	47.3333333333	0.239705882353	62	11	0.333333333333	24.7142857143	5.28571428571	0.21583178726	653	140	0.0928571428571	122.857142857	26.0	0.0255102040816	-44	-9	0.0	-11.3333333333	-2.33333333333	-0.0111111111111	-390	-68	-0.367647058824	-263.666666667	-47.3333333333	-0.239705882353	22	3	0.166666666667	12.2857142857	1.85714285714	0.150154607297	-423	-91	0.0908163265306	-32.1428571429	-8.14285714286	0.0327416680958	
卫生间装修效果图小户型	86	14	0.545454545455	70.6666666667	11.0	0.491341991342	226	45	0.411764705882	148.333333333	26.3333333333	0.189106753813	92	18	0.666666666667	82.4285714286	14.5714285714	0.376820728291	285	59	0.421052631579	228.428571429	43.2857142857	0.250930820849	92	20	0.666666666667	74.5	13.75	0.391919191919	229	36	0.444444444444	57.25	9.0	0.111111111111	90	17	0.625	55.8333333333	9.16666666667	0.37122118078	745	140	0.25	124.166666667	23.3333333333	0.0416666666667	-6	-6	-0.121212121212	-3.83333333333	-2.75	0.0994227994228	-3	9	-0.0326797385621	91.0833333333	17.3333333333	0.0779956427015	2	1	0.0416666666667	26.5952380952	5.40476190476	0.00559954751131	-460	-81	0.171052631579	104.261904762	19.9523809524	0.209264154183	
qq音乐2015年度盛典	85	18	0.5	63.6	13.2	0.327777777778	218	51	0.31914893617	147.0	32.2	0.135131035006	80	19	0.5	63.2	13.2	0.302631578947	268	55	0.210526315789	156.2	36.8	0.102594843647	78	16	0.555555555556	55.5	11.75	0.415674603175	0	0	0	0.0	0.0	0.0	83	15	0.4	49.8333333333	9.66666666667	0.268939393939	618	142	0.211267605634	140.833333333	31.0	0.0465749039693	7	2	-0.0555555555556	8.1	1.45	-0.0878968253968	218	51	0.31914893617	147.0	32.2	0.135131035006	-3	4	0.1	13.3666666667	3.53333333333	0.033692185008	-350	-87	-0.000741289844329	15.3666666667	5.8	0.0560199396782	
自己怎样盘发简单好看	88	19	0.416666666667	74.25	15.5	0.374396929825	227	50	0.28	107.25	26.25	0.170198412698	91	17	0.714285714286	67.0	12.5	0.460645454763	246	56	0.315789473684	187.0	43.3333333333	0.162770321346	90	18	0.571428571429	56.6	11.6	0.443650793651	0	0	0	0.0	0.0	0.0	96	19	0.555555555556	63.6	12.8	0.2869625043	538	120	0.18	155.6	34.0	0.046	-2	1	-0.154761904762	17.65	3.9	-0.0692538638262	227	50	0.28	107.25	26.25	0.170198412698	-5	-2	0.15873015873	3.4	-0.3	0.173682950463	-292	-64	0.135789473684	31.4	9.33333333333	0.116770321346	
述职述廉报告	89	20	0.5	52.0	11.8	0.322727272727	228	53	0.404761904762	215.0	49.6	0.135606695508	60	13	0.6	43.0	9.0	0.382820512821	228	49	0.0869565217391	179.8	38.2	0.054647057713	55	12	0.625	43.8	9.0	0.461666666667	235	49	0.380952380952	233.2	44.6	0.144157155205	54	12	0.363636363636	39.2	8.2	0.256060606061	704	136	0.154411764706	234.8	46.6	0.0591376720901	34	8	-0.125	8.2	2.8	-0.138939393939	-7	4	0.0238095238095	-18.2	5.0	-0.00855045969629	6	1	0.236363636364	3.8	0.8	0.12675990676	-476	-87	-0.0674552429668	-55.0	-8.4	-0.00449061437711	
365新年快乐	84	18	0.5	44.4	9.0	0.176046176046	218	59	0.0338983050847	131.4	30.6	0.0178824367109	79	15	0.5	44.0	9.2	0.22	205	61	0.28125	170.8	38.4	0.123310965088	83	18	0.5	59.6	10.6	0.220202020202	175	31	0.214285714286	93.2	17.0	0.0570010634527	79	15	1.0	31.2	5.4	0.323333333333	584	120	0.1	145.6	29.4	0.0274074074074	1	0	0.0	-15.2	-1.6	-0.0441558441558	43	28	-0.180387409201	38.2	13.6	-0.0391186267418	0	0	-0.5	12.8	3.8	-0.103333333333	-379	-59	0.18125	25.2	9.0	0.0959035576802	
三国志刘备传修改器	83	15	0.571428571429	71.25	14.25	0.460805860806	168	43	0.216216216216	165.75	38.5	0.179604022627	91	16	0.555555555556	74.0	13.1666666667	0.421652421652	264	65	0.288888888889	224.0	49.1666666667	0.183787019081	90	18	0.571428571429	77.25	14.5	0.461544011544	157	46	0.0869565217391	39.25	11.5	0.0217391304348	94	16	0.555555555556	71.1666666667	13.1666666667	0.436289173789	195	37	0.486486486486	50.5	10.0	0.110066588327	-7	-3	0.0	-6.0	-0.25	-0.000738150738151	11	-3	0.129259694477	126.5	27.0	0.157864892192	-3	0	0.0	2.83333333333	0.0	-0.0146367521368	69	28	-0.197597597598	173.5	39.1666666667	0.0737204307537	
努比亚（nubia）小牛4+Z9mini	73	14	0.428571428571	63.25	12.0	0.288461538462	213	51	0.111111111111	192.25	44.0	0.0758492307303	82	18	0.384615384615	74.8333333333	14.8333333333	0.241750610501	211	52	0.142857142857	191.333333333	42.1666666667	0.0884717134717	84	19	0.578947368421	79.1666666667	15.5	0.356373706703	206	44	0.0681818181818	34.3333333333	7.33333333333	0.0113636363636	82	17	0.666666666667	79.5	16.0	0.426776960784	0	0	0	0.0	0.0	0.0	-11	-5	-0.15037593985	-15.9166666667	-3.5	-0.0679121682411	7	7	0.0429292929293	157.916666667	36.6666666667	0.0644855943667	0	1	-0.282051282051	-4.66666666667	-1.16666666667	-0.185026350284	211	52	0.142857142857	191.333333333	42.1666666667	0.0884717134717	
菏泽公墓	92	20	0.3	55.2	12.0	0.167142857143	231	44	0.121212121212	161.2	29.0	0.0676593521421	88	18	0.4	55.2	11.0	0.292222222222	233	47	0.264705882353	202.4	39.2	0.0957744188783	88	18	0.428571428571	50.5	10.5	0.289087301587	238	45	0.137931034483	105.5	18.5	0.0622605363985	92	20	0.375	44.1666666667	8.66666666667	0.21130952381	803	145	0.19512195122	251.5	47.6666666667	0.0679216416391	4	2	-0.128571428571	4.7	1.5	-0.121944444444	-7	-1	-0.0167189132706	55.7	10.5	0.00539881574364	-4	-2	0.025	11.0333333333	2.33333333333	0.0809126984127	-570	-98	0.0695839311334	-49.1	-8.46666666667	0.0278527772392	
通用pe工具箱	78	18	0.444444444444	56.75	12.5	0.294444444444	297	61	0.093023255814	170.25	35.25	0.055821166191	87	18	0.428571428571	64.6666666667	13.3333333333	0.297994829245	339	78	0.212121212121	246.166666667	54.0	0.094071795926	85	20	0.444444444444	72.75	16.5	0.238888888889	166	45	0.296296296296	112.5	27.25	0.105455455455	81	19	0.4	48.6666666667	11.1666666667	0.183438296596	533	114	0.140350877193	88.8333333333	19.0	0.0233918128655	-7	-2	0.0	-16.0	-4.0	0.0555555555556	131	16	-0.203273040482	57.75	8.0	-0.0496342892645	6	-1	0.0285714285714	16.0	2.16666666667	0.114556532649	-194	-36	0.0717703349282	157.333333333	35.0	0.0706799830605	
深圳市格美奇科技有限公司	66	12	1.0	47.25	6.75	0.7	232	41	0.19512195122	165.25	30.0	0.0994215134459	79	13	1.0	55.3333333333	8.0	0.613186813187	217	40	0.25	195.833333333	35.3333333333	0.178527920633	63	12	0.8	47.0	7.33333333333	0.55	113	21	0.190476190476	37.6666666667	7.0	0.0634920634921	92	14	0.8	72.8571428571	10.4285714286	0.530597973455	240	40	0.457142857143	209.428571429	34.7142857143	0.234647175661	3	0	0.2	0.25	-0.583333333333	0.15	119	20	0.00464576074332	127.583333333	23.0	0.0359294499538	-13	-1	0.2	-17.5238095238	-2.42857142857	0.0825888397317	-23	0	-0.207142857143	-13.5952380952	0.619047619048	-0.0561192550278	
抛釉砖的缺点	50	12	0.5	38.25	9.5	0.364583333333	307	66	0.25	240.5	57.5	0.174843385781	79	19	0.428571428571	57.6666666667	13.5	0.318695376261	252	59	0.421052631579	220.666666667	52.0	0.186922570937	53	14	0.444444444444	31.5	7.75	0.294146825397	736	167	0.275449101796	244.0	55.0	0.11603208677	87	21	0.5	68.0	15.8333333333	0.322739801049	240	52	0.137254901961	116.833333333	25.6666666667	0.0585093011564	-3	-2	0.0555555555556	6.75	1.75	0.0704365079365	-429	-101	-0.0254491017964	-3.5	2.5	0.058811299011	-8	-2	-0.0714285714286	-10.3333333333	-2.33333333333	-0.00404442478746	12	7	0.283797729618	103.833333333	26.3333333333	0.12841326978	
pdf打印机破解版+win7	79	16	0.461538461538	70.8	13.2	0.292045454545	265	57	0.19298245614	168.2	38.0	0.09540436457	73	18	0.230769230769	69.6	14.0	0.175335775336	208	51	0.0625	179.6	44.4	0.0434968216485	80	20	0.266666666667	75.0	14.6	0.138888888889	0	0	0	0.0	0.0	0.0	74	15	0.538461538462	66.0	13.0	0.24927960928	213	41	0.0975609756098	42.6	8.2	0.019512195122	-1	-4	0.194871794872	-4.2	-1.4	0.153156565657	265	57	0.19298245614	168.2	38.0	0.09540436457	-1	3	-0.307692307692	3.6	1.0	-0.0739438339438	-5	10	-0.0350609756098	137.0	36.2	0.0239846265265	
dmi指标详解	57	13	0.272727272727	42.25	9.25	0.205468142968	301	64	0.16	234.75	53.75	0.117634016798	88	19	0.4	60.1666666667	13.1666666667	0.212039903681	220	58	0.130434782609	188.166666667	47.3333333333	0.0675798464404	71	15	0.666666666667	38.4	8.4	0.335384615385	0	0	0	0.0	0.0	0.0	86	19	0.285714285714	49.2	11.2	0.119335839599	615	136	0.169117647059	123.0	27.2	0.0338235294118	-14	-2	-0.393939393939	3.85	0.85	-0.129916472416	301	64	0.16	234.75	53.75	0.117634016798	2	0	0.114285714286	10.9666666667	1.96666666667	0.0927040640818	-395	-78	-0.0386828644501	65.1666666667	20.1333333333	0.0337563170287	
地震中的父与子小练笔	87	19	0.6	47.75	10.75	0.336090225564	224	57	0.188679245283	165.0	41.25	0.118621166983	80	16	0.666666666667	57.5	13.0	0.492198773449	227	54	0.255319148936	203.5	49.8333333333	0.22018004073	71	16	0.75	49.0	11.25	0.567613636364	216	42	0.714285714286	54.0	10.5	0.178571428571	71	16	0.6	56.6666666667	13.1666666667	0.505393217893	240	55	0.272727272727	72.5	16.5	0.0787878787879	16	3	-0.15	-1.25	-0.5	-0.2315234108	8	15	-0.525606469003	111.0	30.75	-0.0599502615888	9	0	0.0666666666667	0.833333333333	-0.166666666667	-0.0131944444444	-13	-1	-0.0174081237911	131.0	33.3333333333	0.141392161942	
电脑壁纸高清	71	12	0.444444444444	57.5	10.5	0.347222222222	160	37	0.0540540540541	80.0	18.5	0.027027027027	91	16	0.4	71.625	11.75	0.283942099567	234	45	0.314285714286	199.25	38.375	0.132874415769	94	21	0.428571428571	69.5	13.75	0.214880952381	178	44	0.125	51.75	13.0	0.0539772727273	90	15	0.4	68.1666666667	11.5	0.229581529582	349	67	0.34328358209	128.666666667	24.6666666667	0.116873021257	-23	-9	0.015873015873	-12.0	-3.25	0.132341269841	-18	-7	-0.0709459459459	28.25	5.5	-0.0269502457002	1	1	0.0	3.45833333333	0.25	0.0543605699856	-115	-22	-0.0289978678038	70.5833333333	13.7083333333	0.0160013945118	
叠像术	47	11	0.25	35.5	7.5	0.160227272727	219	55	0.0232558139535	103.75	24.5	0.00581395348837	90	19	0.25	45.6666666667	9.33333333333	0.10262714868	222	56	0.0444444444444	174.666666667	39.3333333333	0.0140067862894	94	20	0.111111111111	56.2	12.8	0.0839704739705	200	39	0.0512820512821	40.0	7.8	0.0102564102564	87	19	0.142857142857	54.2	12.0	0.0840977443609	237	129	0	122.0	46.4	0.0	-47	-9	0.138888888889	-20.7	-5.3	0.0762567987568	19	16	-0.0280262373286	63.75	16.7	-0.00444245676804	3	0	0.107142857143	-8.53333333333	-2.66666666667	0.0185294043189	-15	-73	0.0444444444444	52.6666666667	-7.06666666667	0.0140067862894	
html文档的基本结构	48	9	0.444444444444	28.6666666667	5.66666666667	0.273148148148	213	50	0.166666666667	137.0	28.6666666667	0.0755555555556	85	20	0.5	51.5714285714	11.2857142857	0.330055658627	226	53	0.21875	194.714285714	44.1428571429	0.128237687847	60	14	0.375	40.3333333333	9.0	0.310714285714	0	0	0	0.0	0.0	0.0	52	10	0.571428571429	34.2857142857	7.28571428571	0.398185941043	322	68	0.367647058824	46.0	9.71428571429	0.0525210084034	-12	-5	0.0694444444444	-11.6666666667	-3.33333333333	-0.0375661375661	213	50	0.166666666667	137.0	28.6666666667	0.0755555555556	33	10	-0.0714285714286	17.2857142857	4.0	-0.068130282416	-96	-15	-0.148897058824	148.714285714	34.4285714286	0.0757166794439	
胎盘组织液的作用	68	13	0.5	43.2	8.4	0.344102564103	301	65	0.107692307692	181.2	39.0	0.0667618532928	92	19	0.285714285714	67.6	15.6	0.211738395763	231	45	0.116279069767	91.8	17.6	0.0410335917313	92	19	0.5	63.8	13.0	0.332287449393	240	47	0.170212765957	48.0	9.4	0.0340425531915	93	19	0.473684210526	52.0	11.0	0.279002576371	649	128	0.314285714286	259.6	52.4	0.156175180183	-24	-6	0.0	-20.6	-4.6	0.0118151147099	61	18	-0.0625204582651	133.2	29.6	0.0327193001014	-1	0	-0.187969924812	15.6	4.6	-0.0672641806078	-418	-83	-0.198006644518	-167.8	-34.8	-0.115141588452	
