query	baidu_reciprocal_of_the_rank_of_the_first_vertical_result	baidu_position_y_of_the_first_vertical_result	baidu_height_of_the_first_vertical_result	baidu_reciprocal_of_the_rank_of_the_first_result_with_image	baidu_position_y_of_the_first_result_with_image	baidu_height_of_the_first_result_with_image	baidu_fraction_of_vertical_results_first_screen	baidu_area_fraction_of_vertical_result_first_screen	baidu_fraction_of_results_with_images_first_screen	baidu_area_fraction_of_results_with_images_first_screen	baidu_number_of_images_first_screen	baidu_area_fraction_of_images_first_screen	baidu_number_of_vertical_types_first_screen	baidu_had_encyclopedia_first_screen	baidu_had_gps_map_first_screen	baidu_had_forum_first_screen	baidu_had_experience_first_screen	baidu_fraction_of_vertical_results_other_screens	baidu_area_fraction_of_vertical_result_other_screens	baidu_fraction_of_results_with_images_other_screens	baidu_area_fraction_of_results_with_images_other_screens	baidu_number_of_images_other_screens	baidu_area_fraction_of_images_other_screens	baidu_number_of_vertical_types_other_screens	baidu_had_encyclopedia_other_screens	baidu_had_gps_map_other_screens	baidu_had_forum_other_screens	baidu_had_experience_other_screens	sogou_reciprocal_of_the_rank_of_the_first_vertical_result	sogou_position_y_of_the_first_vertical_result	sogou_height_of_the_first_vertical_result	sogou_reciprocal_of_the_rank_of_the_first_result_with_image	sogou_position_y_of_the_first_result_with_image	sogou_height_of_the_first_result_with_image	sogou_fraction_of_vertical_results_first_screen	sogou_area_fraction_of_vertical_result_first_screen	sogou_fraction_of_results_with_images_first_screen	sogou_area_fraction_of_results_with_images_first_screen	sogou_number_of_images_first_screen	sogou_area_fraction_of_images_first_screen	sogou_number_of_vertical_types_first_screen	sogou_had_encyclopedia_first_screen	sogou_had_gps_map_first_screen	sogou_had_forum_first_screen	sogou_had_experience_first_screen	sogou_fraction_of_vertical_results_other_screens	sogou_area_fraction_of_vertical_result_other_screens	sogou_fraction_of_results_with_images_other_screens	sogou_area_fraction_of_results_with_images_other_screens	sogou_number_of_images_other_screens	sogou_area_fraction_of_images_other_screens	sogou_number_of_vertical_types_other_screens	sogou_had_encyclopedia_other_screens	sogou_had_gps_map_other_screens	sogou_had_forum_other_screens	sogou_had_experience_other_screens	delta_reciprocal_of_the_rank_of_the_first_vertical_result	delta_position_y_of_the_first_vertical_result	delta_height_of_the_first_vertical_result	delta_reciprocal_of_the_rank_of_the_first_result_with_image	delta_position_y_of_the_first_result_with_image	delta_height_of_the_first_result_with_image	delta_fraction_of_vertical_results_first_screen	delta_area_fraction_of_vertical_result_first_screen	delta_fraction_of_results_with_images_first_screen	delta_area_fraction_of_results_with_images_first_screen	delta_number_of_images_first_screen	delta_area_fraction_of_images_first_screen	delta_number_of_vertical_types_first_screen	delta_had_encyclopedia_first_screen	delta_had_gps_map_first_screen	delta_had_forum_first_screen	delta_had_experience_first_screen	delta_fraction_of_vertical_results_other_screens	delta_area_fraction_of_vertical_result_other_screens	delta_fraction_of_results_with_images_other_screens	delta_area_fraction_of_results_with_images_other_screens	delta_number_of_images_other_screens	delta_area_fraction_of_images_other_screens	delta_number_of_vertical_types_other_screens	delta_had_encyclopedia_other_screens	delta_had_gps_map_other_screens	delta_had_forum_other_screens	delta_had_experience_other_screens	
北国雄狮赵尚志阅读答案	1.0	5.0	145.0	0.1	1036.0	109.0	0.4	0.514285714286	0.0	0.0	0.0	0.0	1	0	0	1	0	0.6	0.652351738241	0.2	0.222903885481	1.0	0.0344949483431	3	0	0	1	0	1.0	5.0	136.0	0	-1	0	0.8	0.844364937388	0.0	0.0	0.0	0.0	1	0	0	1	0	0.6	0.643442622951	0.0	0.0	0.0	0.0	2	0	0	1	0	0.0	0.0	9.0	0.1	1037.0	109.0	-0.4	-0.330079223102	0.0	0.0	0.0	0.0	0	0	0	0	0	0.0	0.00890911529049	0.2	0.222903885481	1.0	0.0344949483431	1	0	0	0	0	
九年级数学	1.0	5.0	85.0	0.5	104.0	109.0	0.8	0.851916376307	0.4	0.55574912892	5.0	0.172010802689	3	0	0	0	0	0.6	0.701230228471	0.4	0.446397188049	2.0	0.0774723802928	3	1	0	1	0	1.0	5.0	206.0	1.0	5.0	206.0	0.8	0.852791878173	0.2	0.348561759729	4.0	0.138120289186	3	0	0	0	0	0.75	0.856198347107	0.0	0.0	0.0	0.0	2	0	0	0	0	0.0	0.0	-121.0	-0.5	99.0	-97.0	0.0	-0.000875501865969	0.2	0.207187369191	1.0	0.0338905135027	0	0	0	0	0	-0.15	-0.154968118636	0.4	0.446397188049	2.0	0.0774723802928	1	1	0	1	0	
水冷机箱	1.0	5.0	129.0	1.0	5.0	129.0	1.0	1.0	1.0	1.0	10.0	0.327020970688	4	1	0	0	0	0.833333333333	0.871406959153	0.833333333333	0.871406959153	5.0	0.138482866447	2	0	0	0	0	1.0	5.0	113.0	0.5	130.0	310.0	1.0	1.0	0.5	0.732860520095	9.0	0.48358478401	2	1	0	0	0	1.0	1.0	0.0	0.0	0.0	0.0	5	0	0	1	1	0.0	0.0	16.0	0.5	-125.0	-181.0	0.0	0.0	0.5	0.267139479905	1.0	-0.156563813323	2	0	0	0	0	-0.166666666667	-0.128593040847	0.833333333333	0.871406959153	5.0	0.138482866447	-3	0	0	-1	-1	
蒙古族的风俗习惯作文	1.0	5.0	251.0	0	-1	0	1.0	1.0	0.0	0.0	0.0	0.0	2	0	0	1	0	0.166666666667	0.226039783002	0.0	0.0	0.0	0.0	1	0	0	0	0	0.5	105.0	180.0	0	-1	0	0.2	0.340909090909	0.0	0.0	0.0	0.0	1	0	0	1	0	0.4	0.461855670103	0.0	0.0	0.0	0.0	1	0	0	1	0	0.5	-100.0	71.0	0	0	0	0.8	0.659090909091	0.0	0.0	0.0	0.0	1	0	0	0	0	-0.233333333333	-0.235815887101	0.0	0.0	0.0	0.0	0	0	0	-1	0	
秦时明月	1.0	5.0	343.0	1.0	5.0	343.0	0.666666666667	0.857621440536	0.666666666667	0.857621440536	2.0	0.113395353471	2	1	0	0	0	1.0	1.0	1.0	1.0	8.0	0.120568213252	5	0	0	1	0	1.0	10.0	282.0	1.0	10.0	282.0	0.666666666667	0.776094276094	0.333333333333	0.474747474747	2.0	0.0651974288338	2	1	0	1	0	1.0	1.0	0.0	0.0	0.0	0.0	1	0	0	0	0	0.0	-5.0	61.0	0.0	-5.0	61.0	0.0	0.0815271644417	0.333333333333	0.382873965789	0.0	0.0481979246374	0	0	0	-1	0	0.0	0.0	1.0	1.0	8.0	0.120568213252	4	0	0	1	0	
联通puk码解锁方法	1.0	5.0	243.0	1.0	5.0	243.0	1.0	1.0	0.75	0.844322344322	6.0	0.213373367648	3	0	0	0	1	0.333333333333	0.386281588448	0.166666666667	0.196750902527	1.0	0.0304477071115	2	0	0	1	0	1.0	5.0	90.0	0	-1	0	1.0	1.0	0.0	0.0	0.0	0.0	3	0	0	1	1	0.8	0.837686567164	0.0	0.0	0.0	0.0	3	1	0	1	0	0.0	0.0	153.0	1.0	6.0	243.0	0.0	0.0	0.75	0.844322344322	6.0	0.213373367648	0	0	0	-1	0	-0.466666666667	-0.451404978717	0.166666666667	0.196750902527	1.0	0.0304477071115	-1	-1	0	0	0	
清明祭文诗词	0.2	401.0	104.0	0.2	401.0	104.0	0.333333333333	0.379562043796	0.333333333333	0.379562043796	2.0	0.061562152335	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	1.0	5.0	112.0	0	-1	0	1.0	1.0	0.0	0.0	0.0	0.0	3	0	0	1	0	0.666666666667	0.720257234727	0.0	0.0	0.0	0.0	2	0	0	1	0	-0.8	396.0	-8.0	0.2	402.0	104.0	-0.666666666667	-0.620437956204	0.333333333333	0.379562043796	2.0	0.061562152335	-2	0	0	-1	0	-0.666666666667	-0.720257234727	0.0	0.0	0.0	0.0	-2	0	0	-1	0	
谜药购买	1.0	5.0	145.0	0.5	164.0	109.0	0.8	0.847396768402	0.6	0.587073608618	3.0	0.090851147611	2	0	0	1	0	0.2	0.23595505618	0.0	0.0	0.0	0.0	1	0	0	1	0	0.25	305.0	178.0	0	-1	0	0.4	0.52972972973	0.0	0.0	0.0	0.0	1	0	0	1	0	0.75	0.757660167131	0.0	0.0	0.0	0.0	2	0	0	1	0	0.75	-300.0	-33.0	0.5	165.0	109.0	0.4	0.317667038672	0.6	0.587073608618	3.0	0.090851147611	1	0	0	0	0	-0.55	-0.521705110951	0.0	0.0	0.0	0.0	-1	0	0	0	0	
山西忻州创奇高中	0.5	104.0	109.0	0.5	104.0	109.0	0.5	0.583333333333	0.5	0.583333333333	2.0	0.0915063051243	2	1	0	0	0	0.333333333333	0.565051020408	0.166666666667	0.405612244898	1.0	0.177459506107	2	0	1	1	0	0.5	105.0	202.0	0.25	564.0	228.0	0.666666666667	0.833333333333	0.0	0.0	0.0	0.0	1	0	0	1	0	0.714285714286	0.806881243063	0.142857142857	0.253052164262	1.0	0.0201876702654	5	1	0	1	0	0.0	-1.0	-93.0	0.25	-460.0	-119.0	-0.166666666667	-0.25	0.5	0.583333333333	2.0	0.0915063051243	1	1	0	-1	0	-0.380952380952	-0.241830222655	0.0238095238095	0.152560080636	0.0	0.157271835842	-3	-1	1	0	0	
蜀门社区	1.0	5.0	85.0	0.5	104.0	189.0	0.8	0.852686308492	0.6	0.705372616984	3.0	0.0877020610387	2	0	0	0	0	0.2	0.285996055227	0.0	0.0	0.0	0.0	1	0	0	1	0	0.5	105.0	90.0	0	-1	0	0.4	0.506616257089	0.0	0.0	0.0	0.0	2	0	0	1	0	0.8	0.8608	0.0	0.0	0.0	0.0	2	0	0	1	0	0.5	-100.0	-5.0	0.5	105.0	189.0	0.4	0.346070051403	0.6	0.705372616984	3.0	0.0877020610387	0	0	0	-1	0	-0.6	-0.574803944773	0.0	0.0	0.0	0.0	-1	0	0	0	0	
武林风2015年3月28日	1.0	5.0	129.0	1.0	5.0	129.0	0.166666666667	0.232432432432	0.166666666667	0.232432432432	1.0	0.027556180716	1	0	0	0	0	0.25	0.299450549451	0.25	0.299450549451	1.0	0.0463407410433	1	0	0	0	0	1.0	5.0	92.0	0.166666666667	547.0	184.0	0.6	0.632911392405	0.0	0.0	0.0	0.0	2	0	0	0	0	1.0	1.0	0.2	0.338235294118	1.0	0.033435828877	2	0	0	0	0	0.0	0.0	37.0	0.833333333333	-542.0	-55.0	-0.433333333333	-0.400478959973	0.166666666667	0.232432432432	1.0	0.027556180716	-1	0	0	0	0	-0.75	-0.700549450549	0.05	-0.0387847446671	0.0	0.0129049121663	-1	0	0	0	0	
蜜恋酸配甜	1.0	5.0	150.0	1.0	5.0	150.0	1.0	1.0	0.5	0.493383742911	2.0	0.0833304052677	2	1	0	0	0	0.5	0.561855670103	0.5	0.561855670103	3.0	0.0869486069061	1	0	0	0	0	1.0	5.0	166.0	0.142857142857	834.0	118.0	1.0	1.0	0.0	0.0	0.0	0.0	4	0	0	1	0	1.0	1.0	0.166666666667	0.165963431786	1.0	0.0255824063419	4	0	0	1	0	0.0	0.0	-16.0	0.857142857143	-829.0	32.0	0.0	0.0	0.5	0.493383742911	2.0	0.0833304052677	-2	1	0	-1	0	-0.5	-0.438144329897	0.333333333333	0.395892238317	2.0	0.0613662005642	-3	0	0	-1	0	
穿越小说下载	0.2	401.0	109.0	0.2	401.0	109.0	0.166666666667	0.204119850187	0.166666666667	0.204119850187	1.0	0.0315880706737	1	0	0	0	0	0.5	0.532967032967	0.25	0.299450549451	1.0	0.0463407410433	2	0	0	0	0	1.0	5.0	128.0	1.0	5.0	128.0	0.666666666667	0.695804195804	0.166666666667	0.223776223776	1.0	0.0269040050858	2	0	0	0	0	0.75	0.848432055749	0.75	0.848432055749	5.0	0.142505543237	1	0	0	0	0	-0.8	396.0	-19.0	-0.8	396.0	-19.0	-0.5	-0.491684345617	0.0	-0.019656373589	0.0	0.00468406558792	-1	0	0	0	0	-0.25	-0.315465022782	-0.5	-0.548981506299	-4.0	-0.0961648021939	1	0	0	0	0	
丰田皮卡	0.5	104.0	109.0	0.5	104.0	109.0	0.75	0.839924670433	0.75	0.839924670433	7.0	0.297691806859	3	0	0	0	0	0.833333333333	0.881450488145	0.5	0.60529986053	3.0	0.0724595977664	4	1	0	0	0	1.0	5.0	328.0	1.0	5.0	328.0	1.0	1.0	0.5	0.485207100592	7.0	0.329518558365	2	0	0	0	0	1.0	1.0	0.125	0.228686058175	1.0	0.0182438223762	5	1	0	1	0	-0.5	99.0	-219.0	-0.5	99.0	-219.0	-0.25	-0.160075329567	0.25	0.354717569841	0.0	-0.0318267515052	1	0	0	0	0	-0.166666666667	-0.118549511855	0.375	0.376613802355	2.0	0.0542157753902	-1	0	0	-1	0	
剑逆九天	1.0	5.0	169.0	1.0	5.0	169.0	0.75	0.837164750958	0.5	0.580459770115	2.0	0.0926341352248	2	1	0	0	0	0.166666666667	0.204119850187	0.166666666667	0.204119850187	1.0	0.0315880706737	1	0	0	0	0	0.5	105.0	166.0	0	-1	0	0.8	0.860128617363	0.0	0.0	0.0	0.0	3	0	0	0	0	0.8	0.849220103986	0.0	0.0	0.0	0.0	2	0	0	0	0	0.5	-100.0	3.0	1.0	6.0	169.0	-0.05	-0.0229638664055	0.5	0.580459770115	2.0	0.0926341352248	-1	1	0	0	0	-0.633333333333	-0.645100253799	0.166666666667	0.204119850187	1.0	0.0315880706737	-1	0	0	0	0	
带妈妈回家电视剧全集	1.0	5.0	110.0	1.0	5.0	110.0	1.0	1.0	1.0	1.0	5.0	0.149010863426	2	0	0	1	0	1.0	1.0	1.0	1.0	8.0	0.231173823472	2	0	0	0	0	1.0	5.0	206.0	1.0	5.0	206.0	1.0	1.0	0.25	0.366548042705	4.0	0.145247492721	2	0	0	1	0	0.5	0.571936056838	0.0	0.0	0.0	0.0	3	0	0	1	0	0.0	0.0	-96.0	0.0	0.0	-96.0	0.0	0.0	0.75	0.633451957295	1.0	0.00376337070479	0	0	0	0	0	0.5	0.428063943162	1.0	1.0	8.0	0.231173823472	-1	0	0	-1	0	
北京清明踏青好去处	1.0	5.0	109.0	1.0	5.0	109.0	1.0	1.0	1.0	1.0	5.0	0.144745930875	3	0	0	0	0	0.8	0.858096828047	0.8	0.858096828047	7.0	0.234424164189	2	0	0	0	0	1.0	5.0	90.0	0.25	451.0	228.0	1.0	1.0	0.25	0.35736677116	1.0	0.0285095468795	3	0	0	1	1	0.666666666667	0.687050359712	0.0	0.0	0.0	0.0	2	0	0	0	0	0.0	0.0	19.0	0.75	-446.0	-119.0	0.0	0.0	0.75	0.64263322884	4.0	0.116236383996	0	0	0	-1	-1	0.133333333333	0.171046468335	0.8	0.858096828047	7.0	0.234424164189	0	0	0	0	0	
孟良崮国家森林公园	1.0	5.0	129.0	1.0	5.0	129.0	1.0	1.0	1.0	1.0	5.0	0.28378413024	4	1	1	0	0	0.833333333333	0.868421052632	0.666666666667	0.674922600619	4.0	0.104446004581	3	0	0	1	0	1.0	5.0	90.0	0.5	107.0	200.0	1.0	1.0	0.5	0.689655172414	1.0	0.0205956112853	1	0	0	0	0	0.875	0.952302631579	0.375	0.570175438596	6.0	0.108193779904	4	0	1	0	0	0.0	0.0	39.0	0.5	-102.0	-71.0	0.0	0.0	0.5	0.310344827586	4.0	0.263188518954	3	1	1	0	0	-0.0416666666667	-0.0838815789474	0.291666666667	0.104747162023	-2.0	-0.00374777532364	-1	0	-1	1	0	
神界传说txt下载	0.333333333333	203.0	105.0	0.111111111111	818.0	109.0	0.166666666667	0.197740112994	0.0	0.0	0.0	0.0	1	0	0	1	0	0.25	0.298630136986	0.25	0.298630136986	1.0	0.046213780109	1	0	0	0	0	0.5	105.0	166.0	0	-1	0	0.5	0.656126482213	0.0	0.0	0.0	0.0	1	0	0	0	0	0.166666666667	0.171428571429	0.0	0.0	0.0	0.0	1	0	0	0	0	-0.166666666667	98.0	-61.0	0.111111111111	819.0	109.0	-0.333333333333	-0.458386369219	0.0	0.0	0.0	0.0	0	0	0	1	0	0.0833333333333	0.127201565558	0.25	0.298630136986	1.0	0.046213780109	0	0	0	0	0	
怎么破解手机图案锁	1.0	5.0	207.0	1.0	5.0	207.0	1.0	1.0	1.0	1.0	7.0	0.24975634546	3	0	0	0	1	1.0	1.0	1.0	1.0	5.0	0.152143013339	3	0	0	0	0	1.0	5.0	90.0	0.2	435.0	228.0	1.0	1.0	0.2	0.373770491803	1.0	0.0298181818182	4	0	0	1	1	0.6	0.62660944206	0.0	0.0	0.0	0.0	3	0	0	0	0	0.0	0.0	117.0	0.8	-430.0	-21.0	0.0	0.0	0.8	0.626229508197	6.0	0.219938163642	-1	0	0	-1	0	0.4	0.37339055794	1.0	1.0	5.0	0.152143013339	0	0	0	0	0	
威震三界	1.0	5.0	131.0	0.5	150.0	129.0	1.0	1.0	0.25	0.244318181818	1.0	0.0387623915737	3	1	0	1	0	0.5	0.611872146119	0.333333333333	0.407914764079	2.0	0.0568258333192	1	0	0	0	0	0.5	105.0	166.0	0.142857142857	876.0	228.0	0.75	0.829411764706	0.0	0.0	0.0	0.0	2	0	0	0	0	0.833333333333	0.904709748083	0.166666666667	0.249726177437	1.0	0.019922333964	2	0	0	0	0	0.5	-100.0	-35.0	0.357142857143	-726.0	-99.0	0.25	0.170588235294	0.25	0.244318181818	1.0	0.0387623915737	1	1	0	1	0	-0.333333333333	-0.292837601965	0.166666666667	0.158188586642	1.0	0.0369034993552	-1	0	0	0	0	
qq空间日记	1.0	5.0	109.0	1.0	5.0	109.0	0.8	0.84022556391	0.6	0.605263157895	3.0	0.0951204684574	2	0	0	1	0	0.4	0.46088794926	0.2	0.272727272727	1.0	0.0432696464079	2	1	0	0	0	0.333333333333	205.0	90.0	0.142857142857	632.0	228.0	0.333333333333	0.368421052632	0.0	0.0	0.0	0.0	2	0	0	0	0	0.75	0.88	0.5	0.664827586207	5.0	0.137680250784	3	0	0	0	1	0.666666666667	-200.0	19.0	0.857142857143	-627.0	-119.0	0.466666666667	0.471804511278	0.6	0.605263157895	3.0	0.0951204684574	0	0	0	1	0	-0.35	-0.41911205074	-0.3	-0.39210031348	-4.0	-0.0944106043758	-1	1	0	0	-1	
异次元杀阵下载	0.5	124.0	109.0	0.5	124.0	109.0	0.8	0.813167259786	0.4	0.387900355872	2.0	0.0600285755864	3	0	0	1	0	0.6	0.654471544715	0.6	0.654471544715	3.0	0.102853839877	1	0	0	0	0	0.333333333333	205.0	90.0	0	-1	0	0.4	0.443496801706	0.0	0.0	0.0	0.0	2	0	0	0	0	0.6	0.689839572193	0.0	0.0	0.0	0.0	2	0	0	1	0	0.166666666667	-81.0	19.0	0.5	125.0	109.0	0.4	0.369670458081	0.4	0.387900355872	2.0	0.0600285755864	1	0	0	1	0	0.0	-0.0353680274771	0.6	0.654471544715	3.0	0.102853839877	-1	0	0	-1	0	
美的电压力锅c6故障	1.0	5.0	185.0	0.5	204.0	109.0	0.75	0.798113207547	0.5	0.449056603774	2.0	0.0636529424143	2	0	0	1	0	0.333333333333	0.485627836611	0.166666666667	0.323751891074	5.0	0.135367163642	2	0	0	1	0	1.0	5.0	156.0	0	-1	0	1.0	1.0	0.0	0.0	0.0	0.0	1	0	0	1	0	0.5	0.588454376164	0.0	0.0	0.0	0.0	2	0	0	1	0	0.0	0.0	29.0	0.5	205.0	109.0	-0.25	-0.201886792453	0.5	0.449056603774	2.0	0.0636529424143	1	0	0	0	0	-0.166666666667	-0.102826539553	0.166666666667	0.323751891074	5.0	0.135367163642	0	0	0	0	0	
僵尸大时代	1.0	5.0	169.0	1.0	5.0	169.0	1.0	1.0	0.666666666667	0.78305785124	5.0	0.234200743494	3	1	0	0	0	0.428571428571	0.587878787879	0.285714285714	0.391515151515	5.0	0.129313957418	3	0	0	1	0	1.0	5.0	220.0	1.0	5.0	220.0	1.0	1.0	0.333333333333	0.411985018727	1.0	0.0653728294178	1	0	0	0	0	0.857142857143	0.923428571429	0.142857142857	0.260571428571	1.0	0.0207875324675	4	0	0	1	0	0.0	0.0	-51.0	0.0	0.0	-51.0	0.0	0.0	0.333333333333	0.371072832513	4.0	0.168827914077	2	1	0	0	0	-0.428571428571	-0.33554978355	0.142857142857	0.130943722944	4.0	0.108526424951	-1	0	0	0	0	
100种简单扎头发图解	1.0	5.0	234.0	1.0	5.0	234.0	1.0	1.0	0.75	0.783362218371	7.0	0.187532616469	3	0	0	0	0	0.833333333333	0.880785413745	0.833333333333	0.880785413745	9.0	0.220363196505	2	0	0	0	0	1.0	5.0	112.0	0.333333333333	253.0	225.0	1.0	1.0	0.25	0.417439703154	3.0	0.113584078259	3	0	0	1	0	0.833333333333	0.862123613312	0.0	0.0	0.0	0.0	3	0	0	0	0	0.0	0.0	122.0	0.666666666667	-248.0	9.0	0.0	0.0	0.5	0.365922515217	4.0	0.0739485382096	0	0	0	-1	0	0.0	0.0186618004325	0.833333333333	0.880785413745	9.0	0.220363196505	-1	0	0	0	0	
怎样清理c盘	1.0	5.0	243.0	1.0	5.0	243.0	1.0	1.0	1.0	1.0	10.0	0.347631478242	3	0	0	0	1	0.857142857143	0.8849797023	0.857142857143	0.8849797023	6.0	0.136952880161	2	0	0	0	0	1.0	5.0	90.0	0.5	107.0	216.0	1.0	1.0	0.25	0.425196850394	4.0	0.160687186829	3	0	0	1	1	1.0	1.0	0.333333333333	0.422982885086	2.0	0.0444721049122	4	0	0	1	0	0.0	0.0	153.0	0.5	-102.0	27.0	0.0	0.0	0.75	0.574803149606	6.0	0.186944291413	0	0	0	-1	0	-0.142857142857	-0.1150202977	0.52380952381	0.461996817215	4.0	0.0924807752484	-2	0	0	-1	0	
巧克力图片	1.0	5.0	145.0	1.0	5.0	145.0	1.0	1.0	1.0	1.0	8.0	0.311658126528	3	0	0	0	0	0.833333333333	0.862903225806	0.833333333333	0.862903225806	5.0	0.136032497901	1	0	0	0	0	1.0	5.0	313.0	1.0	5.0	313.0	1.0	1.0	0.25	0.536878216123	7.0	0.356628722907	2	0	0	0	0	0.8	0.851282051282	0.0	0.0	0.0	0.0	3	0	0	0	0	0.0	0.0	-168.0	0.0	0.0	-168.0	0.0	0.0	0.75	0.463121783877	1.0	-0.0449705963786	1	0	0	0	0	0.0333333333333	0.0116211745244	0.833333333333	0.862903225806	5.0	0.136032497901	-2	0	0	0	0	
景颇歌曲56视频	1.0	5.0	90.0	0.5	109.0	130.0	0.8	0.83619047619	0.4	0.495238095238	2.0	0.0779677819083	1	0	0	0	0	0.4	0.448717948718	0.2	0.25641025641	1.0	0.043731928955	1	0	0	0	0	0.5	118.0	75.0	0	-1	0	0.333333333333	0.370441458733	0.0	0.0	0.0	0.0	2	0	0	0	0	0.25	0.271903323263	0.0	0.0	0.0	0.0	1	0	0	0	0	0.5	-113.0	15.0	0.5	110.0	130.0	0.466666666667	0.465749017457	0.4	0.495238095238	2.0	0.0779677819083	-1	0	0	0	0	0.15	0.176814625455	0.2	0.25641025641	1.0	0.043731928955	0	0	0	0	0	
LOL比赛视频	1.0	5.0	104.0	1.0	5.0	104.0	1.0	1.0	0.8	0.800380228137	4.0	0.128273990417	2	0	0	0	0	1.0	1.0	1.0	1.0	11.0	0.271739331967	3	0	0	0	0	1.0	5.0	90.0	0.333333333333	207.0	206.0	0.8	0.841240875912	0.2	0.375912408759	4.0	0.14895819509	3	0	0	0	0	1.0	1.0	0.2	0.35736677116	1.0	0.0285095468795	4	0	0	1	0	0.0	0.0	14.0	0.666666666667	-202.0	-102.0	0.2	0.158759124088	0.6	0.424467819378	0.0	-0.020684204673	-1	0	0	0	0	0.0	0.0	0.8	0.64263322884	10.0	0.243229785088	-1	0	0	-1	0	
韩雪的老公	1.0	5.0	120.0	1.0	5.0	120.0	1.0	1.0	0.75	0.692737430168	6.0	0.180799291119	4	0	0	1	0	0.833333333333	0.864	0.833333333333	0.864	5.0	0.134944237918	1	0	0	0	0	1.0	5.0	318.0	1.0	5.0	318.0	0.666666666667	0.824242424242	0.333333333333	0.642424242424	9.0	0.42922681359	2	0	0	0	0	0.857142857143	0.898245614035	0.142857142857	0.266666666667	1.0	0.0212737905369	3	0	0	1	0	0.0	0.0	-198.0	0.0	0.0	-198.0	0.333333333333	0.175757575758	0.416666666667	0.0503131877434	-3.0	-0.248427522472	2	0	0	1	0	-0.0238095238095	-0.0342456140351	0.690476190476	0.597333333333	4.0	0.113670447381	-2	0	0	-1	0	
福建一带一路龙头股	1.0	5.0	109.0	1.0	5.0	109.0	0.4	0.478527607362	0.2	0.222903885481	1.0	0.0344949483431	2	0	0	1	0	0.4	0.46088794926	0.4	0.46088794926	2.0	0.07132359298	2	0	0	0	0	0.5	105.0	90.0	0.166666666667	509.0	140.0	0.5	0.550774526678	0.166666666667	0.240963855422	1.0	0.0313065248005	2	0	0	0	0	0.5	0.508474576271	0.0	0.0	0.0	0.0	1	0	0	0	0	0.5	-100.0	19.0	0.833333333333	-504.0	-31.0	-0.1	-0.0722469193162	0.0333333333333	-0.0180599699411	0.0	0.0031884235426	0	0	0	1	0	-0.1	-0.0475866270111	0.4	0.46088794926	2.0	0.07132359298	1	0	0	0	0	
扇子舞红红的线	1.0	5.0	120.0	1.0	5.0	120.0	1.0	1.0	1.0	1.0	7.0	0.251343507468	1	0	0	0	0	0.833333333333	0.871794871795	0.833333333333	0.871794871795	5.0	0.146885005074	2	0	0	0	0	1.0	5.0	206.0	1.0	5.0	206.0	1.0	1.0	0.25	0.381481481481	4.0	0.151164983165	1	0	0	0	0	0.5	0.522851919561	0.0	0.0	0.0	0.0	2	0	0	0	0	0.0	0.0	-86.0	0.0	0.0	-86.0	0.0	0.0	0.75	0.618518518519	3.0	0.100178524303	0	0	0	0	0	0.333333333333	0.348942952234	0.833333333333	0.871794871795	5.0	0.146885005074	0	0	0	0	0	
小米note双通	0.5	126.0	192.0	0.5	126.0	192.0	0.75	0.813263525305	0.5	0.525305410122	5.0	0.186185017225	3	0	0	1	0	0.333333333333	0.362126245847	0.333333333333	0.362126245847	2.0	0.0560399659129	1	0	0	0	0	1.0	5.0	90.0	0	-1	0	1.0	1.0	0.0	0.0	0.0	0.0	3	0	0	1	0	1.0	1.0	0.0	0.0	0.0	0.0	2	0	0	1	0	-0.5	121.0	102.0	0.5	127.0	192.0	-0.25	-0.186736474695	0.5	0.525305410122	5.0	0.186185017225	0	0	0	0	0	-0.666666666667	-0.637873754153	0.333333333333	0.362126245847	2.0	0.0560399659129	-1	0	0	-1	0	
qq分组简单2个分组	0.5	104.0	125.0	0.125	763.0	110.0	0.2	0.255102040816	0.0	0.0	0.0	0.0	1	0	0	1	0	0.2	0.233545647558	0.2	0.233545647558	1.0	0.0358132266237	1	0	0	0	0	0.25	285.0	90.0	0	-1	0	0.333333333333	0.410071942446	0.0	0.0	0.0	0.0	2	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0.25	-181.0	35.0	0.125	764.0	110.0	-0.133333333333	-0.15496990163	0.0	0.0	0.0	0.0	-1	0	0	0	0	0.2	0.233545647558	0.2	0.233545647558	1.0	0.0358132266237	1	0	0	0	0	
创维电视软件下载工具	0.5	126.0	109.0	0.5	126.0	109.0	0.75	0.792233009709	0.5	0.433009708738	2.0	0.0655069116108	3	0	0	1	0	0.333333333333	0.392857142857	0.333333333333	0.392857142857	2.0	0.0602429633563	1	0	0	0	0	1.0	5.0	112.0	0.5	129.0	118.0	1.0	1.0	0.2	0.236	1.0	0.0363781818182	3	0	0	1	1	1.0	1.0	0.0	0.0	0.0	0.0	3	0	0	1	0	-0.5	121.0	-3.0	0.0	-3.0	-9.0	-0.25	-0.207766990291	0.3	0.197009708738	1.0	0.0291287297926	0	0	0	0	-1	-0.666666666667	-0.607142857143	0.333333333333	0.392857142857	2.0	0.0602429633563	-2	0	0	-1	0	
