@relation output

@attribute char_length numeric
@attribute word_length numeric
@attribute baidu_vertical_types_number numeric
@attribute baidu_vertical_results_number numeric
@attribute baidu_vertical_results_area_fraction numeric
@attribute baidu_total_images_number numeric
@attribute baidu_total_images_area_fraction numeric
@attribute baidu_rank_by_type_1 numeric
@attribute baidu_position_y_1 numeric
@attribute baidu_height_1 numeric
@attribute baidu_distance_by_type_1 numeric
@attribute baidu_title_char_length_1 numeric
@attribute baidu_title_word_length_1 numeric
@attribute baidu_title_matches_1 numeric
@attribute baidu_snippet_char_length_1 numeric
@attribute baidu_snippet_word_length_1 numeric
@attribute baidu_snippet_matches_1 numeric
@attribute baidu_vertical_type_1 {forum,encyclopedia,image_text,organic,video,reading,download,others,image,news,experience,gps_map}
@attribute baidu_images_number_1 numeric
@attribute baidu_images_area_fraction_1 numeric
@attribute baidu_is_vertical_1 numeric
@attribute baidu_is_identical_url_1 numeric
@attribute baidu_had_image_1 numeric
@attribute sogou_vertical_types_number numeric
@attribute sogou_vertical_results_number numeric
@attribute sogou_vertical_results_area_fraction numeric
@attribute sogou_total_images_number numeric
@attribute sogou_total_images_area_fraction numeric
@attribute sogou_rank_by_type_1 numeric
@attribute sogou_position_y_1 numeric
@attribute sogou_height_1 numeric
@attribute sogou_distance_by_type_1 numeric
@attribute sogou_title_char_length_1 numeric
@attribute sogou_title_word_length_1 numeric
@attribute sogou_title_matches_1 numeric
@attribute sogou_snippet_char_length_1 numeric
@attribute sogou_snippet_word_length_1 numeric
@attribute sogou_snippet_matches_1 numeric
@attribute sogou_vertical_type_1 {organic,image_text,download,others,video,reading,forum,experience,image,news,encyclopedia,gps_map}
@attribute sogou_images_number_1 numeric
@attribute sogou_images_area_fraction_1 numeric
@attribute sogou_is_vertical_1 numeric
@attribute sogou_is_identical_url_1 numeric
@attribute sogou_had_image_1 numeric
@attribute delta_vertical_types_number numeric
@attribute delta_vertical_results_number numeric
@attribute delta_vertical_results_area_fraction numeric
@attribute delta_total_images_number numeric
@attribute delta_total_images_area_fraction numeric
@attribute delta_position_y_1 numeric
@attribute delta_height_1 numeric
@attribute delta_title_char_length_1 numeric
@attribute delta_title_word_length_1 numeric
@attribute delta_title_matches_1 numeric
@attribute delta_snippet_char_length_1 numeric
@attribute delta_snippet_word_length_1 numeric
@attribute delta_snippet_matches_1 numeric
@attribute delta_images_number_1 numeric
@attribute delta_images_area_fraction_1 numeric
@attribute delta_is_vertical_1 numeric
@attribute delta_is_identical_url_1 numeric
@attribute delta_had_image_1 numeric
@attribute preference {different,tie}

@data
15,2,3,9,0.945338,6,0.077235,1,5,202,0,0,0,0,0,0,0,others,0,0,1,0,0,5,10,1,6,0.091668,1,5,90,0,41,8,3,0,0,0,experience,0,0,1,0,0,-2,-1,-0.054662,0,-0.014433,0,112,-41,-8,-3,0,0,0,0,0,0,0,0,different
15,2,4,8,0.858215,8,0.131324,1,5,176,0,0,0,0,0,0,0,others,0,0,1,0,0,5,8,0.871681,1,0.013414,1,5,162,0,28,5,2,0,0,0,experience,0,0,1,1,0,-1,0,-0.013466,7,0.11791,0,14,-28,-5,-2,0,0,0,0,0,0,-1,0,different
24,2,3,9,0.934615,1,0.024221,1,5,85,0,56,8,1,217,32,1,organic,0,0,0,0,0,4,7,0.787286,3,0.039908,1,5,178,0,34,4,2,0,0,0,reading,0,0,1,0,0,-1,2,0.147329,-2,-0.015687,0,-93,22,4,-1,217,32,1,0,0,-1,0,0,different
15,2,3,6,0.727127,4,0.084295,1,5,85,0,21,3,1,223,45,2,organic,0,0,0,0,0,5,6,0.740879,1,0.013544,1,5,87,0,48,10,2,240,49,1,organic,0,0,0,1,0,-2,0,-0.013752,3,0.070751,0,-2,-27,-7,-1,-17,-4,1,0,0,0,-1,0,different
12,3,2,5,0.586408,4,0.065507,1,5,165,0,32,8,2,207,52,4,reading,0,0,1,0,0,4,7,0.756303,0,0,1,5,112,0,34,10,2,0,0,0,reading,0,0,1,0,0,-2,-2,-0.169895,4,0.065507,0,53,-2,-2,0,207,52,4,0,0,0,0,0,different
25,4,3,6,0.724473,10,0.14105,1,5,209,0,69,13,2,420,90,0,others,1,0.173254,1,0,1,2,8,0.931007,0,0,1,5,166,0,64,13,2,0,0,0,video,0,0,1,0,0,1,-2,-0.206534,10,0.14105,0,43,5,0,0,420,90,0,1,0.173254,0,0,1,different
27,5,4,10,1,11,0.160545,1,5,243,0,36,8,4,0,0,0,experience,4,0.3406,1,1,1,5,8,0.863208,5,0.078473,1,5,90,0,34,7,4,0,0,0,experience,0,0,1,0,0,-1,2,0.136792,6,0.082072,0,153,2,1,0,0,0,0,4,0.3406,0,1,1,different
30,6,3,10,1,12,0.191939,1,5,214,0,84,19,4,203,48,6,others,4,0.419701,1,0,1,2,8,0.838889,1,0.016842,1,5,90,0,45,8,6,0,0,0,image_text,0,0,1,1,0,1,2,0.161111,11,0.175097,0,124,39,11,-2,203,48,6,4,0.419701,0,-1,1,different
30,6,1,2,0.252747,0,0,1,5,85,0,73,14,7,206,41,11,organic,0,0,0,0,0,2,6,0.656904,0,0,1,5,112,0,91,20,5,0,0,0,forum,0,0,1,0,0,-1,-4,-0.404157,0,0,0,-27,-18,-6,2,206,41,11,0,0,-1,0,0,different
21,4,5,10,1,9,0.101119,1,5,109,0,92,18,4,253,53,8,image_text,1,0.154753,1,0,1,6,9,0.93821,7,0.096317,1,5,215,0,31,7,4,489,113,10,others,1,0.071577,1,0,1,-1,1,0.06179,2,0.004802,0,-106,61,11,0,-236,-60,-2,0,0.083175,0,0,0,different
15,3,4,10,1,36,0.380761,1,5,340,0,33,7,3,0,0,0,others,6,0.184507,1,0,1,6,10,1,14,0.180234,1,5,170,0,41,11,3,179,45,1,others,2,0.035936,1,0,1,-2,0,0,22,0.200527,0,170,-8,-4,0,-179,-45,-1,4,0.148571,0,0,0,different
27,4,2,6,0.661355,4,0.067203,1,5,105,0,43,8,4,88,20,4,forum,0,0,1,0,0,2,5,0.573947,0,0,1,5,87,0,65,13,2,234,60,1,organic,0,0,0,0,0,0,1,0.087407,4,0.067203,0,18,-22,-5,2,-146,-40,3,0,0,1,0,0,different
15,2,3,6,0.722675,6,0.110252,1,5,169,0,16,3,1,391,83,2,encyclopedia,1,0.186314,1,0,1,5,9,0.932767,5,0.077139,1,5,90,0,64,9,2,0,0,0,image_text,0,0,1,0,0,-2,-3,-0.210091,1,0.033113,0,79,-48,-6,-1,391,83,2,1,0.186314,0,0,1,different
30,4,3,4,0.518414,6,0.09578,1,5,211,0,49,8,6,0,0,0,image,4,0.32083,1,0,1,3,6,0.632287,0,0,1,5,87,0,40,7,2,224,44,1,organic,0,0,0,0,0,0,-2,-0.113873,6,0.09578,0,124,9,1,4,-224,-44,-1,4,0.32083,1,0,1,different
26,8,3,6,0.702547,14,0.198207,1,5,257,0,45,12,14,0,0,0,image,11,0.741686,1,0,1,2,8,0.823529,0,0,1,5,136,0,60,17,14,0,0,0,forum,0,0,1,0,0,1,-2,-0.120982,14,0.198207,0,121,-15,-5,0,0,0,0,11,0.741686,0,0,1,different
24,5,4,7,0.763889,5,0.082466,1,5,89,0,71,18,8,0,0,0,video,0,0,1,1,0,4,9,0.926829,1,0.015298,1,5,90,0,80,18,9,0,0,0,image_text,0,0,1,0,0,0,-2,-0.16294,4,0.067168,0,-1,-9,0,-1,0,0,0,0,0,0,1,0,different
30,6,1,2,0.252747,0,0,1,5,85,0,36,10,6,227,51,9,organic,0,0,0,0,0,2,2,0.317172,0,0,1,5,87,0,40,10,6,238,47,9,organic,0,0,0,0,0,-1,0,-0.064424,0,0,0,-2,-4,0,0,-11,4,0,0,0,0,0,0,different
24,5,2,5,0.545842,4,0.071932,1,5,85,0,65,14,4,218,56,7,reading,0,0,1,0,0,4,6,0.680734,0,0,1,5,178,0,40,10,5,0,0,0,reading,0,0,1,0,0,-2,-1,-0.134892,4,0.071932,0,-93,25,4,-1,218,56,7,0,0,0,0,0,different
20,3,3,5,0.65838,7,0.106953,1,5,247,0,0,0,0,0,0,0,others,0,0,1,0,0,4,10,1,0,0,1,5,90,0,83,17,1,0,0,0,image_text,0,0,1,0,0,-1,-5,-0.34162,7,0.106953,0,157,-83,-17,-1,0,0,0,0,0,0,0,0,different
26,6,5,8,0.865931,9,0.148296,1,5,150,0,45,10,6,0,0,0,image,2,0.370458,1,0,1,3,8,0.840909,0,0,1,5,90,0,86,22,14,0,0,0,image_text,0,0,1,0,0,2,0,0.025022,9,0.148296,0,60,-41,-12,-8,0,0,0,2,0.370458,0,0,1,different
37,8,6,9,0.946134,16,0.174283,1,5,340,0,33,6,5,0,0,0,others,3,0.092253,1,0,1,5,10,1,11,0.156965,1,5,132,0,36,7,11,0,0,0,forum,1,0.154601,1,0,1,1,-1,-0.053866,5,0.017318,0,208,-3,-1,-6,0,0,0,2,-0.062347,0,0,0,different
21,6,2,5,0.543011,0,0,1,5,105,0,35,10,6,219,49,4,forum,0,0,1,0,0,1,3,0.435589,0,0,1,5,246,0,56,15,6,0,0,0,forum,0,0,1,0,0,1,2,0.107422,0,0,0,-141,-21,-5,0,219,49,4,0,0,0,0,0,different
24,4,4,4,0.571309,3,0.148039,1,5,85,0,27,4,2,187,38,4,organic,0,0,0,1,0,5,7,0.816585,1,0.012782,1,5,87,0,27,4,2,204,39,2,organic,0,0,0,1,0,-1,-3,-0.245276,2,0.135257,0,-2,0,0,0,-17,-1,2,0,0,0,0,0,different
30,5,4,8,0.837786,3,0.048286,1,5,85,0,80,15,8,158,32,8,organic,0,0,0,1,0,4,9,0.925577,1,0.01556,1,5,156,0,37,7,4,0,0,0,reading,0,0,1,1,0,0,-1,-0.087791,2,0.032727,0,-71,43,8,4,158,32,8,0,0,-1,0,0,different
27,5,3,10,1,7,0.120806,1,5,109,0,81,17,10,235,54,9,image_text,1,0.154753,1,1,1,4,10,1,1,0.015362,1,5,118,0,86,20,7,0,0,0,download,0,0,1,0,0,-1,0,0,6,0.105444,0,-9,-5,-3,3,235,54,9,1,0.154753,0,1,1,different
29,7,3,6,0.676806,5,0.081454,1,5,85,0,36,9,7,230,51,7,organic,0,0,0,1,0,5,9,0.926156,1,0.012553,1,5,182,0,36,9,7,0,0,0,experience,0,0,1,1,0,-2,-3,-0.24935,4,0.068901,0,-97,0,0,0,230,51,7,0,0,-1,0,0,tie
24,5,2,4,0.507722,0,0,1,5,188,0,28,6,4,224,48,10,reading,0,0,1,0,0,5,5,0.652278,1,0.01454,1,5,178,0,40,8,5,0,0,0,reading,0,0,1,0,0,-3,-1,-0.144556,-1,-0.01454,0,10,-12,-2,-1,224,48,10,0,0,0,0,0,different
18,3,4,4,0.487969,1,0.016235,1,5,105,0,37,7,2,216,41,3,others,0,0,1,0,0,4,5,0.600551,1,0.016703,1,5,87,0,57,7,2,208,33,4,organic,0,0,0,1,0,0,-1,-0.112582,0,-0.000468,0,18,-20,0,0,8,8,-1,0,0,1,-1,0,different
30,3,3,5,0.634566,1,0.014504,1,5,85,0,40,5,2,220,44,2,organic,0,0,0,1,0,4,5,0.644898,1,0.014848,1,5,180,0,65,12,3,0,0,0,forum,0,0,1,0,0,-1,0,-0.010332,0,-0.000344,0,-95,-25,-7,-1,220,44,2,0,0,-1,1,0,different
18,4,3,8,0.86077,9,0.133176,1,5,109,0,34,6,3,234,59,8,image_text,1,0.154753,1,0,1,3,8,0.837383,3,0.050997,1,5,87,0,56,14,6,232,50,6,organic,0,0,0,0,0,0,0,0.023387,6,0.082178,0,22,-22,-8,-3,2,9,2,1,0.154753,1,0,1,different
33,4,4,10,1,18,0.299451,1,5,259,0,52,8,4,0,0,0,image,5,0.699861,1,0,1,4,9,0.932767,9,0.211505,1,5,321,0,40,6,4,0,0,0,image,7,0.739281,1,0,1,0,1,0.067233,9,0.087946,0,-62,12,2,0,0,0,0,-2,-0.03942,0,0,0,different
12,1,4,4,0.538462,2,0.031752,1,5,145,0,47,10,0,228,50,0,forum,0,0,1,0,0,3,7,0.770852,1,0.015969,1,5,178,0,33,5,1,0,0,0,news,0,0,1,1,0,1,-3,-0.23239,1,0.015782,0,-33,14,5,-1,228,50,0,0,0,0,-1,0,different
33,5,2,5,0.566327,2,0.034425,1,5,105,0,47,10,2,153,34,6,forum,0,0,1,0,0,1,4,0.435955,0,0,1,38,92,0,46,8,2,0,0,0,forum,0,0,1,0,0,1,1,0.130371,2,0.034425,-33,13,1,2,0,153,34,6,0,0,0,0,0,different
30,4,3,4,0.510536,1,0.03016,1,5,85,0,70,14,6,189,48,9,organic,0,0,0,1,0,3,4,0.586698,1,0.001943,1,5,351,0,25,5,3,522,120,2,others,1,0.006993,1,0,1,0,0,-0.076162,0,0.028217,0,-266,45,9,3,-333,-72,7,-1,-0.006993,-1,1,-1,different
27,5,5,9,0.927164,10,0.168406,1,5,255,0,46,9,5,0,0,0,image,9,0.704556,1,0,1,2,3,0.424929,0,0,1,5,178,0,28,6,4,0,0,0,reading,0,0,1,1,0,3,6,0.502234,10,0.168406,0,77,18,3,1,0,0,0,9,0.704556,0,-1,1,different
24,5,2,8,0.884848,16,0.272615,1,5,110,0,55,10,5,214,51,13,others,2,0.306691,1,0,1,3,6,0.637877,4,0.064054,1,5,132,0,49,9,5,0,0,0,others,2,0.233168,1,0,1,-1,2,0.246971,12,0.20856,0,-22,6,1,0,214,51,13,0,0.073523,0,0,0,different
15,3,6,8,0.860088,11,0.164709,1,5,169,0,22,5,3,484,94,4,encyclopedia,1,0.186314,1,0,1,5,7,0.785185,3,0.054952,1,5,173,0,57,12,2,0,0,0,video,1,0.175659,1,0,1,1,1,0.074903,8,0.109756,0,-4,-35,-7,1,484,94,4,0,0.010654,0,0,0,different
12,2,3,9,0.935361,4,0.062256,1,5,210,0,46,9,2,0,0,0,video,4,0.389839,1,0,1,4,7,0.796094,5,0.077983,1,5,157,0,19,4,2,0,0,0,others,0,0,1,0,0,-1,2,0.139267,-1,-0.015727,0,53,27,5,0,0,0,0,4,0.389839,0,0,1,different
9,1,4,5,0.671082,3,0.032518,1,5,337,0,47,9,1,0,0,0,others,0,0,1,0,0,4,10,1,9,0.133617,1,10,279,0,31,6,0,569,78,0,others,0,0,1,0,0,0,-5,-0.328918,-6,-0.101099,-5,58,16,3,1,-569,-78,0,0,0,0,0,0,different
12,2,6,10,1,14,0.151577,1,5,496,0,59,14,2,368,91,0,others,7,0.223569,1,0,1,5,9,0.952224,8,0.136922,1,5,209,0,43,9,2,0,0,0,others,4,0.39057,1,0,1,1,1,0.047776,6,0.014655,0,287,16,5,0,368,91,0,3,-0.167001,0,0,0,different
24,4,2,7,0.742164,6,0.102334,1,5,109,0,80,15,6,237,50,12,image_text,1,0.154753,1,1,1,1,8,0.805369,0,0,1,5,90,0,76,15,6,0,0,0,image_text,0,0,1,0,0,1,-1,-0.063205,6,0.102334,0,19,4,0,0,237,50,12,1,0.154753,0,1,1,different
17,3,4,9,0.925477,11,0.17404,1,5,109,0,79,14,2,216,53,2,image_text,1,0.154753,1,0,1,4,8,0.824597,1,0.018336,1,5,90,0,85,17,2,0,0,0,image_text,0,0,1,0,0,0,1,0.10088,10,0.155704,0,19,-6,-3,0,216,53,2,1,0.154753,0,0,1,different
27,5,2,6,0.66137,5,0.083754,1,5,120,0,46,9,7,0,0,0,image,0,0,1,0,0,3,4,0.508011,3,0.09246,1,5,179,0,34,7,6,0,0,0,image,3,0.548045,1,0,1,-1,2,0.153359,2,-0.008706,0,-59,12,2,1,0,0,0,-3,-0.548045,0,0,-1,tie
18,3,1,9,0.929285,10,0.170271,1,5,210,0,52,10,5,0,0,0,video,4,0.389839,1,0,1,3,9,0.930233,5,0.080047,1,5,112,0,70,16,2,0,0,0,video,0,0,1,0,0,-2,0,-0.000948,5,0.090224,0,98,-18,-6,3,0,0,0,4,0.389839,0,0,1,different
12,2,2,4,0.554974,2,0.059072,1,5,85,0,88,18,6,226,44,8,organic,0,0,0,0,0,3,8,0.8833,1,0.001646,1,5,166,0,78,18,2,0,0,0,reading,0,0,1,0,0,-1,-4,-0.328326,1,0.057426,0,-81,10,0,4,226,44,8,0,0,-1,0,0,different
15,3,1,10,1,13,0.203414,1,5,210,0,49,10,5,0,0,0,video,4,0.389839,1,0,1,3,9,1,0,0,1,38,417,0,25,4,1,0,0,0,others,0,0,1,0,0,-2,1,0,13,0.203414,-33,-207,24,6,4,0,0,0,4,0.389839,0,0,1,different
18,4,4,9,0.932486,8,0.120311,1,5,195,0,38,8,2,280,67,2,others,1,0.185692,1,0,1,5,6,0.523923,2,0.030883,1,10,282,0,38,9,4,189,59,4,organic,2,0.137832,0,0,1,-1,3,0.408563,6,0.089428,-5,-87,0,-1,-2,91,8,-2,-1,0.047861,1,0,0,different
12,2,5,8,0.874446,7,0.086124,1,5,174,0,46,8,2,0,0,0,others,0,0,1,0,0,4,9,0.935888,6,0.070707,1,5,105,0,50,9,2,155,29,1,others,0,0,1,0,0,1,-1,-0.061442,1,0.015417,0,69,-4,-1,0,-155,-29,-1,0,0,0,0,0,different
29,5,2,4,0.514286,0,0,1,5,145,0,34,6,3,358,88,12,forum,0,0,1,0,0,2,2,0.325581,0,0,1,5,87,0,86,17,12,235,43,29,organic,0,0,0,0,0,0,2,0.188704,0,0,0,58,-52,-11,-9,123,45,-17,0,0,1,0,0,different
39,6,2,8,0.839925,8,0.130455,1,5,109,0,85,13,3,172,27,8,image_text,1,0.154753,1,0,1,2,9,0.897767,0,0,1,5,90,0,91,15,5,0,0,0,image_text,0,0,1,0,0,0,-1,-0.057843,8,0.130455,0,19,-6,-2,-2,172,27,8,1,0.154753,0,0,1,different
21,3,2,4,0.500978,3,0.049515,1,5,85,0,67,15,4,207,51,3,organic,0,0,0,0,0,2,7,0.779374,0,0,1,5,180,0,57,12,3,0,0,0,forum,0,0,1,0,0,0,-3,-0.278396,3,0.049515,0,-95,10,3,1,207,51,3,0,0,-1,0,0,different
30,5,3,5,0.703833,4,0.132218,1,5,109,0,30,5,5,238,43,5,image_text,1,0.154753,1,1,1,4,6,0.724247,2,0.06893,1,5,132,0,84,19,8,0,0,0,others,0,0,1,0,0,-1,-1,-0.020414,2,0.063288,0,-23,-54,-14,-3,238,43,5,1,0.154753,0,1,1,different
30,5,2,2,0.239374,1,0.018868,1,5,85,0,43,8,4,213,43,8,organic,0,0,0,0,0,2,5,0.520397,0,0,1,5,87,0,67,12,10,167,35,5,organic,0,0,0,0,0,0,-3,-0.281023,1,0.018868,0,-2,-24,-4,-6,46,8,3,0,0,0,0,0,different
18,3,2,5,0.659091,4,0.062853,1,5,65,0,24,4,3,77,32,0,organic,0,0,0,1,0,3,5,0.660948,2,0.029721,1,5,283,0,52,11,4,0,0,0,others,0,0,1,0,0,-1,0,-0.001857,2,0.033132,0,-218,-28,-7,-1,77,32,0,0,0,-1,1,0,different
30,4,4,10,1,11,0.134163,1,5,243,0,43,7,1,0,0,0,experience,4,0.3406,1,0,1,4,9,0.924282,0,0,1,5,162,0,43,6,1,0,0,0,experience,0,0,1,0,0,0,1,0.075718,11,0.134163,0,81,0,1,0,0,0,0,4,0.3406,0,0,1,tie
30,5,4,10,1,8,0.095137,1,5,168,0,49,9,4,227,50,14,reading,0,0,1,0,0,5,9,0.945761,13,0.178098,1,5,216,0,59,12,5,0,0,0,experience,4,0.377912,1,1,1,-1,1,0.054239,-5,-0.082961,0,-48,-10,-3,-1,227,50,14,-4,-0.377912,0,-1,-1,different
24,4,3,5,0.619857,11,0.211221,1,5,256,0,43,8,4,0,0,0,image,8,0.724769,1,0,1,3,6,0.664488,0,0,1,5,90,0,46,11,4,0,0,0,image_text,0,0,1,0,0,0,-1,-0.044631,11,0.211221,0,166,-3,-3,0,0,0,0,8,0.724769,0,0,1,different
18,3,6,9,0.950437,6,0.101122,1,5,85,0,24,4,3,225,39,6,others,0,0,1,0,0,4,8,0.890566,2,0.062157,1,13,164,0,18,3,3,0,0,0,others,0,0,1,0,0,2,1,0.059871,4,0.038964,-8,-79,6,1,0,225,39,6,0,0,0,0,0,different
22,4,3,5,0.619003,6,0.108751,1,5,109,0,87,18,6,186,36,10,image_text,1,0.154753,1,0,1,3,5,0.612835,9,0.130601,1,10,279,0,31,6,2,588,124,3,others,0,0,1,0,0,0,0,0.006168,-3,-0.02185,-5,-170,56,12,4,-402,-88,7,1,0.154753,0,0,1,different
24,4,3,8,0.872564,13,0.141945,1,5,303,0,81,16,6,227,50,4,others,7,0.274584,1,0,1,5,10,1,1,0.013076,1,5,90,0,72,15,5,0,0,0,image_text,0,0,1,0,0,-2,-2,-0.127436,12,0.128869,0,213,9,1,1,227,50,4,7,0.274584,0,0,1,different
15,2,4,8,0.828526,6,0.0632,1,5,109,0,22,4,2,0,0,0,encyclopedia,0,0,1,0,0,5,9,0.938385,1,0.012882,1,5,178,0,65,15,3,0,0,0,forum,0,0,1,0,0,-1,-1,-0.10986,5,0.050318,0,-69,-43,-11,-1,0,0,0,0,0,0,0,0,different
30,4,5,10,1,14,0.19579,1,5,130,0,49,8,4,0,0,0,image,2,0.338176,1,0,1,5,8,0.854515,4,0.066397,1,5,216,0,37,6,4,0,0,0,experience,3,0.283434,1,1,1,0,2,0.145485,10,0.129393,0,-86,12,2,0,0,0,0,-1,0.054741,0,-1,0,different
15,2,3,5,0.597549,4,0.063593,1,5,104,0,83,16,0,134,27,1,image_text,1,0.162193,1,0,1,4,6,0.700183,1,0.014067,1,5,90,0,91,18,6,0,0,0,image_text,0,0,1,0,0,-1,-1,-0.102633,3,0.049526,0,14,-8,-2,-6,134,27,1,1,0.162193,0,0,1,different
9,2,4,6,0.78141,12,0.060509,1,5,150,0,16,4,1,406,80,7,encyclopedia,1,0.181425,1,0,1,3,5,0.646916,2,0.031328,1,5,87,0,92,25,3,235,51,6,organic,0,0,0,0,0,1,1,0.134495,10,0.029181,0,63,-76,-21,-2,171,29,1,1,0.181425,1,0,1,different
21,3,3,6,0.738863,5,0.059063,1,5,233,0,49,9,1,0,0,0,download,1,0.025017,1,0,1,3,10,1,7,0.030309,1,5,400,0,53,10,4,202,40,7,others,5,0.014318,1,0,1,0,-4,-0.261137,-2,0.028753,0,-167,-4,-1,-3,-202,-40,-7,-4,0.010699,0,0,0,different
12,2,3,6,0.737692,2,0.025951,1,5,279,0,0,0,0,0,0,0,others,0,0,1,0,0,3,3,0.498723,1,0.01548,1,5,87,0,65,12,6,186,37,8,organic,0,0,0,0,0,0,3,0.238969,1,0.010471,0,192,-65,-12,-6,-186,-37,-8,0,0,1,0,0,different
29,6,1,3,0.351145,3,0.055184,1,5,109,0,74,19,6,244,57,7,image_text,1,0.154753,1,1,1,2,2,0.268908,0,0,1,5,87,0,90,20,8,228,52,12,organic,0,0,0,0,0,-1,1,0.082237,3,0.055184,0,22,-16,-1,-2,16,5,-5,1,0.154753,1,1,1,different
22,4,2,3,0.391437,2,0.034389,1,5,110,0,89,23,3,229,55,3,image_text,1,0.153346,1,0,1,3,5,0.556575,1,0.018541,1,5,87,0,92,22,4,238,53,10,organic,0,0,0,0,0,-1,-2,-0.165138,1,0.015848,0,23,-3,1,-1,-9,2,-7,1,0.153346,1,0,1,different
12,2,3,10,1,13,0.139272,1,5,430,0,36,7,2,0,0,0,others,4,0.097259,1,0,1,6,10,1,2,0.025438,1,5,90,0,28,6,2,0,0,0,experience,0,0,1,0,0,-3,0,0,11,0.113834,0,340,8,1,0,0,0,0,4,0.097259,0,0,1,different
18,3,3,3,0.514286,1,0.01377,1,5,370,0,0,0,0,0,0,0,others,0,0,1,0,0,3,6,0.805224,2,0.027148,1,5,408,0,54,11,3,326,76,3,others,0,0,1,0,0,0,-3,-0.290938,-1,-0.013378,0,-38,-54,-11,-3,-326,-76,-3,0,0,0,0,0,different
27,4,4,9,0.922445,8,0.129691,1,5,110,0,81,17,6,205,46,5,image_text,1,0.153346,1,1,1,3,8,0.83617,0,0,1,5,90,0,81,16,2,0,0,0,image_text,0,0,1,0,0,1,1,0.086275,8,0.129691,0,20,0,1,4,205,46,5,1,0.153346,0,1,1,different
40,7,3,3,0.389117,1,0.017318,1,5,105,0,47,9,4,0,0,0,others,0,0,1,0,0,2,5,0.563758,1,0.017439,1,5,178,0,44,8,6,0,0,0,reading,0,0,1,0,0,1,-2,-0.174641,0,-0.000121,0,-73,3,1,-2,0,0,0,0,0,0,0,0,different
14,3,4,6,0.755981,7,0.126766,1,5,85,0,30,7,2,61,11,0,forum,0,0,1,0,0,3,5,0.62908,1,0.017991,1,5,87,0,64,12,6,224,46,10,organic,0,0,0,0,0,1,1,0.126901,6,0.108775,0,-2,-34,-5,-4,-163,-35,-10,0,0,1,0,0,different
30,5,2,3,0.351852,2,0.03675,1,5,109,0,49,10,2,191,41,8,image_text,1,0.154753,1,0,1,2,3,0.355556,0,0,1,5,156,0,51,9,5,0,0,0,news,0,0,1,0,0,0,0,-0.003704,2,0.03675,0,-47,-2,1,-3,191,41,8,1,0.154753,0,0,1,different
21,4,3,10,1,20,0.254653,1,5,279,0,0,0,0,0,0,0,others,4,0.293427,1,0,1,5,10,1,5,0.088664,1,5,215,0,25,5,3,921,189,12,others,1,0.071577,1,0,1,-2,0,0,15,0.165989,0,64,-25,-5,-3,-921,-189,-12,3,0.22185,0,0,0,different
30,5,2,6,0.658291,0,0,1,5,148,0,31,6,4,184,48,11,reading,0,0,1,0,0,3,8,0.8471,0,0,1,5,178,0,37,6,1,0,0,0,reading,0,0,1,0,0,-1,-2,-0.188809,0,0,0,-30,-6,0,3,184,48,11,0,0,0,0,0,different
22,4,1,9,0.9194,9,0.14228,1,5,110,0,63,15,7,216,43,11,image_text,1,0.153346,1,1,1,1,2,0.186916,0,0,1,5,70,0,79,18,8,0,0,0,image_text,0,0,1,1,0,0,7,0.732484,9,0.14228,0,40,-16,-3,-1,216,43,11,1,0.153346,0,0,1,different
29,6,2,5,0.525554,4,0.065065,1,5,108,0,57,13,3,219,56,6,organic,0,0,0,0,0,2,7,0.756757,0,0,1,5,87,0,86,20,5,236,51,3,organic,0,0,0,1,0,0,-2,-0.231202,4,0.065065,0,21,-29,-7,-2,-17,5,3,0,0,0,-1,0,different
27,5,2,5,0.575181,4,0.061116,1,5,202,0,0,0,0,0,0,0,others,0,0,1,0,0,2,10,1,0,0,1,5,112,0,34,7,5,0,0,0,forum,0,0,1,0,0,0,-5,-0.424819,4,0.061116,0,90,-34,-7,-5,0,0,0,0,0,0,0,0,different
27,4,3,6,0.652489,8,0.135962,1,5,89,0,21,3,3,0,0,0,others,0,0,1,0,0,4,9,0.93374,1,0.013853,1,5,162,0,49,8,2,0,0,0,experience,0,0,1,1,0,-1,-3,-0.281251,7,0.122109,0,-73,-28,-5,1,0,0,0,0,0,0,-1,0,different
19,2,3,7,0.769093,6,0.094166,1,5,85,0,61,13,1,212,41,4,organic,0,0,0,0,0,5,9,0.938254,5,0.070843,1,5,87,0,49,10,0,226,43,0,organic,0,0,0,1,0,-2,-2,-0.169162,1,0.023323,0,-2,12,3,1,-14,-2,4,0,0,0,-1,0,different
18,4,6,10,1,17,0.176693,1,5,251,0,0,0,0,0,0,0,forum,0,0,1,0,0,5,10,1,4,0.053082,1,5,90,0,25,5,2,0,0,0,experience,0,0,1,0,0,1,0,0,13,0.123611,0,161,-25,-5,-2,0,0,0,0,0,0,0,0,different
15,2,5,9,0.939502,12,0.145229,1,5,340,0,39,7,2,0,0,0,others,3,0.092253,1,0,1,6,10,1,11,0.12927,1,5,215,0,34,6,2,1248,281,14,others,1,0.071577,1,0,1,-1,-1,-0.060498,1,0.015958,0,125,5,1,0,-1248,-281,-14,2,0.020676,0,0,0,different
