@relation output

@attribute char_length numeric
@attribute word_length numeric
@attribute baidu_vertical_types_number numeric
@attribute baidu_vertical_results_number numeric
@attribute baidu_vertical_results_area_fraction numeric
@attribute baidu_total_images_number numeric
@attribute baidu_total_images_area_fraction numeric
@attribute baidu_rank_by_type_1 numeric
@attribute baidu_position_y_1 numeric
@attribute baidu_height_1 numeric
@attribute baidu_distance_by_type_1 numeric
@attribute baidu_title_char_length_1 numeric
@attribute baidu_title_word_length_1 numeric
@attribute baidu_title_matches_1 numeric
@attribute baidu_snippet_char_length_1 numeric
@attribute baidu_snippet_word_length_1 numeric
@attribute baidu_snippet_matches_1 numeric
@attribute baidu_vertical_type_1 {forum,encyclopedia,image_text,organic,video,reading,download,others,image,news,experience,gps_map}
@attribute baidu_images_number_1 numeric
@attribute baidu_images_area_fraction_1 numeric
@attribute baidu_is_vertical_1 numeric
@attribute baidu_is_identical_url_1 numeric
@attribute baidu_had_image_1 numeric
@attribute sogou_vertical_types_number numeric
@attribute sogou_vertical_results_number numeric
@attribute sogou_vertical_results_area_fraction numeric
@attribute sogou_total_images_number numeric
@attribute sogou_total_images_area_fraction numeric
@attribute sogou_rank_by_type_1 numeric
@attribute sogou_position_y_1 numeric
@attribute sogou_height_1 numeric
@attribute sogou_distance_by_type_1 numeric
@attribute sogou_title_char_length_1 numeric
@attribute sogou_title_word_length_1 numeric
@attribute sogou_title_matches_1 numeric
@attribute sogou_snippet_char_length_1 numeric
@attribute sogou_snippet_word_length_1 numeric
@attribute sogou_snippet_matches_1 numeric
@attribute sogou_vertical_type_1 {organic,image_text,download,others,video,reading,forum,experience,image,news,encyclopedia,gps_map}
@attribute sogou_images_number_1 numeric
@attribute sogou_images_area_fraction_1 numeric
@attribute sogou_is_vertical_1 numeric
@attribute sogou_is_identical_url_1 numeric
@attribute sogou_had_image_1 numeric
@attribute delta_vertical_types_number numeric
@attribute delta_vertical_results_number numeric
@attribute delta_vertical_results_area_fraction numeric
@attribute delta_total_images_number numeric
@attribute delta_total_images_area_fraction numeric
@attribute delta_position_y_1 numeric
@attribute delta_height_1 numeric
@attribute delta_title_char_length_1 numeric
@attribute delta_title_word_length_1 numeric
@attribute delta_title_matches_1 numeric
@attribute delta_snippet_char_length_1 numeric
@attribute delta_snippet_word_length_1 numeric
@attribute delta_snippet_matches_1 numeric
@attribute delta_images_number_1 numeric
@attribute delta_images_area_fraction_1 numeric
@attribute delta_is_vertical_1 numeric
@attribute delta_is_identical_url_1 numeric
@attribute delta_had_image_1 numeric
@attribute preference {different,tie}

@data
18,5,4,10,1,6,0.094785,1,5,110,0,50,10,4,212,40,4,image_text,1,0.153346,1,0,1,3,8,0.834915,1,0.017257,1,5,87,0,75,13,4,217,40,4,organic,0,0,0,0,0,1,2,0.165085,5,0.077528,0,23,-25,-3,0,-5,0,0,1,0.153346,1,0,1,different
15,2,2,10,1,12,0.192119,1,5,210,0,49,9,2,0,0,0,video,4,0.389839,1,0,1,4,10,1,14,0.067593,1,5,206,0,34,6,2,0,0,0,video,4,0.396258,1,0,1,-2,0,0,-2,0.124526,0,4,15,3,0,0,0,0,0,-0.006419,0,0,0,different
21,5,3,6,0.662028,4,0.06707,1,5,85,0,89,20,5,226,48,1,organic,0,0,0,0,0,3,10,1,1,0.016446,1,5,90,0,91,20,5,0,0,0,image_text,0,0,1,0,0,0,-4,-0.337972,3,0.050624,0,-5,-2,0,0,226,48,1,0,0,-1,0,0,different
18,4,2,4,0.507218,3,0.052168,1,5,188,0,30,8,3,215,58,4,reading,0,0,1,0,0,3,5,0.572271,0,0,1,5,178,0,44,12,3,0,0,0,reading,0,0,1,0,0,-1,-1,-0.065053,3,0.052168,0,10,-14,-4,0,215,58,4,0,0,0,0,0,tie
15,2,5,10,1,21,0.243706,1,5,150,0,22,4,2,388,80,5,encyclopedia,1,0.181425,1,0,1,5,9,0.947873,15,0.179073,1,5,215,0,34,7,2,421,87,12,others,1,0.071577,1,0,1,0,1,0.052127,6,0.064633,0,-65,-12,-3,0,-33,-7,-7,0,0.109848,0,0,0,different
12,2,1,1,0.124571,1,0.019278,1,5,85,0,92,19,2,207,47,4,organic,0,0,0,0,0,2,3,0.371271,0,0,1,5,87,0,90,19,2,239,45,3,organic,0,0,0,0,0,-1,-2,-0.246699,1,0.019278,0,-2,2,0,0,-32,2,1,0,0,0,0,0,different
21,6,1,1,0.117904,0,0,1,5,85,0,54,12,7,184,46,6,organic,0,0,0,1,0,3,6,0.658824,0,0,1,5,112,0,53,15,3,0,0,0,others,0,0,1,0,0,-2,-5,-0.54092,0,0,0,-27,1,-3,4,184,46,6,0,0,-1,1,0,different
12,2,3,8,0.877522,6,0.072917,1,5,185,0,26,6,1,200,46,2,forum,0,0,1,0,0,4,5,0.6773,2,0.026987,1,5,253,0,39,6,2,635,133,12,others,0,0,1,0,0,-1,3,0.200222,4,0.04593,0,-68,-13,0,-1,-435,-87,-10,0,0,0,0,0,different
12,1,5,8,0.840226,1,0.019235,1,5,129,0,19,3,1,323,60,0,encyclopedia,1,0.158655,1,0,1,1,3,0.445908,3,0.071653,1,5,87,0,12,1,1,180,34,0,organic,0,0,0,0,0,4,5,0.394318,-2,-0.052418,0,42,7,2,0,143,26,0,1,0.158655,1,0,1,different
11,3,3,8,0.858215,11,0.17351,1,5,243,0,50,11,5,0,0,0,experience,4,0.3406,1,1,1,6,10,1,5,0.074882,1,5,216,0,50,11,5,0,0,0,experience,4,0.377912,1,1,1,-3,-2,-0.141785,6,0.098628,0,27,0,0,0,0,0,0,0,-0.037312,0,0,0,different
15,2,4,10,1,13,0.151643,1,5,340,0,39,7,2,0,0,0,others,3,0.092253,1,0,1,7,10,1,20,0.232115,1,5,215,0,34,6,2,1112,246,15,others,1,0.071577,1,0,1,-3,0,0,-7,-0.080472,0,125,5,1,0,-1112,-246,-15,2,0.020676,0,0,0,different
14,3,6,9,0.917311,11,0.165986,1,5,243,0,62,14,2,0,0,0,experience,4,0.3406,1,1,1,5,9,0.936357,5,0.07302,1,5,90,0,52,10,5,0,0,0,image_text,0,0,1,0,0,1,0,-0.019046,6,0.092966,0,153,10,4,-3,0,0,0,4,0.3406,0,1,1,different
22,4,2,9,0.930442,12,0.186257,1,5,129,0,46,9,4,229,57,10,video,1,0.158655,1,1,1,3,3,0.472727,0,0,1,5,87,0,84,17,4,168,32,12,organic,0,0,0,0,0,-1,6,0.457715,12,0.186257,0,42,-38,-8,0,61,25,-2,1,0.158655,1,1,1,different
26,4,3,4,0.453376,3,0.058095,1,5,109,0,76,16,4,242,50,1,image_text,1,0.154753,1,0,1,2,7,0.727273,1,0.021324,1,5,118,0,86,19,8,0,0,0,download,0,0,1,0,0,1,-3,-0.273897,2,0.036771,0,-9,-10,-3,-4,242,50,1,1,0.154753,0,0,1,different
35,9,3,7,0.7447,4,0.062186,1,5,125,0,43,13,4,277,68,13,forum,0,0,1,0,0,2,8,0.847368,0,0,1,5,90,0,82,19,10,0,0,0,image_text,0,0,1,0,0,1,-1,-0.102668,4,0.062186,0,35,-39,-6,-6,277,68,13,0,0,0,0,0,different
26,6,2,3,0.37631,1,0.017681,1,5,85,0,65,12,7,197,48,13,organic,0,0,0,1,0,2,5,0.602109,0,0,1,5,87,0,65,12,7,226,51,13,organic,0,0,0,1,0,0,-2,-0.225799,1,0.017681,0,-2,0,0,0,-29,-3,0,0,0,0,0,0,different
25,4,3,9,0.920741,6,0.074969,1,5,356,0,0,0,0,0,0,0,forum,0,0,1,0,0,4,7,0.784831,1,0.014995,1,5,90,0,35,7,3,0,0,0,experience,0,0,1,0,0,-1,2,0.13591,5,0.059974,0,266,-35,-7,-3,0,0,0,0,0,0,0,0,different
24,4,4,9,0.934515,15,0.218175,1,5,227,0,43,8,4,0,0,0,image,4,0.350884,1,0,1,6,9,0.936589,6,0.092478,1,5,162,0,31,6,4,0,0,0,experience,1,0.167048,1,1,1,-2,0,-0.002074,9,0.125697,0,65,12,2,0,0,0,0,3,0.183835,0,-1,0,different
21,4,3,8,0.840532,10,0.155044,1,5,111,0,91,23,3,168,38,2,image_text,1,0.151964,1,0,1,5,8,0.877778,5,0.079221,1,5,206,0,40,8,4,0,0,0,video,4,0.396258,1,0,1,-2,0,-0.037246,5,0.075823,0,-95,51,15,-1,168,38,2,-3,-0.244293,0,0,0,different
12,2,4,10,1,14,0.203254,1,5,153,0,31,6,2,0,0,0,image,2,0.323444,1,0,1,5,10,1,9,0.180746,1,5,113,0,19,4,1,0,0,0,encyclopedia,0,0,1,0,0,-1,0,0,5,0.022507,0,40,12,2,1,0,0,0,2,0.323444,0,0,1,different
21,3,5,10,1,7,0.094415,1,5,251,0,0,0,0,0,0,0,forum,0,0,1,0,0,6,10,1,2,0.045938,1,5,162,0,34,7,2,0,0,0,experience,0,0,1,0,0,-1,0,0,5,0.048477,0,89,-34,-7,-2,0,0,0,0,0,0,0,0,different
45,5,3,4,0.496545,2,0.033303,1,5,109,0,62,9,5,254,49,11,image_text,1,0.154753,1,0,1,3,3,0.463436,2,0.032051,1,5,87,0,45,5,5,240,44,8,organic,0,0,0,1,0,0,1,0.033109,0,0.001252,0,22,17,4,0,14,5,3,1,0.154753,1,-1,1,different
15,2,3,7,0.782609,9,0.14246,1,5,104,0,88,18,6,171,33,3,image_text,1,0.162193,1,0,1,4,6,0.7,3,0.044627,1,5,128,0,15,2,1,0,0,0,others,1,0.120227,1,0,1,-1,1,0.082609,6,0.097833,0,-24,73,16,5,171,33,3,0,0.041965,0,0,0,different
18,3,0,0,0,0,0,1,5,85,0,39,5,1,223,38,4,organic,0,0,0,0,0,3,5,0.545455,1,0.019006,1,5,87,0,48,12,1,233,48,3,organic,0,0,0,0,0,-3,-5,-0.545455,-1,-0.019006,0,-2,-9,-7,0,-10,-10,1,0,0,0,0,0,different
18,4,1,1,0.177419,0,0,1,5,85,0,50,9,3,201,55,4,organic,0,0,0,0,0,3,4,0.527174,0,0,1,5,202,0,54,13,4,0,0,0,forum,0,0,1,0,0,-2,-3,-0.349755,0,0,0,-117,-4,-4,-1,201,55,4,0,0,-1,0,0,different
17,5,3,6,0.65412,4,0.068639,1,5,85,0,66,15,7,223,54,16,organic,0,0,0,0,0,3,4,0.414798,0,0,1,5,90,0,90,24,14,0,0,0,image_text,0,0,1,0,0,0,2,0.239322,4,0.068639,0,-5,-24,-9,-7,223,54,16,0,0,-1,0,0,different
30,4,3,3,0.437086,1,0.015958,1,5,85,0,30,4,4,227,47,11,organic,0,0,0,0,0,4,4,0.54766,1,0.015762,1,5,87,0,56,10,6,235,41,8,organic,0,0,0,0,0,-1,-1,-0.110574,0,0.000197,0,-2,-26,-6,-2,-8,6,3,0,0,0,0,0,different
12,2,3,7,0.749016,5,0.083012,1,5,109,0,19,5,0,197,40,0,image_text,1,0.154753,1,0,1,6,9,0.931225,1,0.014379,1,5,90,0,13,3,1,0,0,0,encyclopedia,0,0,1,0,0,-3,-2,-0.18221,4,0.068633,0,19,6,2,-1,197,40,0,1,0.154753,0,0,1,different
14,3,5,10,1,3,0.050651,1,5,343,0,56,10,1,355,70,0,video,1,0.105569,1,0,1,4,9,1,2,0.02695,1,10,282,0,34,8,3,0,0,0,others,2,0.137832,1,0,1,1,1,0,1,0.0237,-5,61,22,2,-2,355,70,0,-1,-0.032263,0,0,0,different
28,6,3,8,0.847048,6,0.093745,1,5,109,0,88,18,8,226,48,8,image_text,1,0.154753,1,0,1,2,4,0.508475,0,0,1,5,136,0,63,15,6,0,0,0,forum,0,0,1,0,0,1,4,0.338574,6,0.093745,0,-27,25,3,2,226,48,8,1,0.154753,0,0,1,different
21,4,3,7,0.785354,9,0.152021,1,5,210,0,55,11,6,0,0,0,video,4,0.389839,1,0,1,4,10,1,5,0.084663,1,5,206,0,40,8,4,0,0,0,video,4,0.396258,1,0,1,-1,-3,-0.214646,4,0.067357,0,4,15,3,2,0,0,0,0,-0.006419,0,0,0,different
18,3,2,3,0.39899,0,0,1,5,165,0,45,9,2,218,54,4,reading,0,0,1,0,0,3,4,0.572131,1,0.014909,1,5,178,0,32,7,3,0,0,0,reading,0,0,1,0,0,-1,-1,-0.173141,-1,-0.014909,0,-13,13,2,-1,218,54,4,0,0,0,0,0,different
20,4,5,8,0.837321,6,0.103737,1,5,120,0,77,17,6,163,34,7,download,1,0.170555,1,0,1,3,10,1,0,0,1,5,198,0,56,13,4,0,0,0,forum,0,0,1,0,0,2,-2,-0.162679,6,0.103737,0,-78,21,4,2,163,34,7,1,0.170555,0,0,1,different
18,2,2,3,0.332251,2,0.036511,1,5,89,0,49,7,2,0,0,0,others,0,0,1,0,0,6,9,0.936957,3,0.034389,1,5,162,0,61,11,2,0,0,0,experience,0,0,1,1,0,-4,-6,-0.604705,-1,0.002122,0,-73,-12,-4,0,0,0,0,0,0,0,-1,0,different
18,3,3,10,1,6,0.059925,1,5,653,0,47,11,4,0,0,0,others,0,0,1,0,0,3,9,0.952381,16,0.223325,1,5,162,0,31,7,3,0,0,0,experience,0,0,1,0,0,0,1,0.047619,-10,-0.163399,0,491,16,4,1,0,0,0,0,0,0,0,0,different
21,4,2,4,0.528215,3,0.063665,1,5,134,0,61,12,4,250,57,2,others,1,0.152735,1,1,1,2,7,0.825535,4,0.04205,1,5,151,0,75,16,4,0,0,0,others,3,0.400349,1,0,1,0,-3,-0.29732,-1,0.021614,0,-17,-14,-4,0,250,57,2,-2,-0.247614,0,1,0,different
30,5,2,8,0.847943,7,0.105614,1,5,109,0,88,18,5,233,46,4,image_text,1,0.154753,1,0,1,4,9,0.925957,2,0.03096,1,5,202,0,65,14,5,0,0,0,forum,0,0,1,0,0,-2,-1,-0.078015,5,0.074654,0,-93,23,4,0,233,46,4,1,0.154753,0,0,1,different
12,2,4,6,0.739064,2,0.037111,1,5,227,0,0,0,0,0,0,0,others,0,0,1,0,0,5,10,1,4,0.074519,1,5,309,0,48,11,2,0,0,0,forum,0,0,1,0,0,-1,-4,-0.260936,-2,-0.037409,0,-82,-48,-11,-2,0,0,0,0,0,0,0,0,different
33,6,2,7,0.747024,4,0.066937,1,5,111,0,81,20,4,176,36,7,image_text,1,0.151964,1,0,1,3,8,0.870261,0,0,1,5,158,0,89,19,7,0,0,0,forum,0,0,1,0,0,-1,-1,-0.123237,4,0.066937,0,-47,-8,1,-3,176,36,7,1,0.151964,0,0,1,different
24,4,5,9,0.936614,10,0.137527,1,5,216,0,45,8,3,0,0,0,news,1,0.08434,1,0,1,3,7,0.766756,1,0.016255,1,5,90,0,78,14,6,0,0,0,image_text,0,0,1,1,0,2,2,0.169858,9,0.121272,0,126,-33,-6,-3,0,0,0,1,0.08434,0,-1,1,different
25,6,2,10,1,1,0.015142,1,5,109,0,57,16,4,210,48,8,image_text,1,0.154753,1,0,1,4,7,0.807664,8,0.094733,1,5,363,0,35,9,3,427,106,15,others,7,0.297921,1,0,1,-2,3,0.192336,-7,-0.079591,0,-254,22,7,1,-217,-58,-7,-6,-0.143169,0,0,0,different
18,3,2,5,0.609375,9,0.154178,1,5,192,0,76,19,3,227,48,2,others,5,0.46603,1,0,1,3,5,0.57808,1,0.017642,1,5,87,0,82,17,3,225,51,6,organic,0,0,0,0,0,-1,0,0.031295,8,0.136536,0,105,-6,2,0,2,-3,-4,5,0.46603,1,0,1,different
39,6,5,9,0.931836,11,0.170682,1,5,169,0,68,14,4,163,35,7,forum,1,0.099811,1,0,1,5,10,1,2,0.030829,1,5,90,0,95,19,10,0,0,0,image_text,0,0,1,0,0,0,-1,-0.068164,9,0.139853,0,79,-27,-5,-6,163,35,7,1,0.099811,0,0,1,different
18,3,3,9,0.937775,14,0.213604,1,5,120,0,81,14,6,152,27,2,download,1,0.170555,1,0,1,3,9,0.924479,0,0,1,5,90,0,82,17,6,0,0,0,image_text,0,0,1,0,0,0,0,0.013295,14,0.213604,0,30,-1,-3,0,152,27,2,1,0.170555,0,0,1,different
12,2,6,10,1,14,0.264816,1,5,169,0,19,4,2,499,101,5,encyclopedia,1,0.186314,1,0,1,8,10,1,8,0.115074,1,5,90,0,95,20,6,0,0,0,image_text,0,0,1,0,0,-2,0,0,6,0.149742,0,79,-76,-16,-4,499,101,5,1,0.186314,0,0,1,different
27,7,2,6,0.669253,5,0.081804,1,5,85,0,85,17,0,203,45,11,organic,0,0,0,0,0,3,7,0.750716,0,0,1,5,112,0,90,20,5,0,0,0,others,0,0,1,0,0,-1,-1,-0.081463,5,0.081804,0,-27,-5,-3,-5,203,45,11,0,0,-1,0,0,different
17,3,6,10,1,8,0.107174,1,5,104,0,74,18,2,160,37,3,image_text,1,0.162193,1,1,1,4,8,0.864697,3,0.04052,1,5,87,0,74,18,2,166,37,3,organic,0,0,0,1,0,2,2,0.135303,5,0.066653,0,17,0,0,0,-6,0,0,1,0.162193,1,0,1,different
25,5,4,10,1,13,0.189514,1,5,395,0,56,11,4,269,63,4,others,5,0.298927,1,0,1,4,10,1,13,0.172506,1,5,380,0,47,11,3,297,72,12,others,6,0.318105,1,0,1,0,0,0,0,0.017008,0,15,9,0,1,-28,-9,-8,-1,-0.019178,0,0,0,different
15,3,3,6,0.667279,3,0.049819,1,5,129,0,16,4,1,301,64,5,encyclopedia,1,0.158655,1,0,1,6,10,1,1,0.01439,1,5,112,0,23,6,2,0,0,0,forum,0,0,1,1,0,-3,-4,-0.332721,2,0.035428,0,17,-7,-2,-1,301,64,5,1,0.158655,0,-1,1,different
24,6,4,8,0.843893,7,0.128944,1,5,192,0,69,9,2,196,36,7,others,4,0.467792,1,0,1,4,5,0.581328,0,0,1,5,178,0,29,5,2,0,0,0,reading,0,0,1,1,0,0,3,0.262565,7,0.128944,0,14,40,4,0,196,36,7,4,0.467792,0,-1,1,different
24,5,4,8,0.855574,9,0.146456,1,5,110,0,78,16,4,208,47,15,image_text,1,0.153346,1,1,1,5,9,0.9375,8,0.121267,1,5,90,0,78,16,4,0,0,0,image_text,0,0,1,1,0,-1,-1,-0.081926,1,0.025189,0,20,0,0,0,208,47,15,1,0.153346,0,0,1,different
25,5,4,4,0.57886,1,0.013929,1,5,299,0,0,0,0,0,0,0,others,0,0,1,0,0,5,10,1,1,0.012224,1,5,162,0,38,8,3,0,0,0,experience,0,0,1,0,0,-1,-6,-0.42114,0,0.001705,0,137,-38,-8,-3,0,0,0,0,0,0,0,0,different
18,4,4,5,0.66162,9,0.146138,1,5,243,0,34,8,4,0,0,0,experience,4,0.3406,1,1,1,4,6,0.706619,0,0,1,5,90,0,90,19,4,0,0,0,image_text,0,0,1,1,0,0,-1,-0.044999,9,0.146138,0,153,-56,-11,0,0,0,0,4,0.3406,0,0,1,different
11,3,5,9,0.937865,7,0.132266,1,5,399,0,43,10,2,0,0,0,image,1,0.190812,1,0,1,4,10,1,6,0.147148,1,5,222,0,18,5,2,280,52,2,image,3,0.535627,1,0,1,1,-1,-0.062135,1,-0.014881,0,177,25,5,0,-280,-52,-2,-2,-0.344815,0,0,0,different
30,5,4,10,1,12,0.184295,1,5,240,0,49,9,5,0,0,0,image,5,0.424117,1,0,1,3,7,0.750239,5,0.092586,1,5,90,0,92,15,3,0,0,0,image_text,0,0,1,0,0,1,3,0.249761,7,0.091709,0,150,-43,-6,2,0,0,0,5,0.424117,0,0,1,different
12,2,5,8,0.878637,6,0.095933,1,5,343,0,50,10,2,340,76,1,video,1,0.105569,1,0,1,4,8,1,2,0.137832,1,10,282,0,19,4,2,0,0,0,encyclopedia,2,0.137832,1,0,1,1,0,-0.121363,4,-0.041899,-5,61,31,6,0,340,76,1,-1,-0.032263,0,0,0,different
12,2,5,9,0.929092,13,0.190374,1,5,169,0,19,4,2,367,79,4,encyclopedia,1,0.186314,1,0,1,4,10,1,22,0.19172,1,13,180,0,19,4,2,0,0,0,news,1,0.128799,1,0,1,1,-1,-0.070908,-9,-0.001345,-8,-11,0,0,0,367,79,4,0,0.057515,0,0,0,different
9,1,5,9,0.933646,12,0.202184,1,5,210,0,43,8,1,0,0,0,video,4,0.389839,1,0,1,7,10,1,6,0.103302,1,5,113,0,16,3,1,0,0,0,encyclopedia,0,0,1,0,0,-2,-1,-0.066354,6,0.098883,0,97,27,5,0,0,0,0,4,0.389839,0,0,1,different
24,4,3,10,1,14,0.184155,1,5,232,0,43,8,4,0,0,0,image,6,0.389918,1,0,1,4,7,0.797988,10,0.170025,1,5,373,0,102,23,6,997,191,36,others,4,0.319454,1,0,1,-1,3,0.202012,4,0.014129,0,-141,-59,-15,-2,-997,-191,-36,2,0.070464,0,0,0,different
9,2,3,7,0.770404,10,0.164192,1,5,109,0,54,11,1,220,49,5,image_text,1,0.154753,1,1,1,5,10,1,6,0.082554,1,5,206,0,28,6,2,0,0,0,video,4,0.396258,1,0,1,-2,-3,-0.229596,4,0.081639,0,-97,26,5,-1,220,49,5,-3,-0.241505,0,1,0,different
30,5,3,7,0.776512,6,0.089884,1,5,156,0,51,9,5,0,0,0,news,1,0.116779,1,0,1,3,6,0.668571,1,0.017323,1,5,90,0,78,14,6,0,0,0,image_text,0,0,1,1,0,0,1,0.10794,5,0.072561,0,66,-27,-5,-1,0,0,0,1,0.116779,0,-1,1,different
21,2,3,7,0.788907,0,0,1,5,200,0,45,9,1,0,0,0,others,0,0,1,0,0,5,7,0.787805,1,0.014788,1,5,90,0,36,7,2,0,0,0,reading,0,0,1,0,0,-2,0,0.001102,-1,-0.014788,0,110,9,2,-1,0,0,0,0,0,0,0,0,different
24,3,3,8,0.858215,9,0.153627,1,5,210,0,58,10,3,0,0,0,video,4,0.389839,1,0,1,3,9,0.915452,4,0.079329,1,5,206,0,43,7,3,0,0,0,video,4,0.396258,1,0,1,0,-1,-0.057237,5,0.074299,0,4,15,3,0,0,0,0,0,-0.006419,0,0,0,different
26,5,3,7,0.733716,6,0.096943,1,5,109,0,46,10,2,226,49,2,image_text,1,0.154753,1,1,1,3,9,0.91221,1,0.020593,1,5,128,0,81,14,2,0,0,0,download,1,0.159432,1,0,1,0,-2,-0.178493,5,0.07635,0,-19,-35,-4,0,226,49,2,0,-0.004679,0,1,0,different
21,4,2,4,0.526462,8,0.194268,1,5,250,0,40,8,4,0,0,0,image,5,0.634491,1,0,1,3,7,0.739261,0,0,1,5,90,0,54,11,3,0,0,0,image_text,0,0,1,0,0,-1,-3,-0.212798,8,0.194268,0,160,-14,-3,1,0,0,0,5,0.634491,0,0,1,different
28,5,4,6,0.684308,4,0.085738,1,5,150,0,47,9,5,0,0,0,image,2,0.366704,1,0,1,2,5,0.591937,0,0,1,5,178,0,44,9,3,0,0,0,reading,0,0,1,0,0,2,1,0.092371,4,0.085738,0,-28,3,0,2,0,0,0,2,0.366704,0,0,1,different
30,6,3,8,0.830986,6,0.089092,1,5,109,0,67,14,6,196,40,7,image_text,1,0.154753,1,0,1,3,7,0.781955,2,0.030391,1,5,118,0,81,18,9,0,0,0,image_text,1,0.154707,1,0,1,0,1,0.049031,4,0.058701,0,-9,-14,-4,-3,196,40,7,0,0.000045,0,0,0,different
18,3,5,9,0.934261,12,0.194224,1,5,167,0,0,0,0,269,54,8,forum,1,0.162957,1,0,1,4,8,0.856198,3,0.080255,1,5,87,0,93,16,4,228,51,4,organic,0,0,0,0,0,1,1,0.078063,9,0.113969,0,80,-93,-16,-4,41,3,4,1,0.162957,1,0,1,different
9,1,3,4,0.536364,0,0,1,5,108,0,47,10,1,196,43,1,reading,0,0,1,1,0,3,6,0.666027,0,0,1,5,134,0,94,20,1,0,0,0,others,0,0,1,0,0,0,-2,-0.129663,0,0,0,-26,-47,-10,0,196,43,1,0,0,0,1,0,different
18,3,2,5,0.556477,4,0.069919,1,5,86,0,88,20,4,217,55,4,organic,0,0,0,1,0,4,9,0.929153,3,0.044436,1,5,87,0,70,14,5,171,35,5,organic,0,0,0,0,0,-2,-4,-0.372676,1,0.025483,0,-1,18,6,-1,46,20,-1,0,0,0,1,0,different
9,1,6,8,0.878398,8,0.111297,1,5,129,0,16,3,1,277,61,1,encyclopedia,1,0.158655,1,0,1,6,10,1,12,0.167063,1,5,173,0,34,7,1,0,0,0,others,1,0.175659,1,0,1,0,-2,-0.121602,-4,-0.055766,0,-44,-18,-4,0,277,61,1,0,-0.017004,0,0,0,different
18,3,4,10,1,13,0.183477,1,5,414,0,56,11,2,256,53,0,others,5,0.285208,1,0,1,4,9,0.944727,9,0.071734,1,5,503,0,57,12,3,3269,607,1,others,4,0.026026,1,0,1,0,1,0.055273,4,0.111743,0,-89,-1,-1,-1,-3013,-554,-1,1,0.259183,0,0,0,different
24,3,2,3,0.41437,0,0,1,5,188,0,48,10,3,217,48,6,reading,0,0,1,0,0,4,6,0.73065,1,0.014078,1,5,178,0,31,5,3,0,0,0,reading,0,0,1,0,0,-2,-3,-0.31628,-1,-0.014078,0,10,17,5,0,217,48,6,0,0,0,0,0,different
16,4,2,9,0.921875,8,0.12403,1,5,110,0,34,7,2,228,48,5,image_text,1,0.153346,1,1,1,5,7,0.823051,10,0.136851,1,5,87,0,34,7,2,234,49,5,organic,0,0,0,1,0,-3,2,0.098824,-2,-0.012821,0,23,0,0,0,-6,-1,0,1,0.153346,1,0,1,different
14,3,3,3,0.409901,1,0.016701,1,5,185,0,39,9,2,303,69,2,forum,0,0,1,0,0,4,10,1,0,0,1,5,112,0,17,4,2,0,0,0,others,0,0,1,0,0,-1,-7,-0.590099,1,0.016701,0,73,22,5,0,303,69,2,0,0,0,0,0,different
30,6,3,4,0.496047,4,0.090169,1,5,105,0,84,20,10,197,45,0,forum,0,0,1,0,0,4,9,0.924545,4,0.085784,1,5,158,0,64,15,6,0,0,0,forum,0,0,1,0,0,-1,-5,-0.428497,0,0.004385,0,-53,20,5,4,197,45,0,0,0,0,0,0,different
18,2,4,8,0.863563,6,0.117147,1,5,209,0,53,9,2,355,73,0,others,1,0.173254,1,0,1,4,9,1,0,0,1,5,244,0,25,4,2,0,0,0,video,0,0,1,0,0,0,-1,-0.136437,6,0.117147,0,-35,28,5,0,355,73,0,1,0.173254,0,0,1,different
9,2,5,9,0.933787,13,0.15441,1,5,109,0,88,21,4,224,49,6,image_text,1,0.154753,1,0,1,3,9,0.931225,2,0.030511,1,5,136,0,84,20,4,0,0,0,others,0,0,1,0,0,2,0,0.002562,11,0.123899,0,-27,4,1,0,224,49,6,1,0.154753,0,0,1,different
15,3,3,4,0.480652,3,0.055196,1,5,129,0,47,10,3,233,52,3,video,1,0.158655,1,1,1,3,8,0.870155,0,0,1,5,92,0,73,14,2,0,0,0,video,0,0,1,0,0,0,-4,-0.389503,3,0.055196,0,37,-26,-4,1,233,52,3,1,0.158655,0,1,1,different
18,3,3,5,0.669767,2,0.026152,1,5,370,0,0,0,0,0,0,0,others,0,0,1,0,0,4,7,0.881793,3,0.03707,1,5,408,0,54,11,3,354,77,2,others,0,0,1,0,0,-1,-2,-0.212026,-1,-0.010918,0,-38,-54,-11,-3,-354,-77,-2,0,0,0,0,0,different
9,2,4,9,0.931617,12,0.190348,1,5,210,0,43,9,2,0,0,0,video,4,0.389839,1,0,1,5,8,0.883686,6,0.08067,1,5,113,0,16,4,2,0,0,0,encyclopedia,0,0,1,0,0,-1,1,0.047931,6,0.109678,0,97,27,5,0,0,0,0,4,0.389839,0,0,1,different
24,4,4,7,0.756679,3,0.048286,1,5,85,0,56,9,5,198,31,13,organic,0,0,0,0,0,2,3,0.340195,0,0,1,5,90,0,88,18,3,0,0,0,image_text,0,0,1,0,0,2,4,0.416484,3,0.048286,0,-5,-32,-9,2,198,31,13,0,0,-1,0,0,different
12,2,2,5,0.575848,3,0.050503,1,5,145,0,31,8,0,105,24,0,forum,0,0,1,1,0,2,5,0.619256,0,0,1,5,87,0,13,3,2,236,43,2,organic,0,0,0,0,0,0,0,-0.043408,3,0.050503,0,58,18,5,-2,-131,-19,-2,0,0,1,1,0,different
