baidu_reciprocal_of_the_rank_of_the_first_identical_url,baidu_average_of_reciprocal_of_the_rank_of_the_identical_urls,baidu_fraction_of_identical_urls_first_screen,baidu_had_identical_url_first_screen,sogou_reciprocal_of_the_rank_of_the_first_identical_url,sogou_average_of_reciprocal_of_the_rank_of_the_identical_urls,sogou_fraction_of_identical_urls_first_screen,sogou_had_identical_url_first_screen,delta_reciprocal_of_the_rank_of_the_first_identical_url,delta_average_of_reciprocal_of_the_rank_of_the_identical_urls,delta_fraction_of_identical_urls_first_screen,delta_had_identical_url_first_screen,char_length,word_length,baidu_reciprocal_of_the_rank_of_the_first_vertical_result,baidu_position_y_of_the_first_vertical_result,baidu_height_of_the_first_vertical_result,baidu_reciprocal_of_the_rank_of_the_first_result_with_image,baidu_position_y_of_the_first_result_with_image,baidu_height_of_the_first_result_with_image,baidu_fraction_of_vertical_results_first_screen,baidu_area_fraction_of_vertical_result_first_screen,baidu_fraction_of_results_with_images_first_screen,baidu_area_fraction_of_results_with_images_first_screen,baidu_number_of_images_first_screen,baidu_area_fraction_of_images_first_screen,baidu_number_of_vertical_types_first_screen,baidu_had_encyclopedia_first_screen,baidu_had_gps_map_first_screen,baidu_had_forum_first_screen,baidu_had_experience_first_screen,sogou_reciprocal_of_the_rank_of_the_first_vertical_result,sogou_position_y_of_the_first_vertical_result,sogou_height_of_the_first_vertical_result,sogou_reciprocal_of_the_rank_of_the_first_result_with_image,sogou_position_y_of_the_first_result_with_image,sogou_height_of_the_first_result_with_image,sogou_fraction_of_vertical_results_first_screen,sogou_area_fraction_of_vertical_result_first_screen,sogou_fraction_of_results_with_images_first_screen,sogou_area_fraction_of_results_with_images_first_screen,sogou_number_of_images_first_screen,sogou_area_fraction_of_images_first_screen,sogou_number_of_vertical_types_first_screen,sogou_had_encyclopedia_first_screen,sogou_had_gps_map_first_screen,sogou_had_forum_first_screen,sogou_had_experience_first_screen,delta_reciprocal_of_the_rank_of_the_first_vertical_result,delta_position_y_of_the_first_vertical_result,delta_height_of_the_first_vertical_result,delta_reciprocal_of_the_rank_of_the_first_result_with_image,delta_position_y_of_the_first_result_with_image,delta_height_of_the_first_result_with_image,delta_fraction_of_vertical_results_first_screen,delta_area_fraction_of_vertical_result_first_screen,delta_fraction_of_results_with_images_first_screen,delta_area_fraction_of_results_with_images_first_screen,delta_number_of_images_first_screen,delta_area_fraction_of_images_first_screen,delta_number_of_vertical_types_first_screen,delta_had_encyclopedia_first_screen,delta_had_gps_map_first_screen,delta_had_forum_first_screen,delta_had_experience_first_screen,preference
0.333333333333,0.291666666667,0.0,0,0.5,0.321428571429,0.25,1,-0.166666666667,-0.0297619047619,-0.25,-1,21,4,1.0,5.0,279.0,1.0,5.0,279.0,1.0,1.0,1.0,1.0,9.0,0.36450563935,1,0,0,0,0,1.0,5.0,215.0,1.0,5.0,215.0,1.0,1.0,0.5,0.649122807018,2.0,0.0654545454545,2,0,0,0,0,0.0,0.0,64.0,0.0,0.0,64.0,0.0,0.0,0.5,0.350877192982,7.0,0.299051093895,-1,0,0,0,0,baidu
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,15,3,1.0,5.0,129.0,1.0,5.0,129.0,1.0,1.0,1.0,1.0,7.0,0.242057688467,3,1,0,0,0,1.0,5.0,206.0,1.0,5.0,206.0,1.0,1.0,0.5,0.605607476636,5.0,0.186576040782,3,1,0,0,0,0.0,0.0,-77.0,0.0,0.0,-77.0,0.0,0.0,0.5,0.394392523364,2.0,0.0554816476852,0,0,0,0,0,baidu
0.111111111111,0.111111111111,0.0,0,0.1,0.1,0.0,0,0.0111111111111,0.0111111111111,0.0,0,30,6,0.2,401.0,125.0,0,-1,0,0.166666666667,0.227272727273,0.0,0.0,0.0,0.0,1,0,0,1,0,0.333333333333,205.0,158.0,0,-1,0,0.2,0.312252964427,0.0,0.0,0.0,0.0,1,0,0,1,0,-0.133333333333,196.0,-33.0,0,0,0,-0.0333333333333,-0.0849802371542,0.0,0.0,0.0,0.0,0,0,0,0,0,sogou
0.125,0.125,0.0,0,0.5,0.5,0.2,1,-0.375,-0.375,-0.2,-1,28,5,1.0,5.0,241.0,1.0,5.0,241.0,1.0,1.0,1.0,1.0,9.0,0.254029462452,2,0,0,0,0,1.0,5.0,207.0,1.0,5.0,207.0,1.0,1.0,0.2,0.365079365079,6.0,0.182491582492,2,0,0,0,0,0.0,0.0,34.0,0.0,0.0,34.0,0.0,0.0,0.8,0.634920634921,3.0,0.0715378799606,0,0,0,0,0,baidu
0.5,0.5,0.333333333333,1,0.25,0.25,0.25,1,0.25,0.25,0.0833333333333,0,12,2,1.0,5.0,174.0,0.5,193.0,216.0,1.0,1.0,0.666666666667,0.65130260521,2.0,0.0703116269714,3,0,0,0,0,1.0,5.0,105.0,0.333333333333,222.0,130.0,0.75,0.833333333333,0.25,0.249042145594,1.0,0.0294810170672,2,0,0,0,0,0.0,0.0,69.0,0.166666666667,-29.0,86.0,0.25,0.166666666667,0.416666666667,0.402260459617,1.0,0.0408306099042,1,0,0,0,0,baidu
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,33,5,1.0,5.0,210.0,1.0,5.0,210.0,1.0,1.0,0.5,0.637218045113,5.0,0.192354725103,3,1,0,0,0,1.0,5.0,206.0,1.0,5.0,206.0,0.5,0.728395061728,0.5,0.728395061728,5.0,0.179958313292,2,0,0,0,0,0.0,0.0,4.0,0.0,0.0,4.0,0.5,0.271604938272,0.0,-0.0911770166156,0.0,0.0123964118111,1,1,0,0,0,sogou
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,15,2,1.0,5.0,109.0,1.0,5.0,109.0,1.0,1.0,0.8,0.805914972274,4.0,0.124717410276,3,0,0,1,0,1.0,5.0,320.0,1.0,5.0,320.0,1.0,1.0,1.0,1.0,8.0,0.317820136852,1,0,0,0,0,0.0,0.0,-211.0,0.0,0.0,-211.0,0.0,0.0,-0.2,-0.194085027726,-4.0,-0.193102726577,2,0,0,1,0,sogou
0.333333333333,0.333333333333,0.25,1,1.0,1.0,0.25,1,-0.666666666667,-0.666666666667,0.0,0,12,2,1.0,5.0,253.0,0.2,656.0,109.0,1.0,1.0,0.0,0.0,0.0,0.0,4,1,0,1,0,1.0,5.0,112.0,0,-1,0,1.0,1.0,0.0,0.0,0.0,0.0,2,0,0,1,0,0.0,0.0,141.0,0.2,657.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,0,baidu
0.5,0.5,0.5,1,0.25,0.25,0.25,1,0.25,0.25,0.25,0,37,8,1.0,5.0,340.0,1.0,5.0,340.0,1.0,1.0,1.0,1.0,7.0,0.195766672831,2,0,0,0,1,1.0,5.0,132.0,1.0,5.0,132.0,1.0,1.0,0.75,0.860248447205,6.0,0.186685488425,3,0,0,1,1,0.0,0.0,208.0,0.0,0.0,208.0,0.0,0.0,0.25,0.139751552795,1.0,0.00908118440595,-1,0,0,-1,0,sogou
0.125,0.125,0.0,0,0.1,0.1,0.0,0,0.025,0.025,0.0,0,30,5,1.0,5.0,120.0,1.0,5.0,120.0,1.0,1.0,0.5,0.188087774295,1.0,0.0320792206127,2,0,0,0,0,1.0,5.0,90.0,0.333333333333,277.0,118.0,1.0,1.0,0.25,0.207746478873,1.0,0.0320230473752,3,0,0,1,1,0.0,0.0,30.0,0.666666666667,-272.0,2.0,0.0,0.0,0.25,-0.0196587045786,0.0,5.61732375819e-05,-1,0,0,-1,-1,sogou
