query	baidu_vertical_types_number	baidu_vertical_results_number	baidu_vertical_results_area_fraction	baidu_total_images_number	baidu_total_images_area_fraction	sogou_vertical_types_number	sogou_vertical_results_number	sogou_vertical_results_area_fraction	sogou_total_images_number	sogou_total_images_area_fraction	delta_vertical_types_number	delta_vertical_results_number	delta_vertical_results_area_fraction	delta_total_images_number	delta_total_images_area_fraction	
十六年前的回忆ppt	2	5	0.545842217484	4	0.0719318965449	4	6	0.680733944954	0	0.0	-2	-1	-0.13489172747	4	0.0719318965449	
致接力加油稿	1	1	0.177419354839	0	0.0	3	4	0.527173913043	0	0.0	-2	-3	-0.349754558205	0	0.0	
南京农业大学研究生院	4	9	0.91273100616	4	0.0692732227506	5	9	0.928217821782	3	0.0909150915092	-1	0	-0.015486815622	1	-0.0216418687585	
三国志姜维传攻略	3	6	0.668292682927	3	0.0493698431408	5	6	0.696335078534	0	0.0	-2	0	-0.0280423956072	3	0.0493698431408	
职工基本养老保险	4	4	0.506292352372	3	0.053777390716	5	6	0.716381418093	1	0.0148240349707	-1	-2	-0.210089065721	2	0.0389533557453	
日本拳手来华挑战23秒被ko比赛视频	2	7	0.780361757106	10	0.166985261392	2	6	0.669829222011	4	0.0774469553217	0	1	0.110532535095	6	0.08953830607	
曾小贤老婆	3	8	0.847619047619	5	0.0760945890128	5	9	0.93829787234	9	0.111651837524	-2	-1	-0.0906788247214	-4	-0.0355572485114	
岩柏手串如何保养	3	6	0.674329501916	3	0.0484713498269	3	6	0.71334431631	4	0.0672397783436	0	0	-0.039014814394	-1	-0.0187684285166	
哀乐葬礼进行曲	2	4	0.530818767249	7	0.128488763795	4	6	0.708703374778	4	0.0724947521395	-2	-2	-0.177884607529	3	0.0559940116557	
灵书妙探第七季	4	5	0.648860958366	8	0.123758530766	4	9	0.926208651399	1	0.015427558023	0	-4	-0.277347693033	7	0.108330972743	
豆芽的做法	4	10	1.0	36	0.380760934416	6	10	1.0	14	0.180233918129	-2	0	0.0	22	0.200527016288	
造梦西游4坐骑怎么得	5	10	1.0	9	0.126013041036	4	8	0.820618556701	1	0.0187516401125	1	2	0.179381443299	8	0.107261400923	
甜地丁	5	6	0.746844840386	4	0.0678555953889	5	5	0.609164420485	1	0.0163423997386	0	1	0.137680419901	3	0.0515131956503	
德州扑克玩法	3	8	0.833984375	6	0.102350284619	7	9	0.94133513149	2	0.0361968981794	-4	-1	-0.10735075649	4	0.0661533864396	
鹰冠生态板价格	2	4	0.468	2	0.0337360594796	3	3	0.453321364452	4	0.106962624449	-1	1	0.0146786355476	-2	-0.0732265649696	
883玩游戏平台	2	6	0.663896583564	6	0.093451688309	3	6	0.648068669528	1	0.0165119001171	-1	0	0.0158279140363	5	0.076939788192	
压力容器封头标准	3	3	0.447539461467	1	0.0156620517547	4	5	0.598708487085	0	0.0	-1	-2	-0.151169025618	1	0.0156620517547	
南州六月荔枝丹教案	1	1	0.159340659341	0	0.0	3	6	0.681318681319	1	0.0166566766567	-2	-5	-0.521978021978	-1	-0.0166566766567	
清华大学专业排名	4	6	0.729514717582	2	0.0279120937619	5	9	0.921124206709	1	0.0164905629276	-1	-3	-0.191609489127	1	0.0114215308344	
蓟县招聘信息	3	3	0.391615541922	1	0.0172474741716	2	2	0.318315377081	1	0.0178149764046	1	1	0.073300164841	0	-0.000567502233043	
文森特血虐台服	4	8	0.857502095557	8	0.125178784546	3	9	0.921266968326	1	0.0164607157548	1	-1	-0.0637648727684	7	0.108718068791	
最美时光大结局第50集	4	8	0.878310665712	7	0.0989281333074	2	7	0.740814299901	4	0.081061659294	2	1	0.137496365812	3	0.0178664740134	
澳洲蔓越莓胶囊的功效	3	4	0.452111225541	1	0.0173718122964	4	10	1.0	3	0.056820459426	-1	-6	-0.547888774459	-2	-0.0394486471297	
3538kx驱动下载	3	8	0.85593220339	9	0.146951987902	3	6	0.661478599222	0	0.0	0	2	0.194453604168	9	0.146951987902	
解脲支原体	3	9	0.921946740129	0	0.0	5	10	1.0	2	0.0382670987549	-2	-1	-0.0780532598714	-2	-0.0382670987549	
世界历史100集	4	9	0.932486100079	8	0.120311452708	5	6	0.523923444976	2	0.0308829926055	-1	3	0.408562655103	6	0.0894284601023	
左眼皮一直跳是怎么回事	2	8	0.856071964018	1	0.0153422359452	5	9	0.934140802422	5	0.113126419379	-3	-1	-0.0780688384044	-4	-0.097784183434	
pestel分析案例	4	4	0.487969201155	1	0.0162348698169	4	5	0.600550964187	1	0.0167025628183	0	-1	-0.112581763032	0	-0.000467693001348	
会计凭证装订方法图解	5	10	1.0	14	0.195790010001	5	8	0.854515050167	4	0.0663970811797	0	2	0.145484949833	10	0.129392928822	
自我保护的作文500字	1	2	0.246516613076	0	0.0	1	3	0.362715298886	0	0.0	0	-1	-0.116198685809	0	0.0	
qq空白名字复制	4	7	0.765055131467	6	0.0988141295471	3	5	0.554759467758	0	0.0	1	2	0.210295663709	6	0.0988141295471	
开封驾校一点通科目四	1	6	0.657947686117	6	0.101819092997	1	7	0.715995647443	1	0.0197922643189	0	-1	-0.0580479613262	5	0.0820268286777	
dota地图	3	7	0.767357980162	7	0.119044586201	4	7	0.764440433213	1	0.0164161470299	-1	0	0.00291754694931	6	0.102628439171	
杀马特	6	8	0.878397711016	8	0.111296807441	6	10	1.0	12	0.167062861626	0	-2	-0.121602288984	-4	-0.0557660541846	
我的电脑没有声音怎么办	5	10	1.0	9	0.129139063335	5	9	0.931116389549	5	0.0790326063485	0	1	0.0688836104513	4	0.0501064569864	
丹麦天使	4	9	0.92747440273	11	0.191703566489	5	10	1.0	21	0.256541274817	-1	-1	-0.0725255972696	-10	-0.0648377083277	
360云盘+登录	2	9	0.921875	8	0.12402963044	5	7	0.823050847458	10	0.136850539291	-3	2	0.0988241525424	-2	-0.0128209088517	
亚索哪个皮肤好看	2	4	0.499058380414	2	0.0317665343499	3	9	0.928512736237	0	0.0	-1	-5	-0.429454355822	2	0.0317665343499	
春晓舞蹈视频	2	10	1.0	9	0.134648307572	3	10	1.0	4	0.071105479886	-1	0	0.0	5	0.0635428276859	
linux+blast+的使用	1	1	0.117903930131	0	0.0	3	6	0.658823529412	0	0.0	-2	-5	-0.540919599281	0	0.0	
嫦娥一号	5	10	1.0	9	0.128191496449	6	9	0.931657501964	5	0.0881011211883	-1	1	0.0683424980361	4	0.0400903752608	
2015+4月装修开工吉日	2	6	0.669253152279	5	0.0818042179427	3	7	0.750716332378	0	0.0	-1	-1	-0.0814631800989	5	0.0818042179427	
防恐防暴知识	3	6	0.674329501916	5	0.101114173397	5	7	0.798766383963	1	0.0140239714025	-2	-1	-0.124436882047	4	0.087090201994	
山东泰山	6	6	0.708064516129	6	0.150899388416	5	9	0.943025540275	11	0.172412930881	1	-3	-0.234961024146	-5	-0.0215135424646	
先声药业	6	8	0.890675241158	3	0.113480916578	6	7	0.816842105263	2	0.0610449760766	0	1	0.0738331358944	1	0.0524359405015	
海量资源下载站	2	8	0.847806624888	3	0.0453035713691	3	5	0.620311070448	1	0.0166414372453	-1	3	0.22749555444	2	0.0286621341239	
通报怎么写	2	4	0.475847893114	0	0.0	4	6	0.737556561086	1	0.013717263129	-2	-2	-0.261708667972	-1	-0.013717263129	
广西中小学教师招聘	3	4	0.581280788177	2	0.0276979141868	4	4	0.606037735849	1	0.0137276157804	-1	0	-0.0247569476717	1	0.0139702984064	
萱妍堂是传销吗	3	9	0.913430420712	1	0.0136472732522	4	7	0.791366906475	1	0.0145396410145	-1	2	0.122063514237	0	-0.000892367762214	
代理ip	4	5	0.613284804368	4	0.0740822173588	4	4	0.567522783761	1	0.015069669353	0	1	0.0457620206062	3	0.0590125480058	
奥特曼格斗进化3小游戏	4	10	1.0	4	0.0603828648855	5	10	1.0	2	0.0359916626583	-1	0	0.0	2	0.0243912022272	
你是我的眼+萧煌奇	5	8	0.872372372372	10	0.149262645545	4	10	1.0	7	0.0874928098037	1	-2	-0.127627627628	3	0.0617698357415	
飓风营救3种子下载	3	6	0.665354330709	4	0.0664095659046	3	8	0.823170731707	0	0.0	0	-2	-0.157816400999	4	0.0664095659046	
开智明目功	3	4	0.480651731161	3	0.0551961326176	3	8	0.87015503876	0	0.0	0	-4	-0.389503307599	3	0.0551961326176	
珊瑚海海战	4	10	1.0	13	0.196240702664	6	9	0.9496996997	6	0.088594048594	-2	1	0.0503003003003	7	0.10764665407	
亲属关系证明	2	3	0.332251082251	2	0.0365108868826	6	9	0.936956521739	3	0.0343886693017	-4	-6	-0.604705439488	-1	0.00212221758092	
鹏华普天收益今日净值	2	3	0.351851851852	2	0.0367495201302	2	3	0.355555555556	0	0.0	0	0	-0.0037037037037	2	0.0367495201302	
挖掘机表演	2	10	1.0	12	0.192119193464	4	10	1.0	14	0.0675933853773	-2	0	0.0	-2	0.124525808086	
a67手机电影mp4高清	2	8	0.884848484848	16	0.272614622057	3	6	0.637877211238	4	0.0640544886955	-1	2	0.24697127361	12	0.208560133362	
喊麦词大全	3	6	0.687786960514	4	0.0619578686493	4	5	0.63567839196	3	0.0349581239531	-1	1	0.0521085685544	1	0.0269997446962	
郑多燕小红帽中文版	5	8	0.88926746167	11	0.181036775742	4	7	0.82376772451	6	0.0349002516727	1	1	0.065499737159	5	0.146136524069	
爸爸去哪儿2+电影	4	9	0.936424831713	8	0.131714458103	3	9	1.0	0	0.0	1	0	-0.0635751682872	8	0.131714458103	
3dmax2012中文版免费下载	4	10	1.0	8	0.132872982601	4	10	1.0	7	0.111271538919	0	0	0.0	1	0.0216014436826	
死飞视频	3	9	0.928929765886	11	0.18071545797	4	10	1.0	5	0.0747701736466	-1	-1	-0.0710702341137	6	0.105945284324	
简短的辞职后离别感言	1	2	0.252747252747	0	0.0	2	6	0.65690376569	0	0.0	-1	-4	-0.404156512943	0	0.0	
韩束化妆品价格表	3	8	0.85903814262	9	0.131198098726	3	8	0.789090909091	0	0.0	0	0	0.0699472335293	9	0.131198098726	
赛马二胡独奏简谱	3	5	0.619856887299	11	0.211220913607	3	6	0.664488017429	0	0.0	0	-1	-0.0446311301304	11	0.211220913607	
我的世界刷怪笼怎么做	3	9	0.930098684211	11	0.165166124535	3	9	0.911854103343	0	0.0	0	0	0.0182445808671	11	0.165166124535	
买房注意事项	3	10	1.0	9	0.126266867302	4	5	0.692144373673	9	0.128412790324	-1	5	0.307855626327	0	-0.00214592302174	
小小的船儿歌视频	2	7	0.782608695652	8	0.144806027738	3	8	0.86678200692	5	0.0882667505505	-1	-1	-0.0841733112682	3	0.0565392771878	
海灯传奇	3	9	0.931118314425	12	0.189913419653	5	9	0.941586748038	4	0.0711674724578	-2	0	-0.0104684336137	8	0.118745947195	
企业邮局	5	8	0.84022556391	1	0.0192354725103	1	3	0.44590780809	3	0.0716531258018	4	5	0.394317755819	-2	-0.0524176532915	
动画片七原罪全集	2	7	0.785714285714	7	0.115477492112	2	8	0.819502074689	0	0.0	0	-1	-0.0337877889745	7	0.115477492112	
狼图腾小说	3	6	0.727126805778	4	0.0842950228836	5	6	0.740878629933	1	0.0135436268869	-2	0	-0.0137518241545	3	0.0707513959967	
qq家园登陆	2	10	1.0	5	0.0705622018387	3	4	0.57094017094	6	0.105827505828	-1	6	0.42905982906	-1	-0.0352653039888	
卡盟名字	2	2	0.25	0	0.0	3	7	0.783042394015	0	0.0	-1	-5	-0.533042394015	0	0.0	
qq分组带符号带繁体字	2	3	0.361792956243	1	0.0180021662111	2	2	0.285412262156	0	0.0	0	1	0.0763806940869	1	0.0180021662111	
大学毕业论文范文	3	9	0.934615384615	1	0.024220760652	4	7	0.78728606357	3	0.0399081277321	-1	2	0.147329321046	-2	-0.0156873670801	
红烧鸡腿	3	10	1.0	13	0.1392724376	6	10	1.0	2	0.0254380165289	-3	0	0.0	11	0.113834421071	
白云公园门票团购	3	7	0.747274529237	6	0.100305429573	3	9	0.913360323887	0	0.0	0	-2	-0.16608579465	6	0.100305429573	
etf基金	4	6	0.78141025641	12	0.0605090077209	3	5	0.646915584416	2	0.0313282172373	1	1	0.134494671995	10	0.0291807904836	
星光大道2005	3	10	1.0	7	0.0873795842865	6	7	0.796280642434	3	0.0347928994083	-3	3	0.203719357566	4	0.0525866848782	
公务员辞职	4	8	0.828525641026	6	0.063200004766	5	9	0.938385269122	1	0.0128817924285	-1	-1	-0.109859628096	5	0.0503182123375	
英雄联盟领取头像	5	10	1.0	21	0.240011537808	5	10	1.0	13	0.17458923685	0	0	0.0	8	0.0654223009578	
心理学专业	4	7	0.824862637363	7	0.0985525858899	6	10	1.0	1	0.00925182650513	-2	-3	-0.175137362637	6	0.0893007593848	
古墓丽影9攻略	3	7	0.780739466896	10	0.161283311011	5	10	1.0	1	0.0172408444636	-2	-3	-0.219260533104	9	0.144042466548	
高铁地图高清版	6	10	1.0	13	0.226401452831	6	8	0.865740740741	5	0.0964590347924	0	2	0.134259259259	8	0.129942418039	
高效学习法	6	10	1.0	6	0.0833042044751	5	9	0.93034427542	1	0.00653468229129	1	1	0.0696557245797	5	0.0767695221838	
qq炫舞旅行挑战18期	1	5	0.561855670103	5	0.0869486069061	2	4	0.450526315789	0	0.0	-1	1	0.111329354314	5	0.0869486069061	
极品太监猎美传奇	2	3	0.376310272537	0	0.0	3	4	0.488736532811	1	0.0178149764046	-1	-1	-0.112426260274	-1	-0.0178149764046	
道客巴巴怎么免费下载	4	9	0.932108626198	7	0.106525470029	6	9	0.928395061728	5	0.0798503554059	-2	0	0.00371356446969	2	0.0266751146227	
中铁四局五公司	7	9	0.928451178451	5	0.136013167612	5	7	0.840924092409	3	0.0881524152415	2	2	0.0875270860419	2	0.0478607523702	
环亚国际	4	10	1.0	4	0.0935360007826	4	5	0.727954971857	4	0.100445733129	0	5	0.272045028143	0	-0.00690973234603	
历史上的今天4月11日	1	5	0.560041407867	5	0.0873086425454	5	8	0.863422291994	1	0.01427715142	-4	-3	-0.303380884126	4	0.0730314911254	
陕西大正电器有限公司	2	2	0.23937360179	1	0.0188680422145	2	5	0.5203969129	0	0.0	0	-3	-0.28102331111	1	0.0188680422145	
我的世界开服器下载	3	10	1.0	7	0.120806058402	4	10	1.0	1	0.0153624078624	-1	0	0.0	6	0.10544365054	
2014年烟台中考数学试题及答案	3	3	0.389117043121	1	0.0173183056877	2	5	0.563758389262	1	0.0174392050902	1	-2	-0.174641346141	0	-0.000120899402556	
昆仑决最新比赛视频2015	2	9	0.929693961952	12	0.185283238167	3	6	0.710241465445	6	0.0982575126788	-1	3	0.219452496507	6	0.0870257254884	
上海电子地图	3	6	0.690909090909	6	0.153261236904	2	5	0.629787234043	6	0.0714305609284	1	1	0.0611218568665	0	0.0818306759759	
变废为宝手工制作房子	2	9	0.921441774492	8	0.124717410276	4	10	1.0	1	0.0164756258235	-2	-1	-0.0785582255083	7	0.108241784452	
win7旗舰版永久激活工具	3	9	0.93002441009	12	0.183000051422	4	10	1.0	5	0.0827679782904	-1	-1	-0.0699755899105	7	0.100232073131	
电饭煲蛋糕	4	10	1.0	13	0.151643112842	7	10	1.0	20	0.232114624506	-3	0	0.0	-7	-0.0804715116639	
王爷的弃妃	3	5	0.632352941176	4	0.0908577841808	4	6	0.709758131776	1	0.0151702176056	-1	-1	-0.0774051906	3	0.0756875665752	
水木年华的歌	3	6	0.721405228758	4	0.0551242801953	4	7	0.828063241107	2	0.0137788956761	-1	-1	-0.106658012349	2	0.0413453845192	
山东地税	5	5	0.649375600384	2	0.0358641426424	4	5	0.746632456703	4	0.101058953875	1	0	-0.0972568563188	-2	-0.0651948112325	
支付宝透支怎么开通	4	9	0.929810074319	9	0.137990047857	4	9	0.926952141058	1	0.0152721166323	0	0	0.00285793326081	8	0.122717931225	
泥鳅的营养价值及功效	4	8	0.837786259542	3	0.0482863446749	4	9	0.925577416595	1	0.0155595302901	0	-1	-0.0877911570534	2	0.0327268143849	
北京平四	5	10	1.0	12	0.172558005384	4	9	0.943285528031	10	0.131587057011	1	1	0.0567144719687	2	0.0409709483731	
纸飞机儿童摄影	5	10	1.0	9	0.176517006517	5	10	1.0	6	0.146989536996	0	0	0.0	3	0.0295274695209	
革命现代京剧智取威虎山	4	9	0.931561996779	5	0.0823934893355	4	8	0.89364640884	7	0.0971220492215	0	1	0.0379155879396	-2	-0.014728559886	
索马里120天	6	8	0.860088365243	11	0.164708925766	5	7	0.785185185185	3	0.0549524878414	1	1	0.0749031800578	8	0.109756437924	
cf0元道具领取	3	7	0.774250440917	10	0.153576837592	2	9	0.913776015857	0	0.0	1	-2	-0.13952557494	10	0.153576837592	
绾青丝	4	6	0.715956558062	3	0.050918808794	3	9	1.0	4	0.0601150895141	1	-3	-0.284043441938	-1	-0.00919628072009	
中班数学教案	2	2	0.285714285714	0	0.0	4	6	0.69527145359	1	0.0159274000955	-2	-4	-0.409557167876	-1	-0.0159274000955	
火影忍者游戏究极风暴	5	8	0.858794384806	7	0.110689190475	4	10	1.0	4	0.0600254488901	1	-2	-0.141205615194	3	0.050663741585	
方太集团	4	6	0.766803840878	4	0.0602393664489	5	6	0.69431500466	0	0.0	-1	0	0.0724888362181	4	0.0602393664489	
鹤舞飞翔	3	10	1.0	12	0.191034420481	3	9	0.947450980392	6	0.0942944741533	0	1	0.0525490196078	6	0.0967399463274	
cnki翻译助手	3	5	0.564994882293	0	0.0	7	9	0.936865021771	5	0.0728539385143	-4	-4	-0.371870139478	-5	-0.0728539385143	
真三国无双4	5	9	0.93628185907	12	0.153087954164	5	9	0.936217008798	7	0.125203945615	0	0	6.48502728109e-05	5	0.0278840085497	
粉红玛丽	6	10	1.0	6	0.0932443874109	5	8	0.896445131376	4	0.0920837431502	1	2	0.103554868624	2	0.00116064426066	
上呼吸道感染症状	3	10	1.0	3	0.0516397209864	3	7	0.797831138652	3	0.0824223646222	0	3	0.202168861348	0	-0.0307826436358	
寻迹孔子故里的教案	1	1	0.177419354839	0	0.0	3	10	1.0	0	0.0	-2	-9	-0.822580645161	0	0.0	
古川雄辉	5	9	0.929092113983	13	0.190374481734	4	10	1.0	22	0.191719781727	1	-1	-0.0709078860172	-9	-0.00134529999265	
孙善武冤案	3	3	0.371900826446	2	0.0309789343247	5	9	0.933890577508	2	0.0276429953026	-2	-6	-0.561989751061	0	0.00333593902209	
世纪审判	5	8	0.852045256745	7	0.107070638441	6	10	1.0	1	0.01325735489	-1	-2	-0.147954743255	6	0.093813283551	
兔子舞教学视频	2	9	0.932162809258	12	0.193136472466	3	10	1.0	21	0.0815970425139	-1	-1	-0.0678371907422	-9	0.111539429952	
3d旋转矩阵	3	3	0.409900990099	1	0.0167010195443	4	10	1.0	0	0.0	-1	-7	-0.590099009901	1	0.0167010195443	
directx+runtime最新版	3	7	0.752906976744	6	0.10155687156	3	9	0.91577928364	0	0.0	0	-2	-0.162872306896	6	0.10155687156	
晋中教育平台	2	2	0.261744966443	1	0.0188680422145	3	3	0.431568431568	1	0.0181709199891	-1	-1	-0.169823465125	0	0.000697122225414	
海贼王下载全集+下载	2	9	0.919583727531	8	0.127667207113	4	7	0.741839762611	0	0.0	-2	2	0.177743964919	8	0.127667207113	
红米usb调试在哪	3	7	0.771828665568	10	0.151543638958	4	9	0.858321870702	4	0.0626716576093	-1	-2	-0.0864932051331	6	0.0888719813488	
科目三灯光模拟考试桑塔纳	3	9	0.928989139515	10	0.167975701335	4	9	0.921124206709	1	0.0164905629276	-1	0	0.00786493280648	9	0.151485138408	
electro+drum+pads+24谱子	3	6	0.702547247329	14	0.198206632801	2	8	0.823529411765	0	0.0	1	-2	-0.120982164435	14	0.198206632801	
mc小洲2015经典语录2歌词	2	4	0.4859437751	1	0.0169357728311	2	5	0.555669050051	0	0.0	0	-1	-0.0697252749507	1	0.0169357728311	
水云诗面膜怎么样	3	8	0.853223593964	12	0.118984604872	3	7	0.792692613185	1	0.0144472525092	0	1	0.0605309807793	11	0.104537352363	
高云翔董璇儿子的照片	5	9	0.931340872375	12	0.226585630979	2	10	1.0	9	0.213116883117	3	-1	-0.0686591276252	3	0.0134687478625	
我的世界新月至尊	3	8	0.846014492754	7	0.110212609773	3	9	0.920692798541	5	0.090991961548	0	-1	-0.0746783057879	2	0.0192206482252	
告白视频制作	3	6	0.701073492981	13	0.200316798615	6	10	1.0	1	0.0145745920746	-3	-4	-0.298926507019	12	0.18574220654	
如何用ps修改图片文字	4	10	1.0	11	0.162512337398	5	10	1.0	13	0.154903908443	-1	0	0.0	-2	0.00760842895443	
苹果5报价	4	6	0.746457867263	5	0.0689742161013	5	9	1.0	5	0.0980671910249	-1	-3	-0.253542132737	0	-0.0290929749237	
潍坊滨海新纪元学校	4	5	0.629045643154	7	0.172048003208	3	4	0.590266875981	2	0.0682802911374	1	1	0.0387787671724	5	0.103767712071	
龙族3	4	5	0.610805860806	4	0.0712617617822	4	6	0.777065983344	6	0.0770182284084	0	-1	-0.166260122538	-2	-0.00575646662616	
殷桃小丸子国语	4	8	0.876722262509	8	0.127702850242	4	7	0.80680977054	4	0.0769019581455	0	1	0.0699124919687	4	0.0508008920962	
实习生电视剧	4	6	0.735202492212	5	0.0921348249545	4	8	0.900074571216	2	0.0293729238696	0	-2	-0.164872079004	3	0.062761901085	
基础研究和应用研究的区别	3	6	0.722222222222	0	0.0	4	6	0.680147058824	0	0.0	-1	0	0.0420751633987	0	0.0	
五年级三单元作文	3	5	0.63813559322	0	0.0	3	3	0.499589153657	1	0.014945842982	0	2	0.138546439564	-1	-0.014945842982	
占用内存小的浏览器	4	6	0.671794871795	3	0.0432513583071	3	10	1.0	0	0.0	1	-4	-0.328205128205	3	0.0432513583071	
htc+e8时尚版	3	8	0.865671641791	7	0.0954044101543	3	9	0.922872340426	0	0.0	0	-1	-0.0572006986345	7	0.0954044101543	
qq姐妹头像两张带字	3	9	0.928027095682	13	0.175887424494	3	10	1.0	7	0.122644628099	0	-1	-0.0719729043184	6	0.0532427963946	
山西高中毕业证书图片	3	4	0.518413597734	6	0.0957801952463	3	6	0.632286995516	0	0.0	0	-2	-0.113873397782	6	0.0957801952463	
七骑士	5	10	1.0	17	0.184360917172	5	8	0.874095513748	4	0.0877305617682	0	2	0.125904486252	13	0.0966303554036	
生活大爆炸第一季	6	8	0.874167283494	8	0.116613330618	4	9	0.937184115523	1	0.0131329176239	2	-1	-0.0630168320298	7	0.103480412994	
爆枪英雄辅助最新版	3	8	0.853321829163	11	0.175617680926	2	10	1.0	3	0.0526766739754	1	-2	-0.146678170837	8	0.122941006951	
2015新娘发型图片	3	9	0.93359375	22	0.242926638011	3	10	1.0	8	0.111620027227	0	-1	-0.06640625	14	0.131306610784	
关于悠悠球的PPT	2	5	0.553333333333	4	0.0642591609134	5	8	0.858455882353	0	0.0	-3	-3	-0.30512254902	4	0.0642591609134	
神级建模师	3	8	0.862903225806	3	0.0495158292361	3	7	0.755388940956	0	0.0	0	1	0.107514284851	3	0.0495158292361	
舌吻的方法与技巧	4	7	0.785353535354	8	0.126462894121	5	10	1.0	1	0.0162113109707	-1	-3	-0.214646464646	7	0.11025158315	
陆毅和袁立	5	6	0.752054794521	13	0.229501705963	6	9	0.937047756874	10	0.144379686883	-1	-3	-0.184992962354	3	0.0851220190799	
2015生肖卡	4	7	0.785172704297	8	0.147668515485	2	5	0.663051897754	1	0.0140891486515	2	2	0.122120806543	7	0.133579366834	
易宝支付	5	8	0.852941176471	5	0.0716642440926	5	8	0.871301775148	4	0.0556764389457	0	0	-0.0183605986773	1	0.0159878051469	
2015河北企业退休养老金调整	4	4	0.453475935829	1	0.0180406735185	3	5	0.616740088106	1	0.0160256307569	1	-1	-0.163264152277	0	0.00201504276157	
bt5中文版下载	5	9	0.909168081494	9	0.138037187344	3	10	1.0	0	0.0	2	-1	-0.0908319185059	9	0.138037187344	
大鸿米店完整版	4	7	0.799843014129	5	0.0842077465816	2	8	0.941991341991	0	0.0	2	-1	-0.142148327863	5	0.0842077465816	
源君物语	4	8	0.871406959153	15	0.175834744023	5	10	1.0	14	0.13268946146	-1	-2	-0.128593040847	1	0.0431452825636	
2015克隆空间	3	9	0.92362982929	7	0.109321402686	4	10	1.0	3	0.0476903308705	-1	-1	-0.0763701707098	4	0.0616310718155	
北京旅游地图	6	8	0.871698113208	8	0.185160973557	4	5	0.728760717069	5	0.159875292284	2	3	0.142937396138	3	0.0252856812731	
月光曲	6	9	0.944661458333	6	0.0776046507125	5	8	0.850129198966	0	0.0	1	1	0.0945322593669	6	0.0776046507125	
qq免费气泡	6	9	0.917310664606	11	0.165986279253	5	9	0.936356986101	5	0.0730198842854	1	0	-0.0190463214951	6	0.0929663949674	
